shadow_date,ticker,shadow_rank,shadow_score,shadow_factor_ids,compare_bucket,official_status_bucket,horizon_days,outcome_status,future_return,benchmark_return,excess_return,created_at,version
2026-05-14,AMD,6,1.8417438842489235,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMD,6,1.8417438842489235,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMD,6,1.8417438842489235,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,FLEX,7,1.7922648162678032,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,FLEX,7,1.7922648162678032,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,FLEX,7,1.7922648162678032,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,FLEX,7,1.7922648162678032,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,FLEX,7,1.7922648162678032,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DELL,8,1.54179264092773,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DELL,8,1.54179264092773,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DELL,8,1.54179264092773,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DELL,8,1.54179264092773,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DELL,8,1.54179264092773,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,VECO,9,1.4411160771966247,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,VECO,9,1.4411160771966247,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,VECO,9,1.4411160771966247,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,VECO,9,1.4411160771966247,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,VECO,9,1.4411160771966247,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ACLS,10,1.2812204472818554,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ACLS,10,1.2812204472818554,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ACLS,10,1.2812204472818554,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ACLS,10,1.2812204472818554,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ACLS,10,1.2812204472818554,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,STX,11,1.17842216649778,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,STX,11,1.17842216649778,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,STX,11,1.17842216649778,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,STX,11,1.17842216649778,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,STX,11,1.17842216649778,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,MU,12,1.1030464862188405,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,MU,12,1.1030464862188405,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,MU,12,1.1030464862188405,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,MU,12,1.1030464862188405,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,MU,12,1.1030464862188405,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CIEN,13,1.0571080278272291,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CIEN,13,1.0571080278272291,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CIEN,13,1.0571080278272291,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CIEN,13,1.0571080278272291,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CIEN,13,1.0571080278272291,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,IRDM,14,1.0216006312119263,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,IRDM,14,1.0216006312119263,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,IRDM,14,1.0216006312119263,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,IRDM,14,1.0216006312119263,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,IRDM,14,1.0216006312119263,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,BE,15,0.9964557378583272,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,BE,15,0.9964557378583272,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,BE,15,0.9964557378583272,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,BE,15,0.9964557378583272,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,BE,15,0.9964557378583272,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHR,16,0.8077185954324025,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHR,16,0.8077185954324025,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHR,16,0.8077185954324025,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHR,16,0.8077185954324025,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHR,16,0.8077185954324025,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ALAB,17,0.712234266590822,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ALAB,17,0.712234266590822,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ALAB,17,0.712234266590822,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ALAB,17,0.712234266590822,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ALAB,17,0.712234266590822,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ARM,18,0.6942394365191297,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ARM,18,0.6942394365191297,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ARM,18,0.6942394365191297,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ARM,18,0.6942394365191297,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ARM,18,0.6942394365191297,F002,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,WDC,19,0.6061146007735468,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,WDC,19,0.6061146007735468,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,WDC,19,0.6061146007735468,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,WDC,19,0.6061146007735468,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,WDC,19,0.6061146007735468,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DDOG,20,0.6052786028850696,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DDOG,20,0.6052786028850696,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DDOG,20,0.6052786028850696,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DDOG,20,0.6052786028850696,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,DDOG,20,0.6052786028850696,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,LITE,21,0.5965991001960828,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,LITE,21,0.5965991001960828,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,LITE,21,0.5965991001960828,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,LITE,21,0.5965991001960828,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,LITE,21,0.5965991001960828,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ON,22,0.5854679545816419,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ON,22,0.5854679545816419,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ON,22,0.5854679545816419,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ON,22,0.5854679545816419,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ON,22,0.5854679545816419,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHU,23,0.5042935999822132,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHU,23,0.5042935999822132,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHU,23,0.5042935999822132,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHU,23,0.5042935999822132,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,COHU,23,0.5042935999822132,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,POWL,24,0.495076959574344,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,POWL,24,0.495076959574344,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,POWL,24,0.495076959574344,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,POWL,24,0.495076959574344,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,POWL,24,0.495076959574344,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,SANM,25,0.4939400113401267,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,SANM,25,0.4939400113401267,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,SANM,25,0.4939400113401267,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,SANM,25,0.4939400113401267,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,SANM,25,0.4939400113401267,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,TQQQ,26,0.4174424575292685,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,TQQQ,26,0.4174424575292685,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,TQQQ,26,0.4174424575292685,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,TQQQ,26,0.4174424575292685,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,TQQQ,26,0.4174424575292685,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMKR,27,0.409791671448172,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMKR,27,0.409791671448172,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMKR,27,0.409791671448172,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMKR,27,0.409791671448172,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,AMKR,27,0.409791671448172,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,HPE,28,0.3810661177649775,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,HPE,28,0.3810661177649775,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,HPE,28,0.3810661177649775,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,HPE,28,0.3810661177649775,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,HPE,28,0.3810661177649775,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,GLW,29,0.3546863400546755,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,GLW,29,0.3546863400546755,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,GLW,29,0.3546863400546755,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,GLW,29,0.3546863400546755,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,GLW,29,0.3546863400546755,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ICHR,30,0.3443600487557138,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ICHR,30,0.3443600487557138,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ICHR,30,0.3443600487557138,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ICHR,30,0.3443600487557138,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ICHR,30,0.3443600487557138,F002,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,QCOM,41,0.0529237782344648,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,QCOM,41,0.0529237782344648,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,QCOM,41,0.0529237782344648,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,QCOM,41,0.0529237782344648,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,QCOM,41,0.0529237782344648,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CRWV,68,-0.4134885788650827,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CRWV,68,-0.4134885788650827,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CRWV,68,-0.4134885788650827,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CRWV,68,-0.4134885788650827,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,CRWV,68,-0.4134885788650827,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ANET,86,-0.8085838026827079,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ANET,86,-0.8085838026827079,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,3,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ANET,86,-0.8085838026827079,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,5,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ANET,86,-0.8085838026827079,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,10,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,ANET,86,-0.8085838026827079,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,20,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
2026-05-14,NET,88,-0.8547435533718702,F002,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED,1,PENDING,,,,2026-05-14 23:25:37,V18.3B-R2
