snapshot_price_date,ticker,yf_ticker,baseline_close,technical_timing_score,technical_signal,bb_status,rsi_status,kdj_status,bb_percent_b,bb_bandwidth,signal_bb_squeeze,rsi_14,kdj_k,kdj_d,kdj_j,volume_ratio_5_20,overheat_penalty,pullback_timing_bonus,breakout_confirmation_bonus,technical_warning_label,vix_date,vix_close,vix_regime,signal_watch_positive,signal_pullback_watch,signal_overheat_old,signal_breakout_continuation,signal_exhaustion_risk,signal_overheat_unclassified,official_decision_impact,tracker_added_at,obs_price_date_1,obs_close_1,ret_fwd_1,completed_1,obs_price_date_3,obs_close_3,ret_fwd_3,completed_3,obs_price_date_5,obs_close_5,ret_fwd_5,completed_5,obs_price_date_10,obs_close_10,ret_fwd_10,completed_10,obs_price_date_20,obs_close_20,ret_fwd_20,completed_20
2026-05-15,AAPL,AAPL,302.46,15.0,TECH_TIMING_OVERHEAT_AVOID_CHASE,BB_NEAR_UPPER,RSI_EXTREME_OVERHEAT,KDJ_OVERHEAT,0.94,0.1679,False,76.8711,92.9328,89.5808,99.6366,0.8695,35,0,0,BB_UPPER_CHASE_RISK;RSI_EXTREME_OVERHEAT;KDJ_OVERHEAT,2026-05-15,17.83,VIX_NORMAL,False,False,True,False,False,True,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACLS,ACLS,154.525,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.6348,0.3517,False,61.8334,65.0262,71.2441,52.5902,0.6341,0,0,0,NONE,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACM,ACM,71.475,68.0,TECH_TIMING_WATCH_POSITIVE,BB_NEAR_LOWER,RSI_OVERSOLD,KDJ_NEUTRAL,0.0783,0.2591,False,26.5367,19.6041,24.0315,10.7493,1.5033,0,14,4,NONE,2026-05-15,17.83,VIX_NORMAL,True,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACMR,ACMR,63.105,54.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.8299,0.3909,False,66.1235,75.5556,74.6269,77.4132,1.5571,0,0,4,NONE,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AEHR,AEHR,101.096,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.7569,0.2872,True,61.3628,75.4272,73.241,79.7997,0.8735,0,0,0,NONE,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ALAB,ALAB,234.695,35.0,TECH_TIMING_NEUTRAL,BB_ABOVE_UPPER,RSI_OVERHEAT,KDJ_NEUTRAL,1.0312,0.2876,False,70.6257,76.9479,66.2113,98.4209,0.8783,20,0,5,BB_UPPER_CHASE_RISK;RSI_OVERHEAT,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMAT,AMAT,437.06,54.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.8074,0.2027,False,61.9347,79.9315,77.4367,84.921,1.3646,0,0,4,NONE,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMD,AMD,433.55,30.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_OVERHEAT,KDJ_OVERHEAT,0.748,0.6649,False,70.4847,81.1795,85.4145,72.7097,0.6891,20,0,0,RSI_OVERHEAT;KDJ_OVERHEAT,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMKR,AMKR,71.11,58.0,TECH_TIMING_NEUTRAL,BB_LOWER_HALF,RSI_NEUTRAL,KDJ_NEUTRAL,0.3158,0.1517,True,54.3275,43.3522,55.8083,18.4401,0.6534,0,8,0,NONE,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMZN,AMZN,263.63,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_NEUTRAL,0.4716,0.1162,False,57.8945,36.5584,51.9108,5.8535,0.7627,0,0,0,NONE,2026-05-15,17.83,VIX_NORMAL,False,False,False,False,False,False,NONE,2026-05-16 02:43:02,,,,False,,,,False,,,,False,,,,False,,,,False
