snapshot_price_date,ticker,yf_ticker,baseline_close,technical_timing_score,technical_signal,bb_status,rsi_status,kdj_status,bb_percent_b,bb_bandwidth,signal_bb_squeeze,rsi_14,kdj_k,kdj_d,kdj_j,volume_ratio_5_20,overheat_penalty,pullback_timing_bonus,breakout_confirmation_bonus,technical_warning_label,vix_date,vix_close,vix_regime,signal_watch_positive,signal_pullback_watch,signal_overheat_old,signal_breakout_continuation,signal_exhaustion_risk,signal_overheat_unclassified,official_decision_impact,tracker_added_at,obs_price_date_1,obs_close_1,ret_fwd_1,completed_1,obs_price_date_3,obs_close_3,ret_fwd_3,completed_3,obs_price_date_5,obs_close_5,ret_fwd_5,completed_5,obs_price_date_10,obs_close_10,ret_fwd_10,completed_10,obs_price_date_20,obs_close_20,ret_fwd_20,completed_20
2026-05-15,AAPL,AAPL,302.2985,10.0,TECH_TIMING_OVERHEAT_AVOID_CHASE,BB_NEAR_UPPER,RSI_EXTREME_OVERHEAT,KDJ_EXTREME_OVERHEAT,0.9373,0.1676,False,76.7875,93.2334,89.6811,100.3382,0.8612,40,0,0,BB_UPPER_CHASE_RISK;RSI_EXTREME_OVERHEAT;KDJ_EXTREME_OVERHEAT,2026-05-15,18.04,VIX_CAUTION,False,False,True,False,True,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACLS,ACLS,153.9375,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.6242,0.3513,False,61.2784,64.4302,71.0455,51.1996,0.6301,0,0,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACM,ACM,72.1,68.0,TECH_TIMING_WATCH_POSITIVE,BB_LOWER_HALF,RSI_OVERSOLD,KDJ_NEUTRAL,0.1027,0.2564,False,28.6712,20.75,24.4134,13.4232,1.4992,0,14,4,NONE,2026-05-15,18.04,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACMR,ACMR,63.805,54.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.857,0.3943,False,67.1306,77.0827,75.1359,80.9763,1.5486,0,0,4,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AEHR,AEHR,99.52,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_NEUTRAL,0.7039,0.2842,True,59.995,73.2162,72.504,74.6407,0.8703,0,0,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ALAB,ALAB,231.705,40.0,TECH_TIMING_NEUTRAL,BB_NEAR_UPPER,RSI_STRONG,KDJ_NEUTRAL,0.9935,0.2814,False,69.8083,74.9569,65.5477,93.7753,0.8711,10,0,0,BB_UPPER_CHASE_RISK,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMAT,AMAT,437.3199,54.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.8101,0.2029,False,62.0541,80.1112,77.4966,85.3404,1.3583,0,0,4,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMD,AMD,431.55,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_OVERHEAT,0.7407,0.6639,False,69.7841,80.6434,85.2357,71.4586,0.6862,10,0,0,KDJ_OVERHEAT,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMKR,AMKR,70.76,58.0,TECH_TIMING_NEUTRAL,BB_LOWER_HALF,RSI_NEUTRAL,KDJ_NEUTRAL,0.287,0.1525,True,53.7141,42.239,55.4372,15.8426,0.6501,0,8,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMZN,AMZN,261.965,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_NEUTRAL,0.4204,0.1165,False,55.8324,33.4174,50.8638,-1.4754,0.7561,0,0,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ANET,ANET,144.9,64.0,TECH_TIMING_PULLBACK_WATCH,BB_LOWER_HALF,RSI_WEAK,KDJ_NEUTRAL,0.244,0.3737,False,44.2288,20.8555,21.3525,19.8613,1.1132,0,14,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,True,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,APH,APH,125.425,76.0,TECH_TIMING_WATCH_POSITIVE,BB_LOWER_HALF,RSI_WEAK,KDJ_OVERSOLD,0.1505,0.2919,False,38.4185,18.8085,16.1804,24.0648,1.3248,0,22,4,NONE,2026-05-15,18.04,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ARM,ARM,211.31,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_DEAD_CROSS,0.5351,0.3024,False,55.7215,45.4181,48.7797,38.695,0.7247,0,0,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ASML,ASML,1517.285,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6388,0.1854,False,53.7533,75.0635,77.9191,69.3523,0.9954,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AVGO,AVGO,428.39,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.7284,0.1014,True,60.1278,65.554,64.3241,68.0139,0.8684,0,0,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,BE,BE,280.525,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_HIGH_DEAD_CROSS,0.6387,0.44,False,60.4087,66.9222,69.4461,61.8745,0.828,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,BTDR,BTDR,13.12,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6074,0.3528,False,54.6219,55.3912,59.3729,47.4278,1.1755,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CAMT,CAMT,170.875,68.0,TECH_TIMING_WATCH_POSITIVE,BB_LOWER_HALF,RSI_WEAK,KDJ_NEUTRAL,0.1191,0.245,False,43.9017,24.9869,37.5205,-0.0804,1.6831,0,14,4,NONE,2026-05-15,18.04,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CARR,CARR,64.645,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_NEUTRAL,0.527,0.1592,False,52.7266,38.783,50.9439,14.4611,0.6016,0,0,0,NONE,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CEG,CEG,269.74,68.0,TECH_TIMING_WATCH_POSITIVE,BB_NEAR_LOWER,RSI_WEAK,KDJ_NEUTRAL,0.0533,0.2224,False,36.0488,15.7913,30.237,-13.1001,1.3958,0,14,4,NONE,2026-05-15,18.04,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CIEN,CIEN,559.5651,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6753,0.2632,False,58.8409,73.2379,78.0349,63.6439,0.7601,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.04,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 02:05:25,,,,False,,,,False,,,,False,,,,False,,,,False
