ticker,canonical_universe_present,first_seen_date,last_attempt_scan_timestamp,last_success_scan_timestamp,last_success_scan_date,last_scan_status,last_scan_run_id,success_scan_count,attempt_scan_count,local_price_available,factor_pack_available,technical_timing_available,full_history_ready,failure_reason,source_notes,last_attempt_scan_date,last_scan_source,last_scan_mode,last_scan_note
JFROG,FALSE,2026-05-21,2026-05-21T14:33:00,,,EXCLUDED_FROM_ACTIVE_UNIVERSE_V18_35G,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,USER_CONFIRMED_REMOVE_UNCOMPUTED_TICKER,local_price=missing;factor_pack=missing;technical_timing=missing;V18.35G excluded from active universe: USER_CONFIRMED_REMOVE_UNCOMPUTED_TICKER,,,,
JHX,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
KEYS,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
KKR,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
KLAC,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
KLAR,TRUE,2026-05-21,2026-05-21T14:33:00,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
KLIC,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
KNX,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
KRC,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
KVYO,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
KWEB,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
LBRT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
LCID,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
LHX,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
LIN,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
LINE,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
LITE,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
LPLA,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
LRCX,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
LSCC,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
LYB,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
LYFT,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MA,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MCHP,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MCK,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MDB,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MELI,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
META,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MKSI,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MNTN,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
MOD,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MOH,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MPLX,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MPW,FALSE,2026-05-21,2026-05-21T14:16:59,,,EXCLUDED_FROM_ACTIVE_UNIVERSE_V18_35G,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,USER_CONFIRMED_REMOVE_UNCOMPUTED_TICKER,local_price=missing;factor_pack=missing;technical_timing=missing;V18.35G excluded from active universe: USER_CONFIRMED_REMOVE_UNCOMPUTED_TICKER,,,,
MPWR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MRVL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MSFT,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
MTSI,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MTZ,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
MU,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
NAMS,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NET,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
NFLX,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NI,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NOW,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
NRG,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NTAP,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
NTRA,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NU,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NUVB,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
NVAX,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
NVDA,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
NVT,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
NXPI,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
OC,TRUE,2026-05-21,2026-05-21T22:19:28,2026-05-21T22:19:28,2026-05-21,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_23C_R7_20260521_221928,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;factor_pack=false;technical_timing=false;source=V18_23C_R7,2026-05-21,V18_23C_R7_BATCH2_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH2_ROLLING_COVERAGE_LEDGER_RETEST,R7 local-only official price cache retest; no external fetch.
OKTA,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
OLMA,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
OLPX,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
ON,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
OPCH,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
ORCL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
PANW,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
PATH,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PCOR,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PCT,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PDD,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PFGC,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PGNY,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PI,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PINS,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PLTR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
