ticker,latest_price_date,latest_close,ret_1d,ret_5d,ret_20d,ret_60d,ret_120d,ma20,ma60,drawdown_20d_high,drawdown_60d_high,volume_avg_5d,volume_avg_20d,volume_ratio_5_20,ann_volatility_20d,trend_ok_60_120,short_rev_raw,ts_momentum_raw,volume_price_confirm_raw,pullback_uptrend_raw,ts_pullback_reversal_raw,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,F010_XSEC_COMPOSITE_RANK_RAW,F010_XSEC_COMPOSITE_RANK,factor_pack_score,factor_pack_rank,shadow_side_hint
FN,2026-05-18,700.26001,-0.030164,0.078103,0.000357,0.282222,0.793423,680.232504,608.058169,-0.061905,-0.061905,972157.0,882714.25,1.101327,0.790811,True,-0.078103,0.537823,0.086016,0.061905,0.0,8.571429,25.974026,78.095238,92.380952,63.809524,17.142857,73.333333,50.47619,33.904762,31.428571,31.43,73,VOLUME_UP_CONFIRM
ON,2026-05-18,109.43,-0.032535,0.020422,0.278986,0.583418,1.343255,102.419,77.330667,-0.075526,-0.075526,13203129.2,13843892.3,0.953715,0.694073,True,-0.020422,0.963336,0.019476,0.075526,0.0,20.0,29.87013,47.619048,82.857143,82.857143,17.142857,63.809524,75.238095,33.580952,30.47619,30.48,74,VOLUME_UP_CONFIRM
FLR,2026-05-18,44.349998,-0.000225,0.015106,-0.077963,-0.173962,0.107366,48.645,47.952833,-0.181734,-0.181734,3383154.6,3219603.65,1.050798,0.694806,False,-0.015106,-0.033298,0.015874,,0.0,21.904762,,69.52381,79.047619,11.428571,17.142857,64.761905,4.761905,33.07619,29.52381,29.52,75,VOLUME_UP_CONFIRM
PSTG,2026-05-18,77.07,-0.050628,-0.117586,0.133382,0.042473,-0.016713,75.5695,67.437667,-0.117586,-0.117586,2980569.6,2991830.3,0.996236,0.575866,False,0.117586,0.01288,-0.117144,,0.002497,81.904762,,56.190476,16.190476,16.190476,39.047619,49.52381,47.619048,32.466667,28.571429,28.57,76,NEUTRAL_SHADOW
CRM,2026-05-18,179.479996,0.034407,0.011212,-0.036453,-0.028252,-0.206467,179.423501,184.8077,-0.054373,-0.109748,11583180.8,12102005.2,0.957129,0.501053,False,-0.011212,-0.117359,0.010731,,0.0,24.761905,,48.571429,77.142857,8.571429,17.142857,32.380952,9.52381,32.142857,27.619048,27.62,77,VOLUME_UP_CONFIRM
AVGO,2026-05-18,420.709991,-0.010536,-0.018019,0.052749,0.267376,0.24162,419.589,363.159076,-0.043384,-0.043384,17952164.2,19178511.05,0.936056,0.431597,True,0.018019,0.254498,-0.016867,0.061404,0.004586,36.190476,24.675325,42.857143,63.809524,35.238095,43.809524,20.0,48.571429,31.752381,26.666667,26.67,78,NEUTRAL_SHADOW
SPY,2026-05-18,738.650024,-0.000703,-0.000879,0.042231,0.074318,0.127196,725.301004,689.615527,-0.012724,-0.012724,49008026.0,48070381.5,1.019506,0.106874,True,0.000879,0.100757,-0.000896,0.013603,8.9e-05,27.619048,11.688312,60.0,73.333333,20.952381,34.285714,0.952381,19.047619,31.504762,25.714286,25.71,79,NEUTRAL_SHADOW
NVDA,2026-05-18,222.320007,-0.013314,0.013124,0.100267,0.171278,0.242981,211.314001,192.445168,-0.056927,-0.056927,163090284.4,154809616.1,1.053489,0.449515,True,-0.013124,0.20713,0.013826,0.056927,0.0,22.857143,23.376623,71.428571,78.095238,30.47619,17.142857,25.714286,36.190476,31.009524,24.761905,24.76,80,VOLUME_UP_CONFIRM
PLTR,2026-05-18,135.139999,0.008583,-0.012784,-0.073686,-0.000739,-0.127285,139.253001,143.672167,-0.114533,-0.159786,39083039.8,44277254.95,0.882689,0.488288,False,0.012784,-0.064012,-0.011284,,0.0,33.333333,,34.285714,69.52381,9.52381,17.142857,30.47619,11.428571,30.866667,23.809524,23.81,81,NEUTRAL_SHADOW
CSCO,2026-05-18,118.879997,0.005668,0.204214,0.355376,0.509144,0.579024,96.247,85.244625,0.0,0.0,41618818.2,24725259.55,1.683251,0.524817,True,-0.204214,0.544084,0.343743,0.0,0.0,0.952381,4.545455,98.095238,100.0,64.761905,17.142857,38.095238,81.904762,30.695238,22.857143,22.86,82,VOLUME_UP_CONFIRM
META,2026-05-18,611.210022,-0.004917,0.020623,-0.088984,-0.066996,0.03026,631.726501,626.146674,-0.099334,-0.112323,12646585.2,15887406.3,0.796013,0.358482,False,-0.020623,-0.018368,0.016416,,0.0,19.047619,,17.142857,80.952381,12.380952,17.142857,13.333333,7.619048,30.580952,21.904762,21.9,83,VOLUME_UP_CONFIRM
ORCL,2026-05-18,186.610001,-0.032858,-0.037299,0.05085,0.264599,-0.055359,182.5005,161.751602,-0.047665,-0.047665,19049026.8,25771271.7,0.739157,0.526229,False,0.037299,0.10462,-0.02757,,0.004935,43.809524,,8.571429,60.0,21.904762,44.761905,39.047619,46.666667,29.8,20.952381,20.95,84,NEUTRAL_SHADOW
D,2026-05-18,67.559998,0.094444,0.079923,0.085824,0.035173,0.123325,62.7505,62.524705,0.0,0.0,11725453.6,6572028.4,1.784145,0.39882,True,-0.079923,0.079249,0.142595,0.0,0.0,7.619048,4.545455,100.0,96.190476,19.047619,17.142857,14.285714,31.428571,29.361905,20.0,20.0,85,VOLUME_UP_CONFIRM
AMZN,2026-05-18,264.859985,0.002726,-0.015354,0.066779,0.260578,0.200145,265.356,233.258833,-0.036838,-0.036838,36425302.2,45480425.55,0.800901,0.21111,True,0.015354,0.230361,-0.012297,0.052191,0.003537,35.238095,20.779221,18.095238,66.666667,33.333333,40.952381,2.857143,44.761905,29.180952,19.047619,19.05,86,NEUTRAL_SHADOW
NTAP,2026-05-18,120.599998,0.005587,0.024378,0.129319,0.182843,0.135221,113.4485,104.759358,0.0,0.0,2856291.0,2234152.75,1.278467,0.299648,True,-0.024378,0.159032,0.031166,0.0,0.0,16.190476,4.545455,89.52381,87.619048,27.619048,17.142857,10.47619,42.857143,29.095238,18.095238,18.1,87,VOLUME_UP_CONFIRM
PANW,2026-05-18,247.550003,0.019437,0.158616,0.459955,0.664761,0.353472,197.8005,173.071667,0.0,0.0,9624682.0,7461125.5,1.289977,0.432204,True,-0.158616,0.509117,0.204612,0.0,0.0,2.857143,4.545455,91.428571,98.095238,58.095238,17.142857,20.952381,89.52381,28.92381,17.142857,17.14,88,VOLUME_UP_CONFIRM
MDB,2026-05-18,330.0,0.05715,0.119973,0.249479,-0.042257,0.027461,278.948501,269.170999,0.0,-0.019637,1893272.6,1593358.15,1.188228,0.57532,False,-0.119973,-0.007398,0.142555,,0.0,5.714286,,83.809524,95.238095,14.285714,17.142857,48.571429,69.52381,28.619048,16.190476,16.19,89,VOLUME_UP_CONFIRM
IRDM,2026-05-18,43.400002,0.042768,0.005794,0.03977,0.905037,1.742428,40.529,32.664104,-0.000691,-0.000691,2100660.0,2383570.0,0.881308,0.57333,True,-0.005794,1.323732,0.005106,0.000691,0.0,26.666667,9.090909,31.428571,74.285714,91.428571,17.142857,47.619048,88.571429,28.514286,15.238095,15.24,90,MOMENTUM_STRONG_NOT_PULLBACK
CARR,2026-05-18,64.510002,-0.002474,-0.020795,0.050118,0.009351,0.240555,64.41218,60.807448,-0.049926,-0.049926,4190602.4,6196290.6,0.676308,0.44052,True,0.020795,0.124953,-0.014064,0.070722,0.002598,38.095238,27.272727,2.857143,65.714286,25.714286,40.0,21.904762,21.904762,28.514286,14.285714,14.29,91,NEUTRAL_SHADOW
NOW,2026-05-18,103.419998,0.08783,0.130397,0.037104,-0.008152,-0.364297,92.0895,101.1985,0.0,-0.168248,30985467.2,29859791.8,1.037699,0.854391,False,-0.130397,-0.186224,0.135313,,0.0,4.761905,,64.761905,94.285714,2.857143,17.142857,75.238095,18.095238,27.571429,13.333333,13.33,92,VOLUME_UP_CONFIRM
ALAB,2026-05-18,215.580002,-0.073491,0.039691,0.22628,0.6624,0.52031,205.483999,154.084333,-0.073491,-0.073491,5635393.4,5986418.35,0.941363,0.890421,True,-0.039691,0.591355,0.037364,0.073491,0.0,11.428571,28.571429,43.809524,88.571429,68.571429,17.142857,77.142857,80.0,27.485714,12.380952,12.38,93,VOLUME_UP_CONFIRM
SNOW,2026-05-18,164.240005,0.042992,0.084092,0.091731,-0.047884,-0.29821,147.939001,156.407667,0.0,-0.101728,7208983.0,7074905.75,1.018951,0.564438,False,-0.084092,-0.173047,0.085686,,0.0,6.666667,,59.047619,91.428571,3.809524,17.142857,46.666667,34.285714,27.342857,11.428571,11.43,94,VOLUME_UP_CONFIRM
CRWD,2026-05-18,618.830017,0.041661,0.141205,0.428674,0.59246,0.261194,498.219003,436.213333,0.0,0.0,3540347.2,2918421.8,1.213103,0.431425,True,-0.141205,0.426827,0.171297,0.0,0.0,3.809524,4.545455,86.666667,97.142857,48.571429,17.142857,19.047619,86.666667,26.771429,10.47619,10.48,95,VOLUME_UP_CONFIRM
NXPI,2026-05-18,291.679993,0.000617,-0.046766,0.317792,0.262297,0.539081,276.42,228.68999,-0.046766,-0.046766,3392113.0,4337498.25,0.782044,0.99509,True,0.046766,0.400689,-0.036573,0.093532,0.018739,46.666667,36.363636,16.190476,56.190476,45.714286,53.333333,82.857143,79.047619,26.685714,9.52381,9.52,96,NEUTRAL_SHADOW
ZS,2026-05-18,174.690002,0.084694,0.17344,0.29592,0.093521,-0.364787,144.517999,144.790667,0.0,0.0,4286648.8,2942357.2,1.456876,0.651791,False,-0.17344,-0.135633,0.25268,,0.0,1.904762,,95.238095,99.047619,5.714286,17.142857,54.285714,77.142857,26.657143,8.571429,8.57,97,VOLUME_UP_CONFIRM
NET,2026-05-18,201.75,0.021209,0.042528,-0.014941,0.13893,0.082466,211.238,202.779167,-0.214339,-0.214339,4143456.4,4709964.1,0.879721,1.01133,False,-0.042528,0.110698,0.037413,,0.0,10.47619,,29.52381,89.52381,22.857143,17.142857,85.714286,24.761905,26.352381,7.619048,7.62,98,VOLUME_UP_CONFIRM
ARM,2026-05-18,215.119995,0.028495,0.011615,0.228555,0.713012,0.635023,210.987,162.280584,-0.093468,-0.093468,8727780.0,11655190.0,0.748832,1.118011,True,-0.011615,0.674017,0.008698,0.093468,0.0,23.809524,35.064935,12.380952,76.190476,73.333333,17.142857,91.428571,82.857143,24.952381,6.666667,6.67,99,VOLUME_UP_CONFIRM
AAPL,2026-05-18,297.839996,-0.007961,0.01763,0.091794,0.126746,0.099095,282.607747,266.586093,-0.007961,-0.007961,44586748.2,48286362.05,0.923382,0.233895,True,-0.01763,0.112921,0.016279,0.007961,0.0,20.952381,10.38961,40.0,80.0,23.809524,17.142857,4.761905,35.238095,24.666667,5.714286,5.71,100,VOLUME_UP_CONFIRM
SMCI,2026-05-18,30.85,-0.006121,-0.079654,0.070809,-0.048427,-0.041628,30.099,28.4575,-0.127792,-0.127792,29306642.2,38728965.55,0.756711,1.11232,False,0.079654,-0.045027,-0.060275,,0.0,64.761905,,14.285714,42.857143,10.47619,17.142857,90.47619,26.666667,23.342857,4.761905,4.76,101,NEUTRAL_SHADOW
GOOGL,2026-05-18,396.940002,0.000403,0.021356,0.176397,0.261094,0.326434,375.868001,330.00604,-0.014108,-0.014108,24379830.2,28122477.55,0.866916,0.419012,True,-0.021356,0.293764,0.018514,0.014108,0.0,18.095238,12.987013,24.761905,81.904762,39.047619,17.142857,17.142857,57.142857,22.952381,3.809524,3.81,102,VOLUME_UP_CONFIRM
TXN,2026-05-18,300.600006,-0.007036,0.009538,0.2928,0.374994,0.907776,280.81321,228.215437,-0.024564,-0.024564,6577368.2,9037562.05,0.727781,0.746205,True,-0.009538,0.641385,0.006941,0.024564,0.0,25.714286,14.285714,6.666667,75.238095,71.428571,17.142857,70.47619,76.190476,21.92381,2.857143,2.86,103,VOLUME_UP_CONFIRM
CORZ,2026-05-18,23.57,-0.026435,0.027015,0.18621,0.362428,0.600136,22.016,18.5495,-0.054173,-0.054173,12877374.0,17207813.5,0.748345,0.692505,True,-0.027015,0.481282,0.020217,0.054173,0.0,14.285714,22.077922,10.47619,83.809524,51.428571,17.142857,62.857143,59.047619,21.733333,1.904762,1.9,104,VOLUME_UP_CONFIRM
DDOG,2026-05-18,208.820007,0.004039,0.032127,0.609527,0.805464,0.325421,162.0955,133.695583,0.0,0.0,5007089.6,6688782.4,0.74858,1.145347,True,-0.032127,0.565442,0.02405,0.0,0.0,13.333333,4.545455,11.428571,84.761905,66.666667,17.142857,96.190476,97.142857,14.085714,0.952381,0.95,105,VOLUME_UP_CONFIRM
