factor_pack_rank,ticker,factor_pack_score,latest_price_date,latest_close,ret_5d,ret_20d,ret_60d,ret_120d,volume_ratio_5_20,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F010_XSEC_COMPOSITE_RANK,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,shadow_side_hint
14,STX,83.006467,2026-05-29,879.7999877929688,0.054903,0.630014,1.140060,2.704577,0.474134,36.27425,15.032333,0.0,83.11851,83.006467,100.0,15.032333,,,V18_35D_RECOMPUTE
15,FORM,81.772774,2026-05-29,124.58999633789062,-0.177081,-0.134972,0.317576,1.521044,1.051524,94.27025,92.360333,36.768267,9.67895,81.772774,94.620667,92.360333,,,V18_35D_RECOMPUTE
16,LITE,81.220578,2026-05-29,854.9600219726562,-0.188142,-0.044855,0.280321,2.345045,0.741165,97.0355,96.047333,16.077667,27.792507,81.220578,100.0,96.047333,,,V18_35D_RECOMPUTE
17,SNDK,80.316,2026-05-29,1694.97998046875,0.095260,0.856454,1.607782,7.463474,0.760964,26.185,1.58,17.3976,100.0,80.316,100.0,1.58,,,V18_35D_RECOMPUTE
18,AEVA,80.0,2026-05-29,28.18000030517578,0.327367,0.819238,1.065982,1.676163,0.847705,0.0,0.0,23.180333,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
19,AMD,80.0,2026-05-29,516.0999755859375,0.124915,0.877068,1.578566,1.532633,0.548762,18.77125,0.0,3.2508,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
20,ARM,80.0,2026-05-29,353.2900085449219,0.661369,1.017647,1.813266,1.685187,0.623843,0.0,0.0,8.2562,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
21,DELL,80.0,2026-05-29,420.9100036621094,0.703813,1.060860,2.442464,2.435720,0.753894,0.0,0.0,16.926267,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
22,HUT,80.0,2026-05-29,124.83000183105469,0.141355,0.584740,1.257324,1.946188,0.90132,14.66125,0.0,26.754667,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
23,IRDM,80.0,2026-05-29,51.779998779296875,0.200000,0.240537,1.259162,2.226168,0.621905,0.0,0.0,8.127,58.265194,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
24,MRVL,80.0,2026-05-29,205.0,0.199953,0.386634,1.579265,1.646869,0.88916,0.01175,0.0,25.944,90.629915,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
25,MU,80.0,2026-05-29,971.0,0.220877,1.165381,1.267791,3.682452,0.975493,0.0,0.0,31.699533,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
26,SOXL,80.0,2026-05-29,224.33999633789062,0.178133,1.338336,2.342870,6.070280,0.883661,5.46675,0.0,25.5774,100.0,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
27,STM,80.0,2026-05-29,69.30999755859375,0.128644,0.373291,1.015998,2.014789,0.773391,17.839,0.0,18.226067,81.449983,80.0,100.0,0.0,,,V18_35D_RECOMPUTE
28,VECO,79.767944,2026-05-29,57.63999938964844,-0.017053,0.114247,0.879361,0.971947,0.635584,54.26325,39.017667,9.038933,45.435594,79.767944,95.0436,39.017667,,,V18_35D_RECOMPUTE
29,ALAB,78.74977,2026-05-29,342.8500061035156,0.653484,0.950228,1.643816,1.417842,0.772668,0.0,0.0,18.177867,100.0,78.74977,100.0,0.0,,,V18_35D_RECOMPUTE
30,COHU,78.534089,2026-05-29,52.75,0.028666,0.191552,0.671420,1.383642,0.538072,42.8335,23.778,2.538133,50.511461,78.534089,100.0,23.778,,,V18_35D_RECOMPUTE
31,ICHR,78.232973,2026-05-29,71.5199966430664,-0.070565,0.109525,0.420457,3.819407,0.593032,67.64125,56.855,6.202133,44.158638,78.232973,100.0,56.855,,,V18_35D_RECOMPUTE
32,ON,78.107715,2026-05-29,120.62000274658203,0.124767,0.409771,0.745334,1.582869,0.775227,18.80825,0.0,18.348467,86.277591,78.107715,100.0,0.0,,,V18_35D_RECOMPUTE
33,COHR,77.974827,2026-05-29,361.4700012207031,-0.047987,0.040171,0.456483,1.590997,0.76004,61.99675,49.329,17.336,38.421928,77.974827,100.0,49.329,,,V18_35D_RECOMPUTE
34,TTMI,77.353523,2026-05-29,173.72000122070312,0.038064,0.165828,0.615099,1.475349,0.671878,40.484,20.645333,11.458533,51.902697,77.353523,100.0,20.645333,,,V18_35D_RECOMPUTE
35,AMKR,75.767063,2026-05-29,69.55999755859375,-0.092972,0.001728,0.450980,1.170359,0.561646,73.243,64.324,4.109733,33.495087,75.767063,87.377967,64.324,,,V18_35D_RECOMPUTE
36,KLIC,75.55221,2026-05-29,101.88999938964844,-0.022919,0.221410,0.438109,1.492417,0.77131,55.72975,40.973,18.087333,61.795958,75.55221,97.6842,40.973,,,V18_35D_RECOMPUTE
37,PLUG,75.529744,2026-05-29,3.950000047683716,0.044974,0.257962,1.068063,0.965174,0.729815,38.7565,18.342,15.321,64.710756,75.529744,100.0,18.342,,,V18_35D_RECOMPUTE
38,GLW,74.390894,2026-05-29,181.16000366210938,-0.126477,0.095417,0.298545,1.279889,0.938752,81.61925,75.492333,29.250133,48.26215,74.390894,85.9478,75.492333,,,V18_35D_RECOMPUTE
39,HPE,73.874483,2026-05-29,43.040000915527344,0.394234,0.547645,1.014038,1.097466,1.166485,0.0,0.0,44.432333,100.0,73.874483,100.0,0.0,,,V18_35D_RECOMPUTE
40,MTSI,72.438229,2026-05-29,364.6400146484375,-0.049327,0.282138,0.439160,1.169701,1.098953,62.33175,49.775667,39.9302,85.0094,72.438229,86.962033,49.775667,,,V18_35D_RECOMPUTE
41,AGX,71.82967,2026-05-29,667.02001953125,-0.099729,0.015576,0.507935,0.752457,1.09643,74.93225,66.576333,39.762,36.179666,71.82967,75.3464,66.576333,,,V18_35D_RECOMPUTE
42,VRT,70.669134,2026-05-29,315.7099914550781,-0.141906,0.004135,0.295220,0.975286,0.682262,85.4765,80.635333,12.1508,33.803526,70.669134,75.683533,80.635333,,,V18_35D_RECOMPUTE
43,BITF,69.838709,2026-05-29,5.679999828338623,0.232104,0.753086,1.458874,0.832258,0.910088,0.0,0.0,27.3392,100.0,69.838709,100.0,0.0,,,V18_35D_RECOMPUTE
44,SANM,69.533667,2026-05-29,259.7300109863281,0.058222,0.480280,0.738837,0.768314,0.563962,35.4445,13.926,4.264133,78.476612,69.533667,83.5717,13.926,,,V18_35D_RECOMPUTE
45,KEYS,69.314455,2026-05-29,338.3299865722656,-0.076509,0.009518,0.389217,0.958948,0.977561,69.12725,58.836333,31.8374,34.884071,69.314455,78.272167,58.836333,,,V18_35D_RECOMPUTE
46,SMTC,69.301077,2026-05-29,152.5399932861328,0.108253,0.389380,0.685711,1.056904,0.895455,22.93675,0.0,26.363667,91.445378,69.301077,91.4205,0.0,,,V18_35D_RECOMPUTE
47,CRDO,68.863106,2026-05-29,236.02999877929688,0.122776,0.352375,0.902547,0.768147,0.795946,19.306,0.0,19.729733,80.078579,68.863106,89.023133,0.0,,,V18_35D_RECOMPUTE
48,SOXX,68.552101,2026-05-29,569.0800170898438,0.068173,0.362903,0.583285,1.101244,0.986889,32.95675,10.609,32.459267,93.024163,68.552101,89.4843,10.609,,,V18_35D_RECOMPUTE
49,MTZ,68.23463,2026-05-29,378.3699951171875,-0.129724,-0.011779,0.326404,0.797738,1.002728,82.431,76.574667,33.5152,31.364811,68.23463,70.804733,76.574667,,,V18_35D_RECOMPUTE
50,BTDR,67.821644,2026-05-29,17.489999771118164,0.328018,0.342287,1.248072,0.699708,1.082878,0.0,0.0,38.858533,95.109177,67.821644,98.259333,0.0,,,V18_35D_RECOMPUTE
51,FIX,67.426109,2026-05-29,1828.2099609375,-0.100724,0.088162,0.250289,1.044795,0.617253,75.181,66.908,7.816867,42.403043,67.426109,76.5028,66.908,,,V18_35D_RECOMPUTE
52,QCOM,66.735379,2026-05-29,251.02000427246094,0.056793,0.825334,0.756859,0.537171,0.76466,35.80175,14.402333,17.644,100.0,66.735379,76.467667,14.402333,,,V18_35D_RECOMPUTE
53,TWLO,66.428186,2026-05-29,190.63999938964844,-0.038580,0.325822,0.593847,0.469967,0.722525,59.645,46.193333,14.835,72.56909,66.428186,68.7938,46.193333,,,V18_35D_RECOMPUTE
54,DDOG,65.847491,2026-05-29,247.35000610351562,0.222568,0.906505,1.138596,0.569978,0.565131,0.0,0.0,4.342067,100.0,65.847491,90.2858,0.0,,,V18_35D_RECOMPUTE
55,ENPH,65.841287,2026-05-29,68.36000061035156,0.423870,0.890487,0.409775,1.457225,1.388479,0.0,0.0,59.231933,100.0,65.841287,95.566667,0.0,,,V18_35D_RECOMPUTE
56,CAMT,65.613556,2026-05-29,171.66000366210938,-0.172563,-0.070249,0.159082,0.818432,1.45939,93.14075,90.854333,63.959333,16.246552,65.613556,65.917133,90.854333,,,V18_35D_RECOMPUTE
57,PANW,65.393298,2026-05-29,281.69000244140625,0.318403,0.661300,0.894351,0.540131,1.071176,0.0,0.0,38.0784,100.0,65.393298,81.1494,0.0,,,V18_35D_RECOMPUTE
58,RVMD,65.088928,2026-05-29,157.47999572753906,0.081148,0.163932,0.541654,1.025206,0.640107,29.713,6.284,9.340467,50.822337,65.088928,85.562,6.284,,,V18_35D_RECOMPUTE
59,CRWD,64.627391,2026-05-29,731.0,0.348062,0.687637,0.881112,0.489800,0.89696,0.0,0.0,26.464,100.0,64.627391,79.0304,0.0,,,V18_35D_RECOMPUTE
60,HUM,64.357971,2026-05-29,305.4200134277344,0.013506,0.420889,0.734750,0.241595,0.857687,46.6235,28.831333,23.8458,93.498504,64.357971,65.878167,28.831333,,,V18_35D_RECOMPUTE
61,WYFI,63.740666,2026-05-29,29.739999771118164,0.251157,0.821188,0.764985,0.511179,0.849321,0.0,0.0,23.288067,100.0,63.740666,75.872133,0.0,,,V18_35D_RECOMPUTE
62,NVT,63.509052,2026-05-29,166.99000549316406,-0.036911,0.229676,0.428853,0.660766,0.517547,59.22775,45.637,1.1698,53.144687,63.509052,69.653967,45.637,,,V18_35D_RECOMPUTE
63,HIVE,63.451087,2026-05-29,4.519999980926514,0.521886,0.779528,0.973799,0.412500,2.315441,0.0,0.0,100.0,100.0,63.451087,79.5433,0.0,,,V18_35D_RECOMPUTE
64,PUMP,63.336506,2026-05-29,15.260000228881836,-0.125501,-0.102353,0.282353,0.594566,0.762561,81.37525,75.167,17.504067,20.324932,63.336506,62.563967,75.167,,,V18_35D_RECOMPUTE
65,APLD,63.32229,2026-05-29,47.279998779296875,0.110902,0.351629,0.650262,0.744649,1.239476,22.2745,0.0,49.2984,100.0,63.32229,79.830367,0.0,,,V18_35D_RECOMPUTE
66,SEI,63.317956,2026-05-29,69.54000091552734,-0.115042,-0.039635,0.364600,0.452078,0.882425,78.7605,71.680667,25.495,27.504181,63.317956,60.555933,71.680667,,,V18_35D_RECOMPUTE
67,NTAP,63.237949,2026-05-29,174.2899932861328,0.480421,0.632082,0.700722,0.624324,0.997229,0.0,0.0,33.1486,100.0,63.237949,77.501533,0.0,,,V18_35D_RECOMPUTE
68,EWY,63.024532,2026-05-29,205.8300018310547,0.080359,0.366824,0.382430,1.248280,1.029958,29.91025,6.547,35.330533,96.302219,63.024532,87.690333,6.547,,,V18_35D_RECOMPUTE
69,MKSI,62.925559,2026-05-29,324.260009765625,0.014232,0.158361,0.250665,1.251806,0.655984,46.442,28.589333,10.398933,50.647047,62.925559,83.4157,28.589333,,,V18_35D_RECOMPUTE
70,ACMR,62.688673,2026-05-29,86.55999755859375,0.338488,0.742000,0.299895,1.882451,1.335657,0.0,0.0,55.710467,100.0,62.688673,100.0,0.0,,,V18_35D_RECOMPUTE
71,MPWR,62.470316,2026-05-29,1566.2099609375,-0.057125,0.050541,0.300731,0.795392,0.674118,64.28125,52.375,11.607867,39.011766,62.470316,69.870767,52.375,,,V18_35D_RECOMPUTE
72,PWR,62.015388,2026-05-29,711.72998046875,-0.089137,0.176472,0.287826,0.654609,0.723232,72.28425,63.045667,14.882133,54.605033,62.015388,64.747833,63.045667,,,V18_35D_RECOMPUTE
73,LSCC,61.986926,2026-05-29,147.0800018310547,0.178054,0.246335,0.455229,1.100543,1.094802,5.4865,0.0,39.653467,78.281342,61.986926,85.1924,0.0,,,V18_35D_RECOMPUTE
74,TXN,61.880091,2026-05-29,305.67999267578125,0.026599,0.308002,0.391162,0.917691,0.559552,43.35025,24.467,3.970133,62.057189,61.880091,76.961767,24.467,,,V18_35D_RECOMPUTE
75,PCT,61.618265,2026-05-29,12.390000343322754,-0.015886,0.704264,0.525862,0.407955,0.789528,53.9715,38.628667,19.301867,100.0,61.618265,64.460567,38.628667,,,V18_35D_RECOMPUTE
76,SMH,61.598665,2026-05-29,598.9299926757812,0.039250,0.290909,0.443100,0.836476,0.984586,40.1875,20.25,32.305733,81.070821,61.598665,75.985867,20.25,,,V18_35D_RECOMPUTE
77,JBL,61.19378,2026-05-29,364.55999755859375,-0.001862,0.103791,0.344793,0.853381,0.669813,50.4655,33.954,11.320867,44.920094,61.19378,73.272467,33.954,,,V18_35D_RECOMPUTE
78,CORZ,61.111131,2026-05-29,26.850000381469727,0.169935,0.351283,0.552023,0.822811,0.619475,7.51625,0.0,7.965,69.601839,61.111131,79.161133,0.0,,,V18_35D_RECOMPUTE
79,CIFR,60.963635,2026-05-29,23.649999618530273,0.166174,0.226024,0.614334,0.671378,0.805732,8.4565,0.0,20.382133,63.685795,60.963635,76.1904,0.0,,,V18_35D_RECOMPUTE
80,CLSK,60.92741,2026-05-29,18.290000915527344,0.308298,0.495503,0.750239,0.359851,1.339642,0.0,0.0,55.976133,100.0,60.92741,70.336333,0.0,,,V18_35D_RECOMPUTE
81,TER,60.650901,2026-05-29,374.30999755859375,0.020920,-0.002399,0.152255,1.355484,0.719209,44.77,26.36,14.613933,33.04577,60.650901,83.5913,26.36,,,V18_35D_RECOMPUTE
82,ALM,60.330963,2026-05-29,19.65999984741211,0.071682,-0.109601,0.177245,2.081505,0.927033,32.0795,9.439333,28.468867,16.399376,60.330963,100.0,9.439333,,,V18_35D_RECOMPUTE
83,LRCX,60.243865,2026-05-29,318.17999267578125,0.074751,0.209074,0.299118,1.230494,0.734888,31.31225,8.416333,15.6592,58.940996,60.243865,84.3204,8.416333,,,V18_35D_RECOMPUTE
84,RIOT,60.13565,2026-05-29,27.110000610351562,0.154108,0.456744,0.586308,0.680719,0.624428,11.473,0.0,8.2952,80.86729,60.13565,75.567567,0.0,,,V18_35D_RECOMPUTE
85,MOD,60.017641,2026-05-29,278.9100036621094,-0.020681,0.108986,0.232152,0.949874,0.930612,55.17025,40.227,28.707467,50.23728,60.017641,72.7342,40.227,,,V18_35D_RECOMPUTE
86,MCHP,59.711619,2026-05-29,94.6500015258789,-0.044229,0.177385,0.217677,0.859528,0.663327,61.05725,48.076333,10.888467,52.944043,59.711619,69.240167,48.076333,,,V18_35D_RECOMPUTE
87,OKTA,59.705413,2026-05-29,123.2699966430664,0.489308,0.622401,0.638139,0.534545,0.970325,0.0,0.0,31.355,100.0,59.705413,72.4228,0.0,,,V18_35D_RECOMPUTE
88,GEV,59.70133,2026-05-29,968.3200073242188,-0.097625,-0.022077,0.166173,0.742084,0.587409,74.40625,65.875,5.827267,31.171962,59.70133,63.608567,65.875,,,V18_35D_RECOMPUTE
89,TWST,58.95915,2026-05-29,66.87000274658203,0.359976,0.097309,0.372819,1.089035,0.704204,0.0,0.0,13.6136,44.754231,58.95915,82.0618,0.0,,,V18_35D_RECOMPUTE
90,SATS,58.311101,2026-05-29,129.19000244140625,-0.058588,0.099489,0.192120,0.762723,1.005317,64.647,52.862667,33.6878,50.002997,58.311101,65.161433,52.862667,,,V18_35D_RECOMPUTE
91,IREN,57.542996,2026-05-29,63.540000915527344,0.152131,0.304187,0.589295,0.503550,0.902905,11.96725,0.0,26.860333,79.108661,57.542996,69.7615,0.0,,,V18_35D_RECOMPUTE
92,AMAT,57.423006,2026-05-29,450.05999755859375,0.014517,0.149226,0.198945,1.009107,1.256388,46.37075,28.494333,50.425867,64.580959,57.423006,73.601733,28.494333,,,V18_35D_RECOMPUTE
93,NXPI,56.415833,2026-05-29,321.3500061035156,0.050198,0.451839,0.383519,0.679383,0.56581,37.4505,16.600667,4.387333,75.942504,56.415833,68.7634,16.600667,,,V18_35D_RECOMPUTE
94,CSCO,56.359842,2026-05-29,120.41999816894531,0.219814,0.372934,0.520455,0.582392,1.523389,0.0,0.0,68.225933,100.0,56.359842,70.0949,0.0,,,V18_35D_RECOMPUTE
95,GNRC,55.648383,2026-05-29,277.9100036621094,0.023987,0.279159,0.212575,0.902972,0.599288,44.00325,25.337667,6.6192,61.216106,55.648383,70.518233,25.337667,,,V18_35D_RECOMPUTE
96,FIGR,55.635525,2026-05-29,35.349998474121094,-0.083722,0.074142,0.398339,0.007697,0.741633,70.9305,61.240667,16.108867,42.497692,55.635525,46.867867,61.240667,,,V18_35D_RECOMPUTE
97,OLPX,55.502888,2026-05-29,2.0399999618530273,0.004926,0.000000,0.221557,0.789474,1.063336,48.7685,31.691333,37.555733,33.333333,55.502888,67.034367,31.691333,,,V18_35D_RECOMPUTE
98,ENTG,55.340868,2026-05-29,138.7899932861328,-0.069460,-0.068023,0.031973,0.884197,0.673697,67.365,56.486667,11.5798,25.695518,55.340868,63.872333,56.486667,,,V18_35D_RECOMPUTE
99,LBRT,55.306146,2026-05-29,29.260000228881836,-0.122639,-0.094678,0.031371,0.650310,0.745901,80.65975,74.213,16.3934,21.563264,55.306146,56.056033,74.213,,,V18_35D_RECOMPUTE
100,CRWV,55.063901,2026-05-29,109.52999877929688,-0.045074,-0.067274,0.227227,0.528681,0.762751,61.2685,48.358,17.516733,24.781115,55.063901,58.530267,48.358,,,V18_35D_RECOMPUTE
101,CRCL,54.874071,2026-05-29,113.0,0.014454,0.183990,0.354266,0.488017,0.55259,46.3865,28.515333,3.506,50.278506,54.874071,61.409433,28.515333,,,V18_35D_RECOMPUTE
102,KLAC,54.671247,2026-05-29,1921.7099609375,0.041470,0.064471,0.284565,0.751595,0.686619,39.6325,19.51,12.441267,40.711169,54.671247,67.872,19.51,,,V18_35D_RECOMPUTE
103,GSG,54.562256,2026-05-29,31.799999237060547,-0.063604,-0.028117,0.240734,0.383812,0.65687,65.901,54.534667,10.458,30.255131,54.562256,54.151533,54.534667,,,V18_35D_RECOMPUTE
104,WULF,54.210349,2026-05-29,25.559999465942383,0.145161,0.277361,0.429530,0.647969,0.815698,13.70975,0.0,21.046533,71.040469,54.210349,69.249967,0.0,,,V18_35D_RECOMPUTE
105,LYB,53.939593,2026-05-29,66.6500015258789,-0.090351,-0.057551,0.174449,0.376497,0.835429,72.58775,63.450333,22.361933,25.320038,53.939593,51.6982,63.450333,,,V18_35D_RECOMPUTE
106,VIST,53.119272,2026-05-29,74.19999694824219,0.026421,0.046692,0.317238,0.509357,1.07558,43.39475,24.526333,38.372,41.703497,53.119272,60.8865,24.526333,,,V18_35D_RECOMPUTE
107,FN,52.797513,2026-05-29,654.1599731445312,0.007128,-0.065499,0.197810,0.675357,0.829075,48.218,30.957333,21.938333,24.282736,52.797513,62.4389,30.957333,,,V18_35D_RECOMPUTE
108,YPF,52.135199,2026-05-29,53.0099983215332,0.214155,0.234513,0.461136,0.439707,1.519546,0.0,0.0,67.969733,92.725549,52.135199,63.361433,0.0,,,V18_35D_RECOMPUTE
109,UNH,52.081031,2026-05-29,380.30999755859375,-0.034379,0.071537,0.326694,0.153258,0.736513,58.59475,44.793,15.767533,42.114655,52.081031,49.331733,44.793,,,V18_35D_RECOMPUTE
110,CLS,52.06485,2026-05-29,385.3900146484375,0.011549,-0.039215,0.316717,0.376098,0.591161,47.11275,29.483667,6.0774,29.469604,52.06485,56.427167,29.483667,,,V18_35D_RECOMPUTE
111,ROKU,51.681663,2026-05-29,130.17999267578125,0.049669,0.129838,0.392746,0.344974,0.54645,37.58275,16.777,3.096667,45.158329,51.681663,57.924,16.777,,,V18_35D_RECOMPUTE
112,SMCI,50.648323,2026-05-29,46.09000015258789,0.375000,0.599792,0.421653,0.431811,0.64396,0.0,0.0,9.597333,97.707009,50.648323,61.782133,0.0,,,V18_35D_RECOMPUTE
113,MOH,50.122659,2026-05-29,173.60000610351562,-0.070664,-0.006296,0.192717,0.170363,0.817598,67.666,56.888,21.1732,32.4754,50.122659,45.436,56.888,,,V18_35D_RECOMPUTE
114,AVGO,49.936684,2026-05-29,446.7699890136719,0.042807,0.117959,0.343063,0.313257,0.768197,39.29825,19.064333,17.8798,48.435958,49.936684,55.210667,19.064333,,,V18_35D_RECOMPUTE
115,AFRM,49.742023,2026-05-29,73.6500015258789,0.089981,0.169419,0.535015,0.070494,0.887008,27.50475,3.339667,25.800533,58.379335,49.742023,53.516967,3.339667,,,V18_35D_RECOMPUTE
116,ORCL,49.713549,2026-05-29,225.77999877929688,0.164775,0.271427,0.524716,0.135943,0.600353,8.80625,0.0,6.6902,60.492002,49.713549,55.3553,0.0,,,V18_35D_RECOMPUTE
117,AA,49.480698,2026-05-29,77.63999938964844,0.176007,0.187701,0.196302,0.867693,1.025179,5.99825,0.0,35.011933,65.404521,49.480698,68.799833,0.0,,,V18_35D_RECOMPUTE
118,KNX,49.361279,2026-05-29,75.62999725341797,0.111715,0.149916,0.287977,0.651310,0.99151,22.07125,0.0,32.767333,58.107202,49.361279,64.6429,0.0,,,V18_35D_RECOMPUTE
119,GOOG,49.308304,2026-05-29,376.42999267578125,-0.052220,0.114523,0.202536,0.175315,0.945046,63.055,50.74,29.669733,51.371584,49.308304,45.928367,50.74,,,V18_35D_RECOMPUTE
120,AMZN,49.155824,2026-05-29,270.6400146484375,0.006134,0.090060,0.288087,0.226336,0.66098,48.4665,31.288667,10.732,43.254643,49.155824,50.480767,31.288667,,,V18_35D_RECOMPUTE
121,GOOGL,48.852038,2026-05-29,380.3399963378906,-0.021357,0.127200,0.207505,0.269238,0.692513,55.33925,40.452333,12.8342,48.014609,48.852038,49.224767,40.452333,,,V18_35D_RECOMPUTE
122,SOLS,48.558288,2026-05-29,84.2300033569336,0.026319,0.035148,0.072857,0.765088,0.80969,43.42025,24.560333,20.646,38.076497,48.558288,61.264833,24.560333,,,V18_35D_RECOMPUTE
123,IYW,48.381281,2026-05-29,252.9199981689453,0.053658,0.201920,0.310942,0.331649,0.732887,36.5855,15.447333,15.5258,57.997424,48.381281,54.753033,15.447333,,,V18_35D_RECOMPUTE
124,PTON,48.290841,2026-05-29,6.400000095367432,0.209830,0.235521,0.568628,-0.057437,0.676809,0.0,0.0,11.787267,59.900455,48.290841,50.373033,0.0,,,V18_35D_RECOMPUTE
125,XLK,47.936592,2026-05-29,191.02000427246094,0.083740,0.192236,0.354656,0.334777,1.20102,29.065,5.42,46.734667,71.813213,47.936592,56.314433,5.42,,,V18_35D_RECOMPUTE
126,ASML,47.695058,2026-05-29,1612.760009765625,0.029984,0.092286,0.097422,0.668539,0.836615,42.504,23.338667,22.441,46.201309,47.695058,58.865367,23.338667,,,V18_35D_RECOMPUTE
127,SNOW,47.546448,2026-05-29,255.5500030517578,0.686799,0.698684,0.481449,0.091954,0.736797,0.0,0.0,15.786467,100.0,47.546448,52.446767,0.0,,,V18_35D_RECOMPUTE
128,EQIX,47.182958,2026-05-29,1068.0400390625,-0.010781,-0.042366,0.111939,0.423275,0.832295,52.69525,36.927,22.153,27.456498,47.182958,51.1738,36.927,,,V18_35D_RECOMPUTE
129,XENE,46.697338,2026-05-29,54.72999954223633,0.006251,-0.009232,0.218388,0.223837,0.974947,48.43725,31.249667,31.663133,31.833215,46.697338,48.074167,31.249667,,,V18_35D_RECOMPUTE
130,NET,46.647413,2026-05-29,241.82000732421875,0.249587,0.180704,0.365135,0.297457,0.721245,0.0,0.0,14.749667,55.055309,46.647413,55.419733,0.0,,,V18_35D_RECOMPUTE
131,XYZ,46.552925,2026-05-29,75.72000122070312,0.076180,0.057099,0.388593,0.133533,1.116924,30.955,7.94,41.128267,43.962541,46.552925,50.737533,7.94,,,V18_35D_RECOMPUTE
132,RNG,46.349132,2026-05-29,43.310001373291016,0.055055,0.058924,0.166128,0.533640,0.683648,36.23625,14.981667,12.2432,40.047212,46.349132,56.658933,14.981667,,,V18_35D_RECOMPUTE
133,TSM,46.264541,2026-05-29,418.45001220703125,0.034385,0.142557,0.129298,0.521305,0.900612,41.40375,21.871667,26.707467,54.731424,46.264541,55.0201,21.871667,,,V18_35D_RECOMPUTE
134,APP,45.89372,2026-05-29,613.0900268554688,0.263686,0.349913,0.454095,0.045569,0.817318,0.0,0.0,21.154533,80.998366,45.89372,49.9888,0.0,,,V18_35D_RECOMPUTE
135,SNPS,45.833632,2026-05-29,475.6199951171875,-0.053342,-0.050318,0.116479,0.137820,0.909062,63.3355,51.114,27.2708,25.709636,45.833632,41.809967,51.114,,,V18_35D_RECOMPUTE
136,JD,45.640655,2026-05-29,28.829999923706055,-0.122642,-0.038359,0.046841,-0.020054,1.033787,80.6605,74.214,35.5858,26.724161,45.640655,34.226233,74.214,,,V18_35D_RECOMPUTE
137,NVDA,45.302133,2026-05-29,211.13999938964844,-0.037824,0.044937,0.112317,0.180344,0.890655,59.456,45.941333,26.043667,40.003894,45.302133,43.0887,45.941333,,,V18_35D_RECOMPUTE
138,HTZ,45.103197,2026-05-29,5.400000095367432,-0.023508,-0.054291,0.200000,0.030534,0.696347,55.877,41.169333,13.0898,27.032438,45.103197,41.0178,41.169333,,,V18_35D_RECOMPUTE
139,QQQ,44.995818,2026-05-29,738.3099975585938,0.035077,0.141499,0.212710,0.251224,0.873712,41.23075,21.641,24.914133,53.938229,44.995818,48.7978,21.641,,,V18_35D_RECOMPUTE
140,ETN,44.759766,2026-05-29,400.6000061035156,-0.043914,-0.017101,0.072902,0.207681,0.70997,60.9785,47.971333,13.998,31.309801,44.759766,42.6861,47.971333,,,V18_35D_RECOMPUTE
141,U,44.421442,2026-05-29,30.469999313354492,0.121870,0.171472,0.556180,-0.283396,0.57003,19.5325,0.0,4.668667,49.624031,44.421442,42.426133,0.0,,,V18_35D_RECOMPUTE
142,NVAX,43.929029,2026-05-29,10.970000267028809,0.210817,0.334550,-0.019660,0.556028,0.717443,0.0,33.333333,14.4962,73.336759,43.929029,51.212267,33.333333,,,V18_35D_RECOMPUTE
143,PTGX,43.848509,2026-05-29,99.55999755859375,-0.025641,-0.004400,0.126372,0.106222,0.567814,56.41025,41.880333,4.520933,32.916936,43.848509,41.086467,41.880333,,,V18_35D_RECOMPUTE
144,CDNS,43.763181,2026-05-29,374.92999267578125,0.062606,0.192791,0.242148,0.223862,0.773112,34.3485,12.464667,18.207467,58.174839,43.763181,48.867,12.464667,,,V18_35D_RECOMPUTE
145,ET,43.662579,2026-05-29,19.170000076293945,-0.058448,0.001044,0.031200,0.166768,0.743499,64.612,52.816,16.233267,33.462702,43.662579,39.932267,52.816,,,V18_35D_RECOMPUTE
146,CRS,43.610171,2026-05-29,468.9800109863281,0.091718,0.099189,0.185460,0.470295,0.82091,27.0705,2.760667,21.394,46.904207,43.610171,55.191833,2.760667,,,V18_35D_RECOMPUTE
147,BIDU,43.03645,2026-05-29,135.30999755859375,-0.055691,0.113388,0.020053,0.163057,1.04913,63.92275,51.897,36.608667,53.159792,43.03645,39.437,51.897,,,V18_35D_RECOMPUTE
148,AMC,42.924533,2026-05-29,1.7300000190734863,0.351563,0.054878,0.517544,-0.293878,0.887294,0.0,0.0,25.8196,41.44882,42.924533,40.788867,0.0,,,V18_35D_RECOMPUTE
