factor_pack_rank,ticker,factor_pack_score,latest_price_date,latest_close,ret_5d,ret_20d,ret_60d,ret_120d,volume_ratio_5_20,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F010_XSEC_COMPOSITE_RANK,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,shadow_side_hint
35,FLEX,81.9,2026-05-18,129.729996,-0.105742,0.539274,0.975183,1.346355,1.038874,78.095238,71.428571,65.714286,20.0,81.904762,88.571429,88.571429,100.0,94.285714,NEUTRAL_SHADOW
36,MKSI,80.95,2026-05-18,295.700012,-0.075099,0.056336,0.141611,1.058599,0.882258,61.904762,53.246753,32.380952,40.0,80.952381,69.52381,71.428571,26.666667,25.714286,NEUTRAL_SHADOW
37,OC,80.77,2026-05-20,113.43,-0.043269,-0.076904,-0.104241,0.037976,1.049141,75.0,,73.076923,25.0,80.769231,44.230769,74.509804,50.0,21.153846,NEUTRAL_SHADOW
38,CRDO,80.0,2026-05-18,156.270004,-0.256636,-0.104624,0.259632,0.170649,1.045142,100.0,98.051948,68.571429,1.904762,80.0,31.428571,69.52381,80.952381,43.809524,NEUTRAL_SHADOW
39,BE,79.05,2026-05-18,258.709991,-0.088793,0.185275,0.753372,1.874875,0.872933,70.47619,75.324675,27.619048,33.333333,79.047619,90.47619,87.619048,98.095238,83.809524,PULLBACK_IN_UPTREND
40,BAC,78.85,2026-05-20,51.23,0.027889,-0.03558,0.016267,-0.023819,1.269991,26.923077,,92.307692,76.923077,78.846154,53.846154,36.27451,3.846154,53.846154,VOLUME_UP_CONFIRM
41,TTMI,78.773015,2026-05-21,175.26499938964844,0.019753,0.31798,0.610004,1.566481,0.74904,45.06175,26.749,16.602667,73.029957,78.773015,100.0,26.749,,,STAGED_R25B_RECOMPUTE
42,MPWR,78.1,2026-05-18,1486.329956,-0.105213,-0.003039,0.236859,0.710117,0.960726,77.142857,68.831169,50.47619,20.952381,78.095238,49.52381,75.238095,42.857143,38.095238,NEUTRAL_SHADOW
43,PLUG,77.99902,2026-05-21,3.765000104904175,-0.006596,0.183962,0.971204,0.901515,0.811734,51.649,35.532,20.782267,58.221368,77.99902,95.7573,35.532,,,STAGED_R25B_RECOMPUTE
44,VRT,77.14,2026-05-18,339.730011,-0.07662,0.080532,0.394096,1.12687,0.928758,62.857143,61.038961,40.952381,38.095238,77.142857,77.142857,78.095238,55.238095,63.809524,NEUTRAL_SHADOW
45,MOH,76.92,2026-05-20,182.240005,-0.050685,0.191111,0.228778,0.241671,0.696079,76.923077,75.0,3.846154,30.769231,76.923077,80.769231,86.27451,73.076923,86.538462,PULLBACK_IN_UPTREND
46,SOXX,76.19,2026-05-18,495.869995,-0.069243,0.18757,0.380451,0.83474,1.168268,57.142857,46.753247,82.857143,31.428571,76.190476,70.47619,67.619048,29.52381,61.904762,NEUTRAL_SHADOW
47,CRWV,75.24,2026-05-18,103.769997,-0.095292,-0.116325,0.162689,0.44829,0.979063,72.380952,90.909091,54.285714,24.761905,75.238095,40.0,59.047619,79.047619,29.52381,NEUTRAL_SHADOW
48,APG,75.0,2026-05-20,42.040001,-0.028202,-0.133375,-0.06557,0.078779,0.777154,67.307692,,11.538462,36.538462,75.0,59.615385,76.470588,28.846154,28.846154,NEUTRAL_SHADOW
49,KLIC,74.29,2026-05-18,99.360001,-0.047181,0.191081,0.406787,1.449104,1.044722,47.619048,37.662338,67.619048,51.428571,74.285714,80.952381,70.47619,31.428571,66.666667,NEUTRAL_SHADOW
50,ACLS,73.33,2026-05-18,146.240005,-0.114126,0.116165,0.824351,0.902185,0.719037,80.952381,76.623377,5.714286,30.47619,73.333333,80.0,84.761905,81.904762,85.714286,PULLBACK_IN_UPTREND
51,CHRW,73.08,2026-05-20,180.639999,0.106456,-0.009378,0.018551,0.148014,1.334857,3.846154,50.0,94.230769,98.076923,73.076923,69.230769,36.27451,53.846154,55.769231,VOLUME_UP_CONFIRM
52,AMAT,72.38,2026-05-18,413.570007,-0.067738,0.056049,0.101737,0.848515,1.415628,56.190476,45.454545,94.285714,23.809524,72.380952,50.47619,60.952381,40.0,22.857143,NEUTRAL_SHADOW
53,TER,71.43,2026-05-18,321.049988,-0.124345,-0.144346,-0.011698,1.022698,0.932634,82.857143,,41.904762,17.142857,71.428571,57.142857,80.0,88.571429,10.47619,NEUTRAL_SHADOW
54,NI,71.15,2026-05-20,47.02,-0.000638,0.003629,0.012926,0.08994,0.757383,55.769231,,7.692308,46.153846,71.153846,63.461538,72.54902,1.923077,51.923077,NEUTRAL_SHADOW
55,APLD,70.906341,2026-05-21,48.02000045776367,0.028045,0.321045,0.651307,0.925421,1.045437,42.98875,23.985,36.362467,89.272054,70.906341,85.890933,23.985,,,STAGED_R25B_RECOMPUTE
56,ENTG,70.48,2026-05-18,127.209999,-0.1471,-0.145192,-0.053476,0.729619,0.867184,92.380952,,25.714286,14.285714,70.47619,41.904762,76.190476,51.428571,8.571429,NEUTRAL_SHADOW
57,LRCX,69.52,2026-05-18,277.959991,-0.061105,0.05624,0.136261,0.954092,0.880001,53.333333,42.857143,30.47619,50.47619,69.52381,65.714286,62.857143,44.761905,23.809524,NEUTRAL_SHADOW
58,SMTC,69.355517,2026-05-21,148.1699981689453,0.04966,0.406588,0.607747,1.017291,0.941945,37.585,16.78,29.463,97.163922,69.355517,87.501267,16.78,,,STAGED_R25B_RECOMPUTE
59,CDNS,69.23,2026-05-20,350.890015,-0.010323,0.058141,0.207343,0.155536,0.723505,59.615385,58.333333,5.769231,42.307692,69.230769,75.0,78.431373,40.384615,75.0,NEUTRAL_SHADOW
60,COHR,68.57,2026-05-18,362.829987,-0.044405,0.044085,0.461963,1.600745,0.905148,45.714286,50.649351,39.047619,54.285714,68.571429,84.761905,72.380952,74.285714,67.619048,NEUTRAL_SHADOW
61,VECO,67.62,2026-05-18,55.650002,-0.090835,0.190884,0.898022,1.031022,0.749929,71.428571,66.233766,13.333333,39.047619,67.619048,83.809524,81.904762,87.619048,87.619048,NEUTRAL_SHADOW
62,BALL,67.31,2026-05-20,56.810001,0.006377,-0.093506,-0.145971,0.150466,0.837456,48.076923,,21.153846,51.923077,67.307692,57.692308,36.27451,25.0,17.307692,NEUTRAL_SHADOW
63,TWLO,66.909528,2026-05-21,183.88999938964844,-0.07145,0.29875,0.554175,0.447839,0.883381,67.8625,57.15,25.558733,77.318346,66.909528,66.7338,57.15,,,STAGED_R25B_RECOMPUTE
64,JBL,66.67,2026-05-18,338.730011,-0.072373,0.025816,0.249794,0.722995,0.903019,59.047619,58.441558,36.190476,40.952381,66.666667,53.333333,64.761905,37.142857,40.952381,NEUTRAL_SHADOW
65,RVMD,66.095148,2026-05-21,153.50999450683594,0.027029,0.141508,0.486924,0.978732,0.747436,43.24275,24.323667,16.495733,50.961362,66.095148,82.188533,24.323667,,,STAGED_R25B_RECOMPUTE
66,ACMR,65.71,2026-05-18,63.25,-0.021958,0.272892,-0.050158,1.106227,1.559836,40.0,,97.142857,59.047619,65.714286,61.904762,48.571429,56.190476,70.47619,NEUTRAL_SHADOW
67,NU,65.38,2026-05-20,12.79,-0.00234,-0.138721,-0.226255,-0.229982,1.695683,57.692308,,100.0,44.230769,65.384615,9.615385,36.27451,34.615385,7.692308,NEUTRAL_SHADOW
68,SMH,64.76,2026-05-18,546.159973,-0.052316,0.17717,0.315953,0.67988,1.207925,49.52381,38.961039,85.714286,41.904762,64.761905,56.190476,57.142857,16.190476,58.095238,NEUTRAL_SHADOW
69,PUMP,64.174711,2026-05-21,16.94499969482422,-0.002061,0.006833,0.454506,0.798832,0.866194,50.51525,34.020333,24.412933,34.319784,64.174711,75.111267,34.020333,,,STAGED_R25B_RECOMPUTE
70,GEV,63.81,2026-05-18,1012.25,-0.056687,0.022289,0.219816,0.82356,0.80495,50.47619,62.337662,20.0,52.380952,63.809524,60.0,60.0,52.380952,37.142857,NEUTRAL_SHADOW
71,BITF,63.46,2026-05-20,4.235,0.020482,0.393092,0.920635,0.528881,0.984848,34.615385,66.666667,51.923077,65.384615,63.461538,92.307692,36.27451,98.076923,100.0,MOMENTUM_STRONG_NOT_PULLBACK
72,MCHP,62.86,2026-05-18,92.760002,-0.063314,0.153875,0.200388,0.849661,0.870349,54.285714,57.142857,26.666667,46.666667,62.857143,60.952381,61.904762,43.809524,53.333333,NEUTRAL_SHADOW
73,AMD,61.9,2026-05-18,420.98999,-0.082391,0.531151,1.103372,1.065904,0.657843,65.714286,59.74026,0.952381,49.52381,61.904762,85.714286,82.857143,86.666667,95.238095,NEUTRAL_SHADOW
74,BN,61.54,2026-05-20,45.34,0.005544,-0.018402,0.007779,-0.015204,0.964614,51.923077,,44.230769,53.846154,61.538462,55.769231,36.27451,32.692308,50.0,NEUTRAL_SHADOW
75,RIOT,61.258856,2026-05-21,24.6299991607666,0.000406,0.352554,0.442037,0.64639,0.684356,49.8985,33.198,12.2904,73.545408,61.258856,69.614233,33.198,,,STAGED_R25B_RECOMPUTE
76,CLS,60.95,2026-05-18,342.670013,-0.10058,-0.145717,0.170761,0.223559,0.764462,74.285714,87.012987,15.238095,34.285714,60.952381,29.52381,56.190476,72.380952,30.47619,NEUTRAL_SHADOW
77,SEI,60.361452,2026-05-21,72.73500061035156,-0.070717,0.046848,0.317186,0.559833,1.019215,67.67925,56.905667,34.614333,41.291364,60.361452,62.5673,56.905667,,,STAGED_R25B_RECOMPUTE
78,PWR,60.0,2026-05-18,723.030029,-0.074676,0.19515,0.30853,0.681647,0.969216,60.952381,55.844156,51.428571,37.142857,60.0,55.238095,66.666667,61.904762,62.857143,NEUTRAL_SHADOW
79,MPLX,59.62,2026-05-20,55.439999,0.011494,-0.004668,-0.058584,0.037037,0.903068,44.230769,,30.769231,57.692308,59.615385,51.923077,36.27451,5.769231,44.230769,NEUTRAL_SHADOW
80,SATS,59.057221,2026-05-21,135.77000427246094,0.004885,0.117265,0.26876,0.915491,1.070521,48.77875,31.705,38.034733,54.255774,59.057221,72.808367,31.705,,,STAGED_R25B_RECOMPUTE
81,ASML,59.05,2026-05-18,1472.390015,-0.059662,-0.000606,0.004094,0.528655,0.97811,52.380952,44.155844,53.333333,44.761905,59.047619,38.095238,50.47619,33.333333,12.380952,NEUTRAL_SHADOW
82,IREN,58.1,2026-05-18,50.459999,-0.085041,0.035714,0.262131,0.194037,1.042643,67.619048,77.922078,66.666667,27.619048,58.095238,32.380952,55.238095,94.285714,45.714286,NEUTRAL_SHADOW
83,LYFT,57.69,2026-05-20,13.35,-0.024123,-0.075485,-0.013304,-0.319918,1.210515,65.384615,,90.384615,32.692308,57.692308,19.230769,36.27451,13.461538,42.307692,NEUTRAL_SHADOW
84,WULF,57.539861,2026-05-21,22.920000076293945,-0.051717,0.125184,0.279018,0.544474,0.822853,62.92925,50.572333,21.523533,50.501338,57.539861,60.783067,50.572333,,,STAGED_R25B_RECOMPUTE
85,QCOM,57.14,2026-05-18,203.639999,-0.142677,0.480803,0.434403,0.261449,0.900295,90.47619,83.116883,35.238095,13.333333,57.142857,42.857143,74.285714,84.761905,91.428571,NEUTRAL_SHADOW
86,PCT,56.502421,2026-05-21,11.670000076293945,-0.058111,0.614108,0.315671,0.364912,0.990772,64.52775,52.703667,32.718133,100.0,56.502421,56.019433,52.703667,,,STAGED_R25B_RECOMPUTE
87,OLPX,56.484429,2026-05-21,2.0299999713897705,0.0,0.0,0.230303,0.8125,1.12211,50.0,33.333333,41.474,33.333333,56.484429,68.093433,33.333333,,,STAGED_R25B_RECOMPUTE
88,MRVL,56.19,2026-05-18,168.929993,-0.01118,0.142654,1.126504,1.183811,1.057007,32.380952,32.467532,72.380952,67.619048,56.190476,87.619048,49.52381,53.333333,96.190476,MOMENTUM_STRONG_NOT_PULLBACK
89,CHPT,55.77,2026-05-20,6.23,-0.031104,-0.122535,-0.014241,-0.199229,1.150862,69.230769,,84.615385,28.846154,55.769231,28.846154,36.27451,46.153846,40.384615,NEUTRAL_SHADOW
90,DELL,55.24,2026-05-18,238.029999,-0.036472,0.169049,0.952781,0.957481,0.941759,42.857143,40.25974,45.714286,58.095238,55.238095,81.904762,63.809524,67.619048,90.47619,NEUTRAL_SHADOW
91,HUBB,54.29,2026-05-18,470.869995,-0.039355,-0.137964,-0.103622,0.122983,0.980762,44.761905,,55.238095,55.238095,54.285714,15.238095,38.095238,8.571429,6.666667,NEUTRAL_SHADOW
92,ARGT,53.85,2026-05-20,90.07,0.020392,-0.035343,-0.04597,0.021897,0.786816,36.538462,,15.384615,63.461538,53.846154,50.0,36.27451,11.538462,30.769231,NEUTRAL_SHADOW
93,ROKU,53.550975,2026-05-21,126.15499877929688,0.002424,0.097382,0.367089,0.319199,0.643946,49.394,32.525333,9.5964,43.784792,53.550975,56.2096,32.525333,,,STAGED_R25B_RECOMPUTE
94,UNH,53.331304,2026-05-21,385.1099853515625,-0.03503,0.086163,0.355067,0.168026,0.934412,58.7575,45.01,28.9608,46.751957,53.331304,50.769767,45.01,,,STAGED_R25B_RECOMPUTE
95,KLAC,53.33,2026-05-18,1756.449951,-0.048093,-0.02707,0.174098,0.603045,0.877798,48.571429,48.051948,28.571429,53.333333,53.333333,44.761905,52.380952,35.238095,32.380952,NEUTRAL_SHADOW
96,VIST,52.606428,2026-05-21,75.54000091552734,0.051357,0.074538,0.329695,0.556563,1.047299,37.16075,16.214333,36.4866,46.343929,52.606428,62.875267,16.214333,,,STAGED_R25B_RECOMPUTE
97,ETR,52.38,2026-05-18,109.580002,-0.030008,-0.030635,0.059201,0.183592,0.903332,40.952381,,38.095238,60.952381,52.380952,24.761905,42.857143,7.619048,15.238095,NEUTRAL_SHADOW
98,LPLA,51.92,2026-05-20,283.829987,-0.057607,-0.134084,-0.080564,-0.185333,1.035077,82.692308,,65.384615,17.307692,51.923077,21.153846,36.27451,30.769231,25.0,NEUTRAL_SHADOW
99,NVT,50.95,2026-05-18,160.690002,-0.073245,0.185027,0.376972,0.603483,0.741408,60.0,51.948052,9.52381,48.571429,50.952381,54.285714,65.714286,41.904762,60.0,NEUTRAL_SHADOW
100,SANM,50.95,2026-05-18,225.139999,-0.082709,0.283141,0.507264,0.532816,0.716543,66.666667,63.636364,4.761905,43.809524,50.952381,59.047619,68.571429,68.571429,74.285714,NEUTRAL_SHADOW
101,XYZ,50.815936,2026-05-21,68.6500015258789,-0.040263,-0.018304,0.321717,0.055667,1.044848,60.06575,46.754333,36.3232,30.14585,50.815936,45.9128,46.754333,,,STAGED_R25B_RECOMPUTE
102,AAL,50.0,2026-05-20,12.95,0.018883,0.126087,-0.015209,-0.03789,1.168028,38.461538,,86.538462,69.230769,50.0,46.153846,36.27451,51.923077,82.692308,NEUTRAL_SHADOW
103,HTZ,49.787108,2026-05-21,5.059999942779541,-0.132075,-0.142373,0.144796,-0.011719,0.694524,83.01875,77.358333,12.968267,16.853089,49.787108,37.769233,77.358333,,,STAGED_R25B_RECOMPUTE
104,TQQQ,49.52,2026-05-18,74.32,-0.034304,0.279614,0.487073,0.570334,1.021381,41.904762,33.766234,61.904762,57.142857,49.52381,62.857143,51.428571,34.285714,72.380952,NEUTRAL_SHADOW
105,XENE,49.092485,2026-05-21,54.119998931884766,-0.033571,-0.023281,0.214133,0.216453,0.891641,58.39275,44.523667,26.1094,29.873618,49.092485,47.6862,44.523667,,,STAGED_R25B_RECOMPUTE
106,TWST,48.622467,2026-05-21,53.935001373291016,0.018602,-0.083517,0.087838,0.70142,1.015424,45.3495,27.132667,34.3616,19.199139,48.622467,59.641933,27.132667,,,STAGED_R25B_RECOMPUTE
107,ETN,48.57,2026-05-18,381.869995,-0.088616,-0.060467,0.028762,0.157997,0.903314,69.52381,,37.142857,32.380952,48.571429,20.0,47.619048,23.809524,13.333333,NEUTRAL_SHADOW
108,APO,48.08,2026-05-20,132.240005,0.004863,0.02464,0.158679,0.012402,0.929936,53.846154,33.333333,38.461538,50.0,48.076923,71.153846,36.27451,21.153846,69.230769,NEUTRAL_SHADOW
109,XLK,47.62,2026-05-18,174.360001,-0.019789,0.128106,0.239188,0.279953,1.222964,37.142857,19.480519,87.619048,61.904762,47.619048,37.142857,45.714286,6.666667,41.904762,NEUTRAL_SHADOW
110,U,47.243256,2026-05-21,25.799999237060547,-0.054252,0.061292,0.38859,-0.392512,0.748943,63.563,51.417333,16.5962,40.984036,47.243256,33.2026,51.417333,,,STAGED_R25B_RECOMPUTE
111,RNG,46.935276,2026-05-21,41.6349983215332,0.058069,0.077789,0.207512,0.491225,0.785104,35.48275,13.977,19.006933,43.512076,46.935276,56.624567,13.977,,,STAGED_R25B_RECOMPUTE
112,CIFR,46.67,2026-05-18,19.120001,-0.057199,-0.008813,0.30512,0.351237,0.960531,51.428571,67.532468,49.52381,47.619048,46.666667,40.952381,54.285714,95.238095,52.380952,NEUTRAL_SHADOW
113,PTGX,46.454887,2026-05-21,100.05000305175781,-0.052108,-0.025044,0.14868,0.110803,0.695265,63.027,50.702667,13.017667,30.431297,46.454887,41.982767,50.702667,,,STAGED_R25B_RECOMPUTE
114,BABA,46.15,2026-05-20,134.470001,-0.077772,-0.014294,-0.121743,-0.143558,1.110092,92.307692,,76.923077,13.461538,46.153846,23.076923,36.27451,57.692308,34.615385,NEUTRAL_SHADOW
115,ECL,45.71,2026-05-18,249.210007,-0.007527,-0.096017,-0.178466,-0.06175,1.084583,30.47619,,75.238095,70.47619,45.714286,7.619048,17.142857,3.809524,3.809524,NEUTRAL_SHADOW
116,YPF,45.333793,2026-05-21,47.939998626708984,0.085352,0.106904,0.28491,0.329451,1.438764,28.662,4.882667,62.584267,58.968271,45.333793,53.812033,4.882667,,,STAGED_R25B_RECOMPUTE
117,TSM,44.76,2026-05-18,395.950012,-0.021234,0.081122,0.071587,0.447457,1.018231,39.047619,31.168831,58.095238,62.857143,44.761905,36.190476,46.666667,24.761905,28.571429,NEUTRAL_SHADOW
118,SNPS,44.704445,2026-05-21,501.55499267578125,-0.016597,0.097855,0.116626,0.22426,0.960193,54.14925,38.865667,30.679533,48.993281,44.704445,44.6962,38.865667,,,STAGED_R25B_RECOMPUTE
119,XPO,44.316081,2026-05-21,203.57000732421875,-0.009633,-0.094278,0.025593,0.436323,0.844604,52.40825,36.544333,22.9736,20.062071,44.316081,48.730533,36.544333,,,STAGED_R25B_RECOMPUTE
120,NFLX,44.23,2026-05-20,88.089996,0.006053,-0.055234,0.12878,-0.156226,0.905308,50.0,,34.615385,55.769231,44.230769,48.076923,36.27451,7.692308,65.384615,NEUTRAL_SHADOW
121,TSLA,43.81,2026-05-18,409.98999,-0.078674,0.04456,-0.004444,0.048326,0.94197,63.809524,,46.666667,36.190476,43.809524,17.142857,37.142857,15.238095,20.0,NEUTRAL_SHADOW
122,TEVA,43.472792,2026-05-21,33.93000030517578,-0.039082,0.087152,0.009221,0.289134,0.603964,59.7705,46.360667,6.930933,42.106112,43.472792,43.2785,46.360667,,,STAGED_R25B_RECOMPUTE
123,SFM,43.305923,2026-05-21,84.61499786376953,-0.027078,0.166299,0.147633,0.015908,0.920891,56.7695,42.359333,28.0594,58.857209,43.305923,38.7847,42.359333,,,STAGED_R25B_RECOMPUTE
124,GNRC,42.86,2026-05-18,253.050003,-0.067612,0.164734,0.104106,0.732745,0.848337,55.238095,54.545455,21.904762,45.714286,42.857143,47.619048,58.095238,60.0,56.190476,NEUTRAL_SHADOW
125,MCK,42.31,2026-05-20,754.679993,0.023739,-0.089903,-0.211707,-0.151358,0.989526,30.769231,,53.846154,73.076923,42.307692,13.461538,36.27451,19.230769,15.384615,NEUTRAL_SHADOW
126,TTWO,42.051832,2026-05-21,239.8000030517578,-0.010767,0.142449,0.156722,-0.015721,1.066604,52.69175,36.922333,37.7736,58.656112,42.051832,38.033367,36.922333,,,STAGED_R25B_RECOMPUTE
127,APH,41.9,2026-05-18,121.720001,-0.006124,-0.203455,-0.192528,-0.071461,1.093204,29.52381,,76.190476,71.428571,41.904762,6.666667,17.142857,22.857143,2.857143,NEUTRAL_SHADOW
