factor_pack_rank,ticker,factor_pack_score,latest_price_date,latest_close,ret_5d,ret_20d,ret_60d,ret_120d,volume_ratio_5_20,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F010_XSEC_COMPOSITE_RANK,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,shadow_side_hint
25,ARGT,53.85,2026-05-20,90.07,0.020392,-0.035343,-0.04597,0.021897,0.786816,36.538462,,15.384615,63.461538,53.846154,50.0,36.27451,11.538462,30.769231,NEUTRAL_SHADOW
26,LPLA,51.92,2026-05-20,283.829987,-0.057607,-0.134084,-0.080564,-0.185333,1.035077,82.692308,,65.384615,17.307692,51.923077,21.153846,36.27451,30.769231,25.0,NEUTRAL_SHADOW
27,AAL,50.0,2026-05-20,12.95,0.018883,0.126087,-0.015209,-0.03789,1.168028,38.461538,,86.538462,69.230769,50.0,46.153846,36.27451,51.923077,82.692308,NEUTRAL_SHADOW
28,APO,48.08,2026-05-20,132.240005,0.004863,0.02464,0.158679,0.012402,0.929936,53.846154,33.333333,38.461538,50.0,48.076923,71.153846,36.27451,21.153846,69.230769,NEUTRAL_SHADOW
29,BABA,46.15,2026-05-20,134.470001,-0.077772,-0.014294,-0.121743,-0.143558,1.110092,92.307692,,76.923077,13.461538,46.153846,23.076923,36.27451,57.692308,34.615385,NEUTRAL_SHADOW
30,NFLX,44.23,2026-05-20,88.089996,0.006053,-0.055234,0.12878,-0.156226,0.905308,50.0,,34.615385,55.769231,44.230769,48.076923,36.27451,7.692308,65.384615,NEUTRAL_SHADOW
31,MCK,42.31,2026-05-20,754.679993,0.023739,-0.089903,-0.211707,-0.151358,0.989526,30.769231,,53.846154,73.076923,42.307692,13.461538,36.27451,19.230769,15.384615,NEUTRAL_SHADOW
32,ADBE,40.38,2026-05-20,253.369995,0.073283,-0.010041,-0.007054,-0.207104,1.11981,7.692308,,80.769231,94.230769,40.384615,26.923077,36.27451,42.307692,46.153846,VOLUME_UP_CONFIRM
33,MA,38.46,2026-05-20,498.040009,0.015082,-0.023757,8e-05,-0.088623,0.878894,40.384615,,26.923077,61.538462,38.461538,40.384615,36.27451,9.615385,48.076923,NEUTRAL_SHADOW
34,ADSK,36.54,2026-05-20,243.630005,0.054538,-0.015915,0.102847,-0.172537,0.97039,19.230769,,48.076923,88.461538,36.538462,42.307692,36.27451,36.538462,63.461538,VOLUME_UP_CONFIRM
35,CART,34.62,2026-05-20,41.299999,0.033792,-0.051447,0.138055,-0.021095,0.903539,25.0,,32.692308,75.0,34.615385,65.384615,36.27451,59.615385,67.307692,VOLUME_UP_CONFIRM
36,BKNG,32.69,2026-05-20,156.949997,0.012385,-0.125139,-0.035592,-0.200253,0.926184,42.307692,,36.538462,59.615385,32.692308,25.0,36.27451,15.384615,32.692308,NEUTRAL_SHADOW
37,NRG,30.77,2026-05-20,133.979996,0.022124,-0.104412,-0.271967,-0.182101,1.042425,32.692308,,71.153846,71.153846,30.769231,11.538462,36.27451,67.307692,9.615385,NEUTRAL_SHADOW
38,AFRM,28.85,2026-05-20,67.120003,0.056509,0.008111,0.402131,-0.024844,0.842414,17.307692,,23.076923,82.692308,28.846154,76.923077,36.27451,55.769231,88.461538,VOLUME_UP_CONFIRM
39,NTRA,26.92,2026-05-20,204.919998,0.04915,-0.013765,-0.022002,-0.133494,1.018595,21.153846,,59.615385,86.538462,26.923077,32.692308,36.27451,80.769231,38.461538,VOLUME_UP_CONFIRM
40,CMG,25.0,2026-05-20,32.959999,0.026471,-0.061236,-0.096739,-0.013174,0.76647,28.846154,,9.615385,67.307692,25.0,36.538462,36.27451,26.923077,23.076923,NEUTRAL_SHADOW
41,AEVA,23.08,2026-05-20,21.110001,0.041955,0.293505,0.616386,1.022031,1.022443,23.076923,25.0,61.538462,78.846154,23.076923,96.153846,36.27451,100.0,96.153846,VOLUME_UP_CONFIRM
42,ABR,21.15,2026-05-20,5.78,-0.017007,-0.290797,-0.207133,-0.351291,1.003088,63.461538,,57.692308,40.384615,21.153846,7.692308,,90.384615,11.538462,NEUTRAL_SHADOW
43,APP,19.23,2026-05-20,482.279999,0.063392,-0.002956,0.226489,-0.132637,0.941697,11.538462,,40.384615,90.384615,19.230769,61.538462,36.27451,76.923077,78.846154,VOLUME_UP_CONFIRM
44,CLSK,17.31,2026-05-20,15.4,0.157895,0.261261,0.487923,0.302876,1.180206,1.923077,12.5,88.461538,100.0,17.307692,86.538462,36.27451,94.230769,94.230769,VOLUME_UP_CONFIRM
45,NUVB,15.38,2026-05-20,4.51,-0.056485,-0.119141,-0.200355,-0.427665,1.040438,80.769231,,69.230769,19.230769,15.384615,5.769231,36.27451,84.615385,13.461538,NEUTRAL_SHADOW
46,LSCC,13.46,2026-05-20,138.740005,0.104178,0.200277,0.410533,1.041195,0.976893,5.769231,12.5,50.0,96.153846,13.461538,94.230769,36.27451,78.846154,92.307692,VOLUME_UP_CONFIRM
47,BSX,11.54,2026-05-20,56.669998,0.068036,-0.126407,-0.245908,-0.440904,0.897032,9.615385,,28.846154,92.307692,11.538462,3.846154,36.27451,44.230769,3.846154,VOLUME_UP_CONFIRM
48,MELI,9.62,2026-05-20,1651.199951,0.057106,-0.112726,-0.141145,-0.196496,0.87392,15.384615,,25.0,84.615385,9.615385,17.307692,36.27451,69.230769,19.230769,VOLUME_UP_CONFIRM
49,NAMS,7.69,2026-05-20,35.75,-0.05298,0.119286,-0.00722,-0.115974,0.958451,78.846154,,42.307692,21.153846,7.692308,34.615385,36.27451,92.307692,80.769231,NEUTRAL_SHADOW
50,CLF,5.77,2026-05-20,10.34,-0.059145,0.088421,-0.023607,-0.162753,0.786071,84.615385,,13.461538,23.076923,5.769231,30.769231,36.27451,82.692308,71.153846,NEUTRAL_SHADOW
51,AXON,3.85,2026-05-20,398.440002,0.057375,-0.011683,-0.099591,-0.246649,0.800027,13.461538,,19.230769,80.769231,3.846154,15.384615,36.27451,63.461538,36.538462,VOLUME_UP_CONFIRM
52,ADMA,1.92,2026-05-20,8.56,0.007059,-0.218265,-0.448454,-0.554399,0.507878,46.153846,,1.923077,48.076923,1.923077,1.923077,36.27451,88.461538,1.923077,NEUTRAL_SHADOW
