ticker,merge_gate_decision,merge_ready,blocker,schema_compatible,formula_compatibility,notes
AA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
AAL,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
ABR,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
ADBE,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
ADMA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
ADSK,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
AEIS,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
AEVA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
AFRM,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
AGX,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
ALM,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
APG,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
APO,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
APP,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
ARGT,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
AXON,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BABA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BAC,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BALL,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BIDU,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BITF,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BKNG,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BLTE,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BN,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
BSX,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CART,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CDNS,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CHPT,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CHRW,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CLF,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CLH,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CLSK,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
CMG,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
LPLA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
LSCC,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
LYB,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
LYFT,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MCK,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MELI,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MOH,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MPLX,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MTSI,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
MTZ,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NAMS,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NFLX,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NI,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NRG,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NTRA,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NU,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
NUVB,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
OC,MERGE_READY,TRUE,NONE,TRUE,CURRENT_FACTOR_COMPATIBLE_LOCAL_REIMPLEMENTATION,R13 staged output only; current factor pack not modified.
