run_time_jst,ticker,yf_ticker,price_source,fetch_status,latest_price_date,latest_close,freshness_status,in_second_stage,universe_source,error
2026-05-27 22:47:44,AAPL,AAPL,yfinance,OK,2026-05-27,311.08,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ACLS,ACLS,yfinance,OK,2026-05-27,160.475,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ACM,ACM,yfinance,OK,2026-05-27,72.46,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ACMR,ACMR,yfinance,OK,2026-05-27,84.48,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,AEHR,AEHR,yfinance,OK,2026-05-27,105.02,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ALAB,ALAB,yfinance,OK,2026-05-27,306.14,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,AMAT,AMAT,yfinance,OK,2026-05-27,445.24,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,AMD,AMD,yfinance,OK,2026-05-27,491.32,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,AMKR,AMKR,yfinance,OK,2026-05-27,71.28,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,AMZN,AMZN,yfinance,OK,2026-05-27,267.69,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ANET,ANET,yfinance,OK,2026-05-27,154.615,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,APH,APH,yfinance,OK,2026-05-27,138.95,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ARM,ARM,yfinance,OK,2026-05-27,309.6,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,ASML,ASML,yfinance,OK,2026-05-27,1600.0,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,AVGO,AVGO,yfinance,OK,2026-05-27,423.67,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,BE,BE,yfinance,OK,2026-05-27,286.0224,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,BTDR,BTDR,yfinance,OK,2026-05-27,14.371,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,CAMT,CAMT,yfinance,OK,2026-05-27,169.075,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,CARR,CARR,yfinance,OK,2026-05-27,65.595,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,CEG,CEG,yfinance,OK,2026-05-27,292.995,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-27 22:47:44,CIEN,CIEN,yfinance,OK,2026-05-27,576.88,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
