ticker,selected_price_source,source_type,latest_date,latest_close,row_count,has_volume,history_depth_days,history_depth_trading_rows,factor_scope_class,can_compute_return_20d,can_compute_return_60d,can_compute_sma20,can_compute_sma50,can_compute_sma200,can_compute_52w_high,can_compute_realized_vol_20d,can_compute_realized_vol_60d,can_compute_volume_surge,can_compute_buy_zone,can_compute_relative_strength_vs_qqq
FN,D:\us-tech-quant\state\v18\price_cache\FN.csv,STATE_V18_PRICE_CACHE,2026-05-15,716.929993,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FORM,D:\us-tech-quant\state\v18\price_cache\FORM.csv,STATE_V18_PRICE_CACHE,2026-05-15,126.434998,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FWONK,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEHC,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEMI,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEV,D:\us-tech-quant\state\v18\price_cache\GEV.csv,STATE_V18_PRICE_CACHE,2026-05-15,1050.699829,536,TRUE,536,536,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GLW,D:\us-tech-quant\state\v18\price_cache\GLW.csv,STATE_V18_PRICE_CACHE,2026-05-15,196.875000,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GNRC,D:\us-tech-quant\state\v18\price_cache\GNRC.csv,STATE_V18_PRICE_CACHE,2026-05-15,263.670013,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GOOG,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GOOGL,D:\us-tech-quant\state\v18\price_cache\GOOGL.csv,STATE_V18_PRICE_CACHE,2026-05-15,396.049988,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRAB,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GS,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSG,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIVE,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HLT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HOOD,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HPE,D:\us-tech-quant\state\v18\price_cache\HPE.csv,STATE_V18_PRICE_CACHE,2026-05-15,33.055000,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HTZ,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUBB,D:\us-tech-quant\state\v18\price_cache\HUBB.csv,STATE_V18_PRICE_CACHE,2026-05-15,480.850006,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HUBS,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUM,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IBIT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ICHR,D:\us-tech-quant\state\v18\price_cache\ICHR.csv,STATE_V18_PRICE_CACHE,2026-05-15,72.839996,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGV,D:\us-tech-quant\state\v18\price_cache\IGV.csv,STATE_V18_PRICE_CACHE,2026-05-15,91.089996,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
INFY,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INSM,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTC,D:\us-tech-quant\state\v18\price_cache\INTC.csv,STATE_V18_PRICE_CACHE,2026-05-15,108.620003,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IRDM,D:\us-tech-quant\state\v18\price_cache\IRDM.csv,STATE_V18_PRICE_CACHE,2026-05-15,41.549999,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IREN,D:\us-tech-quant\state\v18\price_cache\IREN.csv,STATE_V18_PRICE_CACHE,2026-05-15,54.290001,1127,TRUE,1127,1127,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ISRG,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IWM,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IYW,D:\us-tech-quant\state\v18\price_cache\IYW.csv,STATE_V18_PRICE_CACHE,2026-05-15,239.570007,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
JBL,D:\us-tech-quant\state\v18\price_cache\JBL.csv,STATE_V18_PRICE_CACHE,2026-05-15,343.269989,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
JBS,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JCI,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JD,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JFROG,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JHX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KEYS,D:\us-tech-quant\state\v18\price_cache\KEYS.csv,STATE_V18_PRICE_CACHE,2026-05-15,351.750000,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KKR,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KLAC,D:\us-tech-quant\state\v18\price_cache\KLAC.csv,STATE_V18_PRICE_CACHE,2026-05-15,1840.050049,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KLAR,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KLIC,D:\us-tech-quant\state\v18\price_cache\KLIC.csv,STATE_V18_PRICE_CACHE,2026-05-15,100.680000,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KNX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRC,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KVYO,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KWEB,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LBRT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCID,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LHX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LIN,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LINE,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LITE,D:\us-tech-quant\state\v18\price_cache\LITE.csv,STATE_V18_PRICE_CACHE,2026-05-15,977.669983,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LPLA,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LRCX,D:\us-tech-quant\state\v18\price_cache\LRCX.csv,STATE_V18_PRICE_CACHE,2026-05-15,286.630005,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LSCC,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LYB,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LYFT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MA,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCHP,D:\us-tech-quant\state\v18\price_cache\MCHP.csv,STATE_V18_PRICE_CACHE,2026-05-15,94.544998,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MCK,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MDB,D:\us-tech-quant\state\v18\price_cache\MDB.csv,STATE_V18_PRICE_CACHE,2026-05-15,309.880005,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MELI,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
META,D:\us-tech-quant\state\v18\price_cache\META.csv,STATE_V18_PRICE_CACHE,2026-05-15,612.499512,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MKSI,D:\us-tech-quant\state\v18\price_cache\MKSI.csv,STATE_V18_PRICE_CACHE,2026-05-15,303.000000,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MNTN,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MOD,D:\us-tech-quant\state\v18\price_cache\MOD.csv,STATE_V18_PRICE_CACHE,2026-05-15,275.799988,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MOH,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MPLX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MPW,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MPWR,D:\us-tech-quant\state\v18\price_cache\MPWR.csv,STATE_V18_PRICE_CACHE,2026-05-15,1566.310059,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRVL,D:\us-tech-quant\state\v18\price_cache\MRVL.csv,STATE_V18_PRICE_CACHE,2026-05-15,179.949997,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MSFT,D:\us-tech-quant\state\v18\price_cache\MSFT.csv,STATE_V18_PRICE_CACHE,2026-05-15,420.910095,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MTSI,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MTZ,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MU,D:\us-tech-quant\state\v18\price_cache\MU.csv,STATE_V18_PRICE_CACHE,2026-05-15,735.750000,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAMS,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NET,D:\us-tech-quant\state\v18\price_cache\NET.csv,STATE_V18_PRICE_CACHE,2026-05-15,197.755005,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NFLX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NI,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOW,D:\us-tech-quant\state\v18\price_cache\NOW.csv,STATE_V18_PRICE_CACHE,2026-05-15,94.434998,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NRG,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NTAP,D:\us-tech-quant\state\v18\price_cache\NTAP.csv,STATE_V18_PRICE_CACHE,2026-05-15,119.330002,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NTRA,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NU,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUVB,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NVAX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NVDA,D:\us-tech-quant\state\v18\price_cache\NVDA.csv,STATE_V18_PRICE_CACHE,2026-05-15,228.309998,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NVT,D:\us-tech-quant\state\v18\price_cache\NVT.csv,STATE_V18_PRICE_CACHE,2026-05-15,168.529999,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NXPI,D:\us-tech-quant\state\v18\price_cache\NXPI.csv,STATE_V18_PRICE_CACHE,2026-05-15,291.769989,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OC,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OKTA,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OLMA,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OLPX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ON,D:\us-tech-quant\state\v18\price_cache\ON.csv,STATE_V18_PRICE_CACHE,2026-05-15,113.790001,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OPCH,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORCL,D:\us-tech-quant\state\v18\price_cache\ORCL.csv,STATE_V18_PRICE_CACHE,2026-05-15,192.399994,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PANW,D:\us-tech-quant\state\v18\price_cache\PANW.csv,STATE_V18_PRICE_CACHE,2026-05-15,238.794998,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PATH,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCOR,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCT,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDD,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFGC,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGNY,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PI,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PINS,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLTR,D:\us-tech-quant\state\v18\price_cache\PLTR.csv,STATE_V18_PRICE_CACHE,2026-05-15,133.520004,1413,TRUE,1413,1413,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PLUG,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PM,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PONY,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POWL,D:\us-tech-quant\state\v18\price_cache\POWL.csv,STATE_V18_PRICE_CACHE,2026-05-15,289.290009,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PSIX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSTG,D:\us-tech-quant\state\v18\price_cache\PSTG.csv,STATE_V18_PRICE_CACHE,2026-05-14,83.800003,1419,TRUE,1419,1419,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PTGX,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTON,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PUMP,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWR,D:\us-tech-quant\state\v18\price_cache\PWR.csv,STATE_V18_PRICE_CACHE,2026-05-15,771.080017,1420,TRUE,1420,1420,FULL_HISTORY_FACTOR_READY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PYPL,,NONE,,,0,FALSE,0,0,NO_LOCAL_PRICE_DATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
