ticker,current_factor_scope_class,current_score_scope,current_score_ready,current_mapping_status,current_local_price_status,required_history_days_for_full_score,minimum_history_days_for_light_score,required_start_date,required_end_date,backfill_required_for_20d_return,backfill_required_for_60d_return,backfill_required_for_200dma,backfill_required_for_52w_high,backfill_required_for_volume_surge,backfill_requirement_status,notes
AA,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AAL,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
ABR,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
ADBE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
ADMA,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
ADSK,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AEIS,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AEVA,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AFRM,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AGX,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
ALM,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AMC,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
APG,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
APLD,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
APO,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
APP,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
ARGT,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
AXON,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BABA,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BAC,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BALL,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BIDU,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BITF,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BKNG,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BLSH,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BLTE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BN,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BSX,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BW,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
BYND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
CAI,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
CART,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,252,60,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL,Advisory requirement only; no history fetched or written.
