source_path,source_type,parsed_ticker_count,ticker_overlap_with_current_universe_count,ticker_overlap_with_current_universe_ratio,contains_ohlcv_history,contains_latest_only,selected_for_any_universe_ticker,selected_ticker_count,rejected_reason_if_not_selected,source_relevance_status
D:\us-tech-quant\data\prices\ANET.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\APH.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ARM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ASML.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\AVGO.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\BE.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\BTDR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CAMT.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CARR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CEG.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CIEN.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CIFR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CLS.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\COHR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\COHU.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CORZ.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CRDO.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CRM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CRWD.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CRWV.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\CSCO.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\D.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\DDOG.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\DELL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ECL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ENTG.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ETN.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ETR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\FIX.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\FLEX.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\FLR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\FN.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\FORM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\GEV.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\GLW.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\GNRC.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\GOOGL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\HPE.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\HUBB.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ICHR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\IGV.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\INTC.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\IRDM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\IREN.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\IYW.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\JBL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\KEYS.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\KLAC.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\KLIC.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\LITE.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\LRCX.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MCHP.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MDB.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\META.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MKSI.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MOD.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MPWR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MRVL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MSFT.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\MU.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\NET.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\NOW.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\NTAP.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\NVDA.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\NVT.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\NXPI.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ON.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ORCL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\PANW.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\PLTR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\POWL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\PSTG.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\PWR.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\QCOM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\QQQ.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SANM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SMCI.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SMH.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SNDK.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SNOW.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SOXL.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SOXX.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\SPY.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\STX.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\TER.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\TQQQ.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\TSLA.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\TSM.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\TXN.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\VECO.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\VRT.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\VST.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\WDC.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\XLK.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\prices\ZS.csv,DATA_PRICES_OHLCV,1,1,0.003077,FALSE,FALSE,FALSE,0,SUMMARY_OR_SNAPSHOT_NOT_USABLE_HISTORY,SUMMARY_NOT_HISTORY
D:\us-tech-quant\data\v16\prices\AMD.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\AVGO.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\BE.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\CRWV.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\LITE.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\NVDA.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\QQQ.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\SMH.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\SOXL.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\SOXX.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\SPY.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\TQQQ.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices\XLK.csv,V16_PRICES,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\AAPL.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\ACLS.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\ACM.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\ACMR.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\AEHR.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\ALAB.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\AMAT.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\AMD.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
D:\us-tech-quant\data\v16\prices_full\AMKR.csv,V16_PRICES_FULL,1,1,0.003077,TRUE,FALSE,FALSE,0,LOWER_PRIORITY_THAN_SELECTED_PER_TICKER_SOURCE,RELEVANT_NOT_SELECTED_LOWER_PRIORITY
