batch_index,ticker,priority_tier,priority_score,priority_reason,current_score_ready,current_factor_scope_class,current_score_scope,required_start_date,required_end_date,required_history_days_for_full_score,minimum_history_days_for_light_score,requested_fields,requested_frequency,requested_adjustment_mode,target_staged_output_path,target_final_cache_path_if_applied_later,request_status,blocking_reason,notes
1,ALM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_ALM.csv,state/v18/price_cache/ALM.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AMC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AMC.csv,state/v18/price_cache/AMC.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,APG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_APG.csv,state/v18/price_cache/APG.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,APLD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_APLD.csv,state/v18/price_cache/APLD.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,APO,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_APO.csv,state/v18/price_cache/APO.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,APP,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_APP.csv,state/v18/price_cache/APP.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,ARGT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_ARGT.csv,state/v18/price_cache/ARGT.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AXON,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AXON.csv,state/v18/price_cache/AXON.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BABA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BABA.csv,state/v18/price_cache/BABA.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BAC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BAC.csv,state/v18/price_cache/BAC.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BALL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BALL.csv,state/v18/price_cache/BALL.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BIDU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BIDU.csv,state/v18/price_cache/BIDU.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BITF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BITF.csv,state/v18/price_cache/BITF.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BKNG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BKNG.csv,state/v18/price_cache/BKNG.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,BLSH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_BLSH.csv,state/v18/price_cache/BLSH.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
