batch_index,ticker,priority_tier,priority_score,priority_reason,current_score_ready,current_factor_scope_class,current_score_scope,required_start_date,required_end_date,required_history_days_for_full_score,minimum_history_days_for_light_score,requested_fields,requested_frequency,requested_adjustment_mode,target_staged_output_path,target_final_cache_path_if_applied_later,request_status,blocking_reason,notes
1,AA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AA.csv,state/v18/price_cache/AA.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AAL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AAL.csv,state/v18/price_cache/AAL.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,ABR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_ABR.csv,state/v18/price_cache/ABR.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,ADBE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_ADBE.csv,state/v18/price_cache/ADBE.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,ADMA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_ADMA.csv,state/v18/price_cache/ADMA.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,ADSK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_ADSK.csv,state/v18/price_cache/ADSK.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AEIS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AEIS.csv,state/v18/price_cache/AEIS.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AEVA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AEVA.csv,state/v18/price_cache/AEVA.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AFRM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AFRM.csv,state/v18/price_cache/AFRM.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
1,AGX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FALSE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,2020-05-21,2026-05-20,252,60,date;open;high;low;close;adjusted_close;volume,1d,adjusted_close_required,outputs/v18/price_factors/staged_backfill/V18_21H_R2_STAGED_BATCH1_AGX.csv,state/v18/price_cache/AGX.csv,READY_FOR_FUTURE_STAGED_BACKFILL,,Dry-run request manifest only; no fetch or write performed.
