ticker,latest_date,latest_close,return_20d,return_60d,qqq_return_20d,qqq_return_60d,relative_strength_20d_vs_qqq,relative_strength_60d_vs_qqq,sma20,sma50,sma200,distance_to_20dma,distance_to_50dma,distance_to_200dma,rolling_52w_high,drawdown_from_52w_high,realized_volatility_20d,realized_volatility_60d,avg_volume_20d,volume_surge_20d,breakout_20d,breakout_60d,breakout_volume_confirmed,ma_alignment_label,ma_slope_20d,ma_slope_50d,ma_slope_200d,ma_slope_label,nearest_buy_zone_distance,buy_zone_label,price_factor_data_status,price_source_path
FIX,2026-05-15,1978.800049,0.198931,0.440678,0.094860,0.177192,0.104071,0.263486,1869.679004,1618.737000,1119.614299,0.058364,0.222435,0.767394,2042.359985,-0.031121,0.447980,0.549913,401861.95,0.376843,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.054166,0.039396,0.031176,RISING_MA_SLOPES,-0.031121,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\FIX.csv
FLEX,2026-05-15,139.830002,0.708786,1.147596,0.094860,0.177192,0.613926,0.970404,109.721500,84.870000,66.308400,0.274408,0.647579,1.108783,145.070007,-0.036121,1.232362,0.857690,6044394.25,0.208323,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.166586,0.102050,0.035849,RISING_MA_SLOPES,0.274408,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\FLEX.csv
FLR,2026-05-15,44.935001,-0.074650,-0.149603,0.094860,0.177192,-0.169510,-0.326795,48.861250,47.533500,45.243775,-0.080355,-0.054667,-0.006825,56.770000,-0.208473,0.726580,0.541942,3048556.35,0.226608,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,-0.020011,-0.009368,-0.006217,FALLING_MA_SLOPES,-0.054667,BELOW_KEY_SUPPORT,OK,D:\us-tech-quant\state\v18\price_cache\FLR.csv
FLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
FN,2026-05-15,716.929993,0.039195,0.395267,0.094860,0.177192,-0.055666,0.218075,679.964505,612.975201,473.577501,0.054364,0.169591,0.513860,746.469971,-0.039573,0.788312,0.839674,816032.75,0.367700,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.001736,0.021842,0.020159,RISING_MA_SLOPES,-0.039573,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\FN.csv
FORM,2026-05-15,126.434998,-0.078529,0.370124,0.094860,0.177192,-0.173390,0.192932,140.541746,118.788699,70.168325,-0.100374,0.064369,0.801881,155.080002,-0.184711,0.767251,0.717911,2322769.00,0.676167,FALSE,FALSE,FALSE,MIXED_ALIGNMENT,0.005777,0.034220,0.036541,RISING_MA_SLOPES,0.064369,NEAR_50DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\FORM.csv
FWONK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GEHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GEMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GEV,2026-05-15,1050.699829,0.047818,0.258911,0.094860,0.177192,-0.047042,0.081719,1077.459979,966.512191,731.834448,-0.024836,0.087105,0.435707,1149.530029,-0.085974,0.614260,0.499524,2581834.85,0.405873,FALSE,FALSE,FALSE,MIXED_ALIGNMENT,0.019070,0.023201,0.014873,RISING_MA_SLOPES,-0.024836,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\GEV.csv
GLW,2026-05-15,196.875000,0.197682,0.514540,0.094860,0.177192,0.102822,0.337348,176.535250,157.070701,106.893025,0.115216,0.253416,0.841795,208.279999,-0.054758,0.814604,0.767786,13935196.75,0.564738,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.050764,0.037232,0.035164,RISING_MA_SLOPES,-0.054758,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\GLW.csv
GNRC,2026-05-15,263.670013,0.243140,0.159142,0.094860,0.177192,0.148280,-0.018050,248.287501,220.807601,187.297300,0.061954,0.194117,0.407762,276.489990,-0.046367,0.607180,0.507767,841119.70,0.299237,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.066003,0.021440,0.014909,RISING_MA_SLOPES,-0.046367,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\GNRC.csv
GOOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GOOGL,2026-05-15,396.049988,0.159125,0.307743,0.094860,0.177192,0.064265,0.130551,372.855501,332.726199,291.301450,0.062208,0.190318,0.359588,402.619995,-0.016318,0.412291,0.347536,27154411.55,0.312573,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.042891,0.027792,0.017562,RISING_MA_SLOPES,-0.016318,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\GOOGL.csv
GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HPE,2026-05-15,33.055000,0.250189,0.545348,0.094860,0.177192,0.155329,0.368156,29.694250,25.950700,23.653175,0.113178,0.273761,0.397487,34.130001,-0.031497,0.486453,0.474845,15143152.85,0.346352,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.060926,0.041812,0.012082,RISING_MA_SLOPES,-0.031497,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\HPE.csv
HTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HUBB,2026-05-15,480.850006,-0.102172,-0.086809,0.094860,0.177192,-0.197032,-0.264001,517.658501,505.560202,466.289951,-0.071106,-0.048877,0.031225,557.849976,-0.138030,0.298911,0.351514,634750.50,0.236737,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,-0.023285,-0.002430,0.002577,FALLING_MA_SLOPES,-0.048877,BELOW_KEY_SUPPORT,OK,D:\us-tech-quant\state\v18\price_cache\HUBB.csv
HUBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
HUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
IBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
ICHR,2026-05-15,72.839996,0.107833,0.522575,0.094860,0.177192,0.012972,0.345383,69.636250,57.748900,31.881675,0.046007,0.261323,1.284698,76.949997,-0.053411,0.616318,0.807076,1006662.00,0.332425,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.040069,0.050702,0.043757,RISING_MA_SLOPES,0.046007,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\ICHR.csv
IGV,2026-05-15,91.089996,0.070639,0.113842,0.094860,0.177192,-0.024221,-0.063350,87.647500,84.283400,99.545500,0.039277,0.080758,-0.084941,117.790001,-0.226675,0.328176,0.342506,21412328.95,0.532174,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.023268,0.006864,-0.005640,MIXED_MA_SLOPES,-0.000658,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\IGV.csv
INFY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
INTC,2026-05-15,108.620003,0.585693,1.434334,0.094860,0.177192,0.490833,1.257142,97.564000,69.496800,44.787500,0.113321,0.562950,1.425230,129.440002,-0.160847,1.161297,0.858840,153899761.20,0.466162,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.156437,0.118862,0.057885,RISING_MA_SLOPES,0.113321,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\INTC.csv
IRDM,2026-05-15,41.549999,-0.007168,0.800260,0.094860,0.177192,-0.102029,0.623068,40.442500,34.083200,23.433100,0.027385,0.219076,0.773133,43.430000,-0.043288,0.554714,0.644356,2310525.45,0.207186,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.023097,0.056870,0.018881,RISING_MA_SLOPES,0.027385,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\IRDM.csv
IREN,2026-05-15,54.290001,0.128221,0.254100,0.094860,0.177192,0.033361,0.076908,51.729500,44.748200,43.865625,0.049498,0.213233,0.237643,76.410004,-0.289491,1.088661,0.978555,51092703.60,0.428842,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.044935,0.034404,0.022756,RISING_MA_SLOPES,0.049498,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\IREN.csv
ISRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
IWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
IYW,2026-05-15,239.570007,0.140429,0.250104,0.094860,0.177192,0.045569,0.072912,225.057499,203.990199,197.114849,0.064484,0.174419,0.215383,243.059998,-0.014359,0.222406,0.246375,986567.40,0.307580,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.041359,0.024879,0.007596,RISING_MA_SLOPES,-0.014359,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\IYW.csv
JBL,2026-05-15,343.269989,0.067083,0.307994,0.094860,0.177192,-0.027777,0.130802,344.510994,301.198798,243.398349,-0.003602,0.139679,0.410322,372.339996,-0.078074,0.512787,0.493047,1198618.35,0.208629,FALSE,FALSE,FALSE,MIXED_ALIGNMENT,0.033137,0.033013,0.013460,RISING_MA_SLOPES,-0.003602,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\JBL.csv
JBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
JCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
JFROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
JHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
KEYS,2026-05-15,351.750000,0.052073,0.468440,0.094860,0.177192,-0.042787,0.291248,350.471997,318.103597,225.836899,0.003647,0.105772,0.557540,366.679993,-0.040717,0.302659,0.560770,1137879.05,0.638276,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.022073,0.018828,0.021930,RISING_MA_SLOPES,0.003647,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\KEYS.csv
KKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
KLAC,2026-05-15,1840.050049,0.027135,0.251820,0.094860,0.177192,-0.067726,0.074628,1814.457990,1653.868591,1305.495796,0.014105,0.112573,0.409465,1935.000000,-0.049070,0.484768,0.491559,1023957.95,0.336986,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.011150,0.022670,0.018207,RISING_MA_SLOPES,0.014105,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\KLAC.csv
KLAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
KLIC,2026-05-15,100.680000,0.229604,0.449467,0.094860,0.177192,0.134744,0.272275,91.751500,77.975200,54.644150,0.097312,0.291180,0.842466,104.279999,-0.034522,0.488192,0.523388,817887.95,0.271136,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.065039,0.046681,0.031998,RISING_MA_SLOPES,-0.034522,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\KLIC.csv
KNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
KRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
KWEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LBRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LCID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LITE,2026-05-15,977.669983,0.093505,0.538088,0.094860,0.177192,-0.001355,0.360896,923.124496,819.107399,422.613875,0.059088,0.193580,1.313388,1053.089966,-0.071618,0.925454,1.040450,5663461.25,0.473284,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.040700,0.039206,0.056517,RISING_MA_SLOPES,0.059088,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\LITE.csv
LPLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LRCX,2026-05-15,286.630005,0.071114,0.207422,0.094860,0.177192,-0.023747,0.030230,273.303497,247.905999,183.690299,0.048761,0.156204,0.560398,299.149994,-0.041852,0.531852,0.589658,9302145.30,0.516204,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.024950,0.028773,0.027266,RISING_MA_SLOPES,-0.041852,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\LRCX.csv
LSCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LYB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
LYFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MCHP,2026-05-15,94.544998,0.200419,0.225311,0.094860,0.177192,0.105559,0.048119,92.720250,77.254900,69.283875,0.019680,0.223806,0.364603,102.919998,-0.081374,0.522948,0.440429,11636994.70,0.201306,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.061146,0.033989,0.009949,RISING_MA_SLOPES,0.019680,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\MCHP.csv
MCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MDB,2026-05-15,309.880005,0.176551,-0.129282,0.094860,0.177192,0.081691,-0.306474,275.540000,262.607000,319.938450,0.124628,0.180014,-0.031439,440.600006,-0.296686,0.533549,0.779896,1484965.65,0.317996,TRUE,FALSE,FALSE,BEARISH_ALIGNMENT,0.055753,0.007766,0.004918,RISING_MA_SLOPES,0.124628,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\MDB.csv
MELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
META,2026-05-15,612.499512,-0.110450,-0.050064,0.094860,0.177192,-0.205310,-0.227256,634.624976,621.836189,673.414597,-0.034864,-0.015015,-0.090457,790.000000,-0.224684,0.377744,0.408684,15448750.00,0.343529,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,-0.021931,-0.007524,-0.003632,FALLING_MA_SLOPES,-0.015015,NEAR_50DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\META.csv
MKSI,2026-05-15,303.000000,0.087620,0.216477,0.094860,0.177192,-0.007240,0.039285,291.050998,259.670799,184.325100,0.041055,0.166862,0.643835,319.709991,-0.052266,0.434012,0.541531,1305906.40,0.308696,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.035717,0.030035,0.029665,RISING_MA_SLOPES,0.041055,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\MKSI.csv
MNTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MOD,2026-05-15,275.799988,0.131673,0.262012,0.094860,0.177192,0.036813,0.084820,262.386499,234.973600,175.745149,0.051121,0.173749,0.569318,292.160004,-0.055997,0.568781,0.691102,865546.40,0.612362,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.035617,0.027592,0.025547,RISING_MA_SLOPES,0.051121,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\MOD.csv
MOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MPLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MPWR,2026-05-15,1566.310059,0.066714,0.332780,0.094860,0.177192,-0.028146,0.155588,1583.163995,1328.326995,1059.908449,-0.010646,0.179160,0.477779,1661.099976,-0.057065,0.515416,0.531766,624146.50,0.268254,FALSE,FALSE,FALSE,MIXED_ALIGNMENT,0.037058,0.039994,0.021541,RISING_MA_SLOPES,-0.010646,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\MPWR.csv
MRVL,2026-05-15,179.949997,0.288210,1.260394,0.094860,0.177192,0.193349,1.083202,164.748499,128.253000,93.243600,0.092271,0.403086,0.929891,182.580002,-0.014405,0.625464,0.677991,25605358.30,0.422133,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.065664,0.081271,0.027187,RISING_MA_SLOPES,-0.014405,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\MRVL.csv
MSFT,2026-05-15,420.910095,-0.004446,0.056342,0.094860,0.177192,-0.099307,-0.120850,417.355003,399.044601,463.127500,0.008518,0.054795,-0.091157,542.070007,-0.223513,0.294733,0.278022,33104391.75,0.667940,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.002911,0.002254,-0.005443,MIXED_MA_SLOPES,0.008518,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\MSFT.csv
MTSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
MU,2026-05-15,735.750000,0.616784,0.762909,0.094860,0.177192,0.521924,0.585717,606.219008,486.459403,307.182501,0.213670,0.512459,1.395156,803.630005,-0.084467,0.843031,0.769858,46282015.35,0.582866,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.153842,0.083515,0.057060,RISING_MA_SLOPES,0.213670,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\MU.csv
NAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NET,2026-05-15,197.755005,-0.016095,0.026552,0.094860,0.177192,-0.110956,-0.150640,211.400750,207.688300,204.059675,-0.064549,-0.047828,-0.030896,256.790009,-0.229896,1.109820,0.887637,4557038.40,0.244516,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.004592,0.005829,-0.000470,MIXED_MA_SLOPES,-0.047828,BELOW_KEY_SUPPORT,OK,D:\us-tech-quant\state\v18\price_cache\NET.csv
NFLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NOW,2026-05-15,94.434998,-0.023019,-0.120471,0.094860,0.177192,-0.117879,-0.297663,91.872750,99.723500,144.796755,0.027889,-0.053032,-0.347810,208.938004,-0.548024,0.846452,0.662497,27445789.50,0.598886,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,-0.006308,-0.022042,-0.018033,FALLING_MA_SLOPES,-0.053032,BELOW_KEY_SUPPORT,OK,D:\us-tech-quant\state\v18\price_cache\NOW.csv
NRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NTAP,2026-05-15,119.330002,0.141586,0.174508,0.094860,0.177192,0.046726,-0.002684,112.728001,105.554200,109.425550,0.058566,0.130509,0.090513,126.360001,-0.055635,0.303188,0.305094,2097343.95,0.336797,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.039643,0.017774,0.002956,RISING_MA_SLOPES,-0.005003,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\NTAP.csv
NTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NUVB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NVAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
NVDA,2026-05-15,228.309998,0.132041,0.215061,0.094860,0.177192,0.037181,0.037869,210.450500,193.131000,185.987500,0.084863,0.182151,0.227556,235.740005,-0.031518,0.424428,0.379404,148556157.45,0.554031,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.035776,0.023748,0.006803,RISING_MA_SLOPES,-0.031518,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\NVDA.csv
NVT,2026-05-15,168.529999,0.251244,0.441906,0.094860,0.177192,0.156383,0.264714,155.893001,134.470401,110.913250,0.081062,0.253287,0.519476,173.960007,-0.031214,0.486920,0.503600,2251831.60,0.229250,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.067124,0.044244,0.021477,RISING_MA_SLOPES,-0.031214,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\NVT.csv
NXPI,2026-05-15,291.769989,0.350599,0.257033,0.094860,0.177192,0.255739,0.079841,272.916499,228.530600,223.909500,0.069082,0.276722,0.303071,305.989990,-0.046472,0.905523,0.589381,4160656.40,0.154478,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.084983,0.035393,0.008120,RISING_MA_SLOPES,-0.046472,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\NXPI.csv
OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
OKTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
OLMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
OLPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
ON,2026-05-15,113.790001,0.370799,0.671171,0.094860,0.177192,0.275938,0.493979,101.259500,78.679800,60.587950,0.123746,0.446242,0.878096,118.370003,-0.038692,0.652329,0.592357,13360033.85,0.291277,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.098015,0.064815,0.022942,RISING_MA_SLOPES,0.123746,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\ON.csv
OPCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
ORCL,2026-05-15,192.399994,0.099052,0.229079,0.094860,0.177192,0.004192,0.051887,182.021500,163.961799,209.600199,0.057018,0.173444,-0.082062,328.329987,-0.414004,0.510003,0.550353,25490842.15,0.270495,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.033092,0.025983,-0.006583,MIXED_MA_SLOPES,-0.018117,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\ORCL.csv
PANW,2026-05-15,238.794998,0.422669,0.581529,0.094860,0.177192,0.327809,0.404337,193.699250,175.515701,185.617275,0.232813,0.360534,0.286491,238.794998,0.000000,0.430378,0.448848,6921702.00,0.650178,TRUE,TRUE,FALSE,BEARISH_ALIGNMENT,0.087294,0.042427,0.004010,RISING_MA_SLOPES,0.232813,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\PANW.csv
PATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PFGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PGNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PLTR,2026-05-15,133.520004,-0.087916,-0.010156,0.094860,0.177192,-0.182776,-0.187348,139.767001,144.394200,163.352075,-0.044696,-0.075309,-0.182624,207.179993,-0.355536,0.494119,0.511141,43485934.00,0.349308,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,-0.010331,-0.008957,-0.003544,FALLING_MA_SLOPES,-0.075309,BELOW_KEY_SUPPORT,OK,D:\us-tech-quant\state\v18\price_cache\PLTR.csv
PLUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PONY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
