ticker,latest_date,latest_close,return_20d,return_60d,qqq_return_20d,qqq_return_60d,relative_strength_20d_vs_qqq,relative_strength_60d_vs_qqq,sma20,sma50,sma200,distance_to_20dma,distance_to_50dma,distance_to_200dma,rolling_52w_high,drawdown_from_52w_high,realized_volatility_20d,realized_volatility_60d,avg_volume_20d,volume_surge_20d,breakout_20d,breakout_60d,breakout_volume_confirmed,ma_alignment_label,ma_slope_20d,ma_slope_50d,ma_slope_200d,ma_slope_label,nearest_buy_zone_distance,buy_zone_label,price_factor_data_status,price_source_path
POWL,2026-05-15,289.290009,0.200324,0.618074,0.094860,0.177192,0.105463,0.440882,278.498498,226.355799,145.958600,0.038749,0.278032,0.982000,322.049988,-0.101723,0.646884,0.634396,693340.95,0.346322,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.067101,0.061545,0.039858,RISING_MA_SLOPES,0.038749,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\POWL.csv
PSIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PSTG,2026-05-14,83.800003,0.235988,0.154270,0.094860,0.177192,0.141128,-0.022922,74.405500,67.189200,73.881350,0.126261,0.247224,0.134251,98.699997,-0.150962,0.503936,0.555863,2922200.90,0.844214,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.069098,0.030121,0.008629,RISING_MA_SLOPES,0.126261,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\PSTG.csv
PTGX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
PWR,2026-05-15,771.080017,0.281119,0.391841,0.094860,0.177192,0.186259,0.214649,706.585504,623.843204,486.109201,0.091276,0.236016,0.586228,785.239990,-0.018033,0.596003,0.436470,1172005.20,0.379012,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.068076,0.034929,0.018961,RISING_MA_SLOPES,-0.018033,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\PWR.csv
PYPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
QCOM,2026-05-15,199.654999,0.465896,0.413287,0.094860,0.177192,0.371036,0.236095,176.734251,148.945500,158.954075,0.129690,0.340457,0.256055,237.529999,-0.159454,0.992653,0.612831,28757380.30,0.369293,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.125072,0.051198,0.008288,RISING_MA_SLOPES,0.129690,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\QCOM.csv
QQQ,2026-05-15,710.400024,0.094860,0.177192,0.094860,0.177192,0.000000,0.000000,680.431497,631.486400,610.958499,0.044043,0.124965,0.162763,719.789978,-0.013045,0.168548,0.194498,37632293.75,0.554733,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.029716,0.017033,0.006015,RISING_MA_SLOPES,-0.013045,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\QQQ.csv
QS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
QSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RBLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RDDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RIOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
ROKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
RVMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SANM,2026-05-15,235.330002,0.351772,0.588994,0.094860,0.177192,0.256912,0.411802,215.544501,167.305000,147.530400,0.091793,0.406593,0.595129,248.350006,-0.052426,0.678268,0.639148,1055694.70,0.256413,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.100009,0.062477,0.023160,RISING_MA_SLOPES,-0.052426,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\SANM.csv
SATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SFIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SHOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SITM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SMCI,2026-05-15,31.230000,0.093487,-0.028918,0.094860,0.177192,-0.001373,-0.206110,30.006500,27.785600,36.654300,0.040774,0.123963,-0.147985,60.709999,-0.485587,1.036888,1.147413,37867680.25,0.364332,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.043741,0.002005,-0.016608,MIXED_MA_SLOPES,0.040774,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\SMCI.csv
SMH,2026-05-15,560.469971,0.207493,0.366333,0.094860,0.177192,0.112633,0.189141,522.101999,451.569799,375.870900,0.073488,0.241159,0.491124,578.340027,-0.030899,0.391011,0.376371,9290200.45,0.554424,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.058976,0.039146,0.018880,RISING_MA_SLOPES,-0.030899,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\SMH.csv
SMTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SNDK,2026-05-15,1412.069946,0.533209,1.273535,0.094860,0.177192,0.438349,1.096343,1217.711987,922.742996,421.967525,0.159609,0.530296,2.346395,1562.339966,-0.096183,0.987026,0.950675,14933687.60,0.546640,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.120159,0.101650,0.090854,RISING_MA_SLOPES,0.159609,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\SNDK.csv
SNOW,2026-05-15,157.074997,0.090950,-0.123465,0.094860,0.177192,-0.003910,-0.300657,147.229250,154.173101,203.786125,0.066874,0.018822,-0.229216,277.140015,-0.433229,0.555275,0.643823,6656875.55,0.466737,TRUE,FALSE,FALSE,BEARISH_ALIGNMENT,0.021496,-0.011104,-0.007997,MIXED_MA_SLOPES,0.000000,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\SNOW.csv
SNPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SOLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SOXL,2026-05-15,169.009995,0.785065,1.590986,0.094860,0.177192,0.690205,1.413794,140.902001,92.316800,55.599450,0.199486,0.830761,2.039778,190.419998,-0.112436,1.323252,1.254757,62098945.65,0.626228,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.198890,0.152856,0.074360,RISING_MA_SLOPES,0.199486,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\SOXL.csv
SOXX,2026-05-15,513.679993,0.235669,0.443570,0.094860,0.177192,0.140809,0.266378,476.449498,401.154800,322.914950,0.078142,0.280503,0.590759,532.760010,-0.035814,0.451412,0.422898,7413535.55,0.656328,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.067514,0.047106,0.022122,RISING_MA_SLOPES,-0.035814,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\SOXX.csv
SPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
SPY,2026-05-15,740.152527,0.042263,0.081336,0.094860,0.177192,-0.052597,-0.095856,723.853629,690.059452,676.076612,0.022517,0.072592,0.094776,748.169983,-0.010716,0.105019,0.149612,46145549.55,0.419977,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.015133,0.008446,0.003935,RISING_MA_SLOPES,-0.010716,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\SPY.csv
STG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
STM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
STUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
STX,2026-05-15,794.320007,0.450151,0.942245,0.094860,0.177192,0.355290,0.765053,698.822501,539.596599,337.946801,0.136655,0.472063,1.350429,834.010010,-0.047589,0.578673,0.652494,4646328.65,0.229250,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.112501,0.087549,0.051413,RISING_MA_SLOPES,0.136655,EXTENDED_ABOVE_BUY_ZONE,OK,D:\us-tech-quant\state\v18\price_cache\STX.csv
TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TER,2026-05-15,345.130005,-0.092670,0.092529,0.094860,0.177192,-0.187531,-0.084663,365.889499,337.246599,222.625200,-0.056737,0.023376,0.550274,418.079987,-0.174488,1.061393,0.830323,4020682.45,0.342466,FALSE,FALSE,FALSE,MIXED_ALIGNMENT,-0.007695,0.013785,0.030536,MIXED_MA_SLOPES,0.023376,NEAR_50DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\TER.csv
TEVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TICKER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TICKERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TIGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TQQQ,2026-05-18,74.320000,,,0.094860,0.177192,,,,,,,,,,,,,,,,,FALSE,INSUFFICIENT_HISTORY,,,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,INSUFFICIENT_60D_HISTORY;INSUFFICIENT_200DMA_HISTORY;INSUFFICIENT_52W_HISTORY;VOLUME_DEGRADED,D:\us-tech-quant\state\v18\price_cache\TQQQ.csv
TSEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TSLA,2026-05-15,425.575012,0.062291,0.033677,0.094860,0.177192,-0.032569,-0.143515,401.486752,386.846301,407.412225,0.059998,0.100114,0.044581,489.880005,-0.131267,0.380580,0.404021,58504166.20,0.406819,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,0.038073,0.009543,0.007485,RISING_MA_SLOPES,-0.044232,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\TSLA.csv
TSM,2026-05-15,406.584991,0.097395,0.128181,0.094860,0.177192,0.002535,-0.049011,397.951747,367.637300,313.742525,0.021694,0.105941,0.295919,419.500000,-0.030787,0.429616,0.433581,14033635.00,0.432796,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.021500,0.011991,0.013106,RISING_MA_SLOPES,0.021694,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\state\v18\price_cache\TSM.csv
TTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TTMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TTWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TWLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TWST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
TXN,2026-05-15,305.630005,0.329867,0.401651,0.094860,0.177192,0.235007,0.224459,278.289501,231.301601,197.743851,0.098245,0.321348,0.545585,308.170013,-0.008242,0.684524,0.478341,8794193.80,0.244750,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.079162,0.044064,0.014682,RISING_MA_SLOPES,-0.008242,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\TXN.csv
U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
UBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
UNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
UPST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
USFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
VECO,2026-05-15,58.639999,0.364673,1.022766,0.094860,0.177192,0.269813,0.845574,53.652000,42.430200,32.306300,0.092970,0.382034,0.815126,65.430000,-0.103775,0.964928,0.703656,1905595.00,0.600285,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.093477,0.071280,0.031042,RISING_MA_SLOPES,0.092970,NEAR_20DMA_PULLBACK,OK,D:\us-tech-quant\data\v16\prices_full\VECO.csv
VEEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
VIAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
VIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
VMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
VRT,2026-05-15,370.959991,0.207002,0.526208,0.094860,0.177192,0.112142,0.349015,336.538000,296.645401,203.113800,0.102283,0.250517,0.826365,376.230011,-0.014007,0.558581,0.570224,5624076.15,0.366126,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.053058,0.041727,0.029251,RISING_MA_SLOPES,-0.014007,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\VRT.csv
VST,2026-05-15,138.949997,-0.149945,-0.194493,0.094860,0.177192,-0.244805,-0.371685,154.484000,156.258399,175.698250,-0.100554,-0.110768,-0.209155,217.919998,-0.362381,0.432063,0.482992,4705613.75,0.404384,FALSE,FALSE,FALSE,BEARISH_ALIGNMENT,-0.028830,-0.013879,-0.007541,FALLING_MA_SLOPES,-0.110768,BELOW_KEY_SUPPORT,OK,D:\us-tech-quant\state\v18\price_cache\VST.csv
WAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WDC,2026-05-15,482.954987,0.296454,0.696543,0.094860,0.177192,0.201594,0.519351,441.505247,358.563698,211.612024,0.093883,0.346915,1.282266,515.830017,-0.063732,0.526729,0.678074,7850584.80,0.366380,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.080144,0.068544,0.052783,RISING_MA_SLOPES,-0.063732,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\WDC.csv
WHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WOLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WULF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
WYFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
XENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
XLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
XLK,2026-05-15,176.259995,0.141950,0.257114,0.094860,0.177192,0.047090,0.079922,165.545501,149.743600,143.148775,0.064722,0.177079,0.231306,180.220001,-0.021973,0.244640,0.250511,10963705.00,1.323859,FALSE,FALSE,FALSE,BULLISH_ALIGNMENT,0.042662,0.026019,0.008013,RISING_MA_SLOPES,-0.021973,BREAKOUT_NEAR,OK,D:\us-tech-quant\data\v16\prices_full\XLK.csv
XPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
XYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
YPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_LOCAL_PRICE_HISTORY,
ZS,2026-05-15,157.750000,0.171295,-0.066513,0.094860,0.177192,0.076435,-0.243705,142.358499,142.506799,226.788450,0.108118,0.106965,-0.304418,336.269989,-0.530883,0.573671,0.684544,2588439.05,0.495774,TRUE,FALSE,FALSE,BEARISH_ALIGNMENT,0.041557,-0.001330,-0.014736,MIXED_MA_SLOPES,0.000000,BREAKOUT_NEAR,OK,D:\us-tech-quant\state\v18\price_cache\ZS.csv
