batch_index,ticker,priority_tier,priority_score,priority_reason,current_research_use,expected_score_scope_after_backfill,expected_score_ready_after_backfill,recommended_backfill_depth,estimated_impact_group,batch_status,notes
1,AA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,GRAB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,GS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,GSG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,GT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HIVE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HLT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HOOD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HTZ,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HUBS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HUM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,HUT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,IBIT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,INFY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,INSM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,ISRG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,IWM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,JBS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,JCI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,JD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,JFROG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,JHX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,KKR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,KLAR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,KNX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,KRC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,KVYO,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,KWEB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LBRT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LCID,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LHX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LIN,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LINE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LPLA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LSCC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LYB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,LYFT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MCK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MELI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MNTN,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MOH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MPLX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MPW,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MTSI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,MTZ,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,NAMS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,NFLX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,NI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
5,NRG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,NTRA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,NU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,NUVB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,NVAX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,OC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,OKTA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,OLMA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,OLPX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,OPCH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PATH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PCOR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PCT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PDD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PFGC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PGNY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PINS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PLUG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PONY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PSIX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PTGX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PTON,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PUMP,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
6,PYPL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
7,QS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
7,QSR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,ALL_MISSING,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
