ticker,source_path,latest_date,row_count,has_close,has_volume,enough_history_20d,enough_history_50d,enough_history_60d,enough_history_200d,enough_history_252d,can_compute_returns,can_compute_ma,can_compute_52w_high,can_compute_realized_vol,can_compute_volume_factors,can_compute_buy_zone,fatal_factor_fail,partial_degraded,degradation_reason
MKSI,D:\us-tech-quant\state\v18\price_cache\MKSI.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
MNTN,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
MOD,D:\us-tech-quant\state\v18\price_cache\MOD.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
MOH,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
MPLX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
MPW,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
MPWR,D:\us-tech-quant\state\v18\price_cache\MPWR.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
MRVL,D:\us-tech-quant\state\v18\price_cache\MRVL.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
MSFT,D:\us-tech-quant\state\v18\price_cache\MSFT.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
MTSI,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
MTZ,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
MU,D:\us-tech-quant\state\v18\price_cache\MU.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
NAMS,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NET,D:\us-tech-quant\state\v18\price_cache\NET.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
NFLX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NI,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NOW,D:\us-tech-quant\state\v18\price_cache\NOW.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
NRG,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NTAP,D:\us-tech-quant\state\v18\price_cache\NTAP.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
NTRA,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NU,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NUVB,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NVAX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
NVDA,D:\us-tech-quant\state\v18\price_cache\NVDA.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
NVT,D:\us-tech-quant\state\v18\price_cache\NVT.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
NXPI,D:\us-tech-quant\state\v18\price_cache\NXPI.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
OC,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
OKTA,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
OLMA,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
OLPX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
ON,D:\us-tech-quant\state\v18\price_cache\ON.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
OPCH,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
ORCL,D:\us-tech-quant\state\v18\price_cache\ORCL.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PANW,D:\us-tech-quant\state\v18\price_cache\PANW.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PATH,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PCOR,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PCT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PDD,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PFGC,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PGNY,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PI,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PINS,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PLTR,D:\us-tech-quant\state\v18\price_cache\PLTR.csv,2026-05-15,1413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PLUG,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PM,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PONY,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
POWL,D:\us-tech-quant\state\v18\price_cache\POWL.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PSIX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PSTG,D:\us-tech-quant\state\v18\price_cache\PSTG.csv,2026-05-14,1419,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PTGX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PTON,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PUMP,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
PWR,D:\us-tech-quant\state\v18\price_cache\PWR.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PYPL,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
QCOM,D:\us-tech-quant\state\v18\price_cache\QCOM.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
QQQ,D:\us-tech-quant\state\v18\price_cache\QQQ.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
QS,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
QSR,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RBLX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RDDT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RERE,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RH,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RIOT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RKT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RNG,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
ROKU,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RSP,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RTX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
RVMD,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SANM,D:\us-tech-quant\state\v18\price_cache\SANM.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
SATS,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SCCO,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SCHW,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SE,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SEI,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SFIX,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SFM,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SHOP,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SHW,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SITM,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SMCI,D:\us-tech-quant\state\v18\price_cache\SMCI.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
SMH,D:\us-tech-quant\state\v18\price_cache\SMH.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
SMTC,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SNDK,D:\us-tech-quant\state\v18\price_cache\SNDK.csv,2026-05-15,315,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
SNOW,D:\us-tech-quant\state\v18\price_cache\SNOW.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
SNPS,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SOLS,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MISSING_LOCAL_PRICE_HISTORY;INSUFFICIENT_RETURN_HISTORY;MISSING_200DMA_HISTORY;MISSING_52W_HIGH_HISTORY;VOLUME_MISSING
SOXL,D:\us-tech-quant\state\v18\price_cache\SOXL.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
SOXX,D:\us-tech-quant\state\v18\price_cache\SOXX.csv,2026-05-15,1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
