ticker,current_mapping_status,factor_scope_class,current_score_scope,current_score_ready,latest_price_snapshot_available,selected_priority_tier,priority_reason,required_history_days_for_full_score,minimum_history_days_for_light_score,estimated_missing_history_requirement,recommended_backfill_start_date,recommended_backfill_end_date,backfill_required_for_20d_return,backfill_required_for_60d_return,backfill_required_for_200dma,backfill_required_for_52w_high,backfill_required_for_volume_surge,recommended_resolution
FLUT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
FWONK,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GEHC,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GEMI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GOOG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GRAB,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GSG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
GT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HIVE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HLT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HOOD,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HTZ,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HUBS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HUM,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
HUT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
IBIT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
INFY,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
INSM,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
ISRG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
IWM,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
JBS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
JCI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
JD,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
JFROG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
JHX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
KKR,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
KLAR,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
KNX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
KRC,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
KVYO,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
KWEB,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LBRT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LCID,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LHX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LIN,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LINE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LPLA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LSCC,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LYB,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
LYFT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MCK,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MELI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MNTN,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MOH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MPLX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MPW,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MTSI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
MTZ,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NAMS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NFLX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NRG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NTRA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NU,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NUVB,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
NVAX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
OC,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
OKTA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
OLMA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
OLPX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
OPCH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PATH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PCOR,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PCT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PDD,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PFGC,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PGNY,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PINS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
PLUG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
