ticker,current_mapping_status,factor_scope_class,current_score_scope,current_score_ready,latest_price_snapshot_available,selected_priority_tier,priority_reason,required_history_days_for_full_score,minimum_history_days_for_light_score,estimated_missing_history_requirement,recommended_backfill_start_date,recommended_backfill_end_date,backfill_required_for_20d_return,backfill_required_for_60d_return,backfill_required_for_200dma,backfill_required_for_52w_high,backfill_required_for_volume_surge,recommended_resolution
BABA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BAC,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BALL,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BIDU,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BITF,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BKNG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BLSH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BLTE,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BN,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BSX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BW,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
BYND,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CAI,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CART,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CDNS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CDTX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CFLT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CHPT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CHRW,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CHYM,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CLF,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CLH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CLSK,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CMG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CNM,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
COF,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
COG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
COGT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CPAY,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CPNG,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CRCL,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CRH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CRS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CSGP,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
CVNA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DAKT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DAL,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DASH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DB,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DBVT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DIS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DOCU,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
DUOL,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
EEM,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
ENPH,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
EQIX,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
EQT,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
ET,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
EWY,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
EWZ,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
FCNCA,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
FIGR,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
FLS,NO_CANDIDATE_SOURCE_FOUND,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,WATCHLIST_OR_RESEARCH,UNIVERSE_TIER_RESEARCH,252,60,FULL_OHLCV_252D_PLUS_VOLUME,2020-05-21,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,NEED_FULL_HISTORY_BACKFILL
