planned_batch_index,ticker,priority_tier,priority_score,priority_reason,expected_factor_scope_after_backfill,expected_score_ready_after_backfill,notes
1,AXON,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BABA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BAC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BALL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BIDU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BITF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BKNG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
1,BLSH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,BLTE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,BN,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,BSX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,BW,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,BYND,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CAI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CART,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CDNS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CDTX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CFLT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CHPT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CHRW,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CHYM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CLF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CLH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CLSK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CMG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CNM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,COF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,COG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,COGT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CPAY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CPNG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CRCL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
2,CRH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,CRS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,CSGP,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,CVNA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DAKT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DAL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DASH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DBVT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DIS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DOCU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,DUOL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,EEM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,ENPH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,EQIX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,EQT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,ET,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,EWY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,EWZ,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,FCNCA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,FIGR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,FLS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,FLUT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,FWONK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,GEHC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
3,GEMI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,GOOG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,GRAB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,GS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,GSG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,GT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HIVE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HLT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HOOD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HTZ,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HUBS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HUM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,HUT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,IBIT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,INFY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,INSM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,ISRG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,IWM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,JBS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,JCI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,JD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,JFROG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,JHX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,KKR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,KLAR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
4,KNX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,KRC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,KVYO,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,KWEB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LBRT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LCID,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LHX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LIN,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LINE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LPLA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LSCC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LYB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,LYFT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MCK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MELI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MNTN,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MOH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MPLX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MPW,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MTSI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,MTZ,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,NAMS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,NFLX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,NI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
5,NRG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,NTRA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,NU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,NUVB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,NVAX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,OC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,OKTA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,OLMA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,OLPX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,OPCH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
6,PATH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,FULL_HISTORY_FACTOR_READY,TRUE,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED
