ticker,run_time,semantic_layer,in_raw_universe,in_classified_universe,in_main_compute_universe,in_second_stage_candidate,raw_price_ok,price_status,latest_price_date,latest_close,special_tag,inferred_exclusion_reason,raw105_refresh_status,raw105_latest_price_date,raw105_latest_close,raw105_latest_volume,raw105_freshness_status,freshness_acceptance_status,freshness_max_latest_price_date,is_current_main_compute,is_current_second_stage,is_top_candidate_file,is_watchlist_file,candidate_tier,full_buy_decision,decision_reason_cn,tier_order
ANET,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,141.97000122070312,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,158.00999450683594,11823500.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
APH,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,125.0,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,139.55999755859375,16589900.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
ARM,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,209.16000366210932,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,321.2200012207031,10866600.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
ASML,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,1501.81005859375,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,1632.030029296875,1651000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
AVGO,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,425.1900024414063,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,422.010009765625,22529700.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
BE,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,275.95001220703125,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,302.3999938964844,8816000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
BTDR,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,13.350000381469728,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,15.109999656677246,11882100.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
CAMT,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,168.35000610351562,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,174.72999572753906,369800.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
CARR,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,64.66999816894531,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,64.88999938964844,5746300.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
CEG,2026-05-27 22:22:57,SECOND_STAGE_CANDIDATE,True,True,True,True,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,267.20001220703125,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,301.57000732421875,3606900.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,True,True,False,A_SECOND_STAGE_TOP10,BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION,进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买,1
CIEN,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,554.4600219726562,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,602.3900146484375,1407700.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CIFR,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,20.32999992370605,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,23.020000457763672,25371000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CLS,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,358.54998779296875,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,370.8399963378906,2164500.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
COHR,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,382.4500122070313,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,381.3500061035156,4081200.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
COHU,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,47.13999938964844,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,49.93000030517578,2632000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CORZ,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,24.209999084472656,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,26.3700008392334,18829600.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CRDO,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,172.1699981689453,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,221.63999938964844,9561900.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CRM,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,173.50999450683594,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,179.0800018310547,13594000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CRWD,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,594.0800170898438,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,671.5499877929688,2079900.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CRWV,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,107.3000030517578,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,105.88999938964844,21385000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
CSCO,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,118.20999908447266,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,118.33000183105467,26591300.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
D,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,61.72999954223633,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,67.27999877929688,8121200.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
DDOG,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,207.97999572753903,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,223.6499938964844,3631100.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
DELL,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,241.9900054931641,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,305.0799865722656,10268700.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
ECL,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,247.6199951171875,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,254.22999572753903,1054100.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
ENTG,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,133.07000732421875,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,142.1199951171875,2751200.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
ETN,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,399.4400024414063,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,403.1300048828125,2855200.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
ETR,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,109.02999877929688,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,111.97000122070312,3520400.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
FIX,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,1992.739990234375,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,1883.56005859375,316500.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
FLEX,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,137.86000061035156,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,143.24000549316406,5439300.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
FLR,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,44.36000061035156,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,46.86000061035156,2470000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
FN,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,722.0399780273438,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,680.77001953125,720900.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
FORM,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,126.2699966430664,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,136.47999572753906,2281800.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
GEV,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,1049.22998046875,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,1070.469970703125,1877300.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
GLW,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,191.8099975585937,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,196.1699981689453,9055500.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
GNRC,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,263.67999267578125,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,274.82000732421875,678800.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
GOOGL,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,396.7799987792969,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,388.8800048828125,27706400.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
HPE,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,33.099998474121094,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,38.060001373291016,16802000.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
HUBB,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,479.9700012207031,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,478.0499877929688,800873.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
ICHR,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,73.2699966430664,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,72.7300033569336,1723400.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
IGV,2026-05-27 22:22:57,MAIN_COMPUTE_UNIVERSE,True,True,True,False,True,OK_EXISTING_LOCAL_PRICE,2026-05-15,91.77999877929688,,,OK_YFINANCE_LATEST_AVAILABLE,2026-05-26,94.0500030517578,18684600.0,OK_LATEST_AVAILABLE,ACCEPT_LATEST_DATE,2026-05-26,True,False,False,False,B_MAIN_COMPUTE_NOT_TOP10,WATCH_MAIN_COMPUTE_NOT_BUY_CANDIDATE,进入 main compute，但未进入 second stage；观察，不是今日买入候选,2
