signal_date,strategy_id,strategy_name,strategy_family,strategy_status,ticker,rank,composite_candidate_score,factor_score,technical_score,latest_price_date,source_authoritative_ok,current_top20_rank_match_ok,simulation_action_from_v18_50A,real_position_action_from_v18_50A,event_risk_level_if_available,options_risk_level_if_available,entry_candidate_flag,entry_block_reason,research_only,trading_allowed,notes
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,VIAV,1,54.718958,84.297395,70.0,2026-05-29,TRUE,TRUE,PAPER_BUY_CANDIDATE,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,BW,2,53.81616,97.0404,50.0,2026-05-29,TRUE,TRUE,PAPER_BUY_CANDIDATE,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,AEHR,3,52.78576,94.4644,50.0,2026-05-29,TRUE,TRUE,PAPER_BUY_CANDIDATE,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,INTC,4,52.707467,94.268667,50.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,SITM,5,50.963459,89.908647,50.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,FORM,6,50.70911,81.772774,60.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,TSEM,7,50.644541,89.111353,50.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,LITE,8,50.488231,81.220578,60.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,UNKNOWN_REVIEW,HIGH,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,WOLF,9,49.698107,86.745267,50.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
2026-05-29,BASELINE_TOP20,Baseline current Top20 research cohort,BASELINE,RESEARCH_ONLY,BE,10,49.565227,86.413067,50.0,2026-05-29,TRUE,TRUE,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,,,TRUE,NONE,TRUE,FALSE,Research baseline only; not a buy signal and does not override V18.50A actions.
