qqq_latest_date,qqq_latest_close,qqq_sma50,qqq_sma200,qqq_distance_to_50dma,qqq_distance_to_200dma,qqq_realized_volatility_20d,spy_latest_date,spy_latest_close,spy_rolling_52w_high,spy_drawdown_from_52w_high,vix_latest_value,vix_regime_strength,internal_breadth_up_ratio,internal_breadth_above_50dma_ratio,market_regime_label,market_risk_coefficient,market_regime_data_status,qqq_proxy_status,spy_proxy_status,vix_proxy_status
2026-05-15,710.400024,631.486400,610.958499,0.124965,0.162763,0.168548,2026-05-15,740.152527,748.169983,-0.010716,,,0.761905,0.838095,RISK_ON_TREND,1.00,DEGRADED_VIX_MISSING,OK,OK,MISSING_LOCAL_PRICE_HISTORY
