Date,Adj Close,Close,High,Low,Open,Volume
2021-05-12,111.04235076904297,111.9540023803711,114.26850128173828,111.50250244140625,113.08550262451172,34934000
2021-05-13,112.17752838134766,113.09850311279297,113.83004760742188,112.13600158691406,113.05449676513672,26670000
2021-05-14,114.8649673461914,115.80799865722656,116.05699920654297,114.16600036621094,114.59149932861328,26624000
2021-05-17,115.12532806396484,116.07050323486328,116.16699981689453,114.75,115.46600341796875,19842000
2021-05-18,114.23365020751953,115.17150115966797,117.15750122070312,115.15799713134766,116.84529876708984,17302000
2021-05-19,114.4955062866211,115.43550109863281,115.83799743652344,113.1760025024414,113.22000122070312,19350000
2021-05-20,116.84519958496094,117.80449676513672,118.01699829101562,116.05449676513672,116.4020004272461,23832000
2021-05-21,116.30017852783203,117.25499725341797,118.44999694824219,117.11849975585938,118.29949951171875,22832000
2021-05-24,119.3536148071289,120.33350372314453,120.92400360107422,118.00550079345703,118.3499984741211,21244000
2021-05-25,119.47264099121094,120.45349884033203,121.64450073242188,120.14949798583984,121.0,18838000
2021-05-26,120.6856689453125,121.67649841308594,122.14720153808594,120.62574768066406,120.6417465209961,21856000
2021-05-27,119.1473159790039,120.12550354003906,122.0,120.0999984741211,121.84700012207031,38962000
2021-05-28,119.59613037109375,120.5780029296875,121.40699768066406,120.3844985961914,121.0979995727539,24108000
2021-06-01,120.50119018554688,121.4905014038086,121.89855194091797,120.24400329589844,121.0999984741211,19166000
2021-06-02,120.07816314697266,121.06400299072266,122.0999984741211,120.20999908447266,121.7655029296875,17158000
2021-06-03,119.25146484375,120.23049926757812,120.48725128173828,119.1415023803711,119.7509994506836,18346000
2021-06-04,121.58975219726562,122.58799743652344,122.69294738769531,120.88849639892578,121.1259994506836,25948000
2021-06-07,122.30042266845703,123.30449676513672,123.4000015258789,122.05364990234375,122.56600189208984,23850000
2021-06-08,123.13159942626953,124.14250183105469,124.72474670410156,123.41200256347656,123.99500274658203,25060000
2021-06-09,123.55561065673828,124.56999969482422,125.25,124.36650085449219,124.9749984741211,20126000
2021-06-10,125.0533218383789,126.08000183105469,126.16300201416016,124.69999694824219,124.70050048828125,31234000
2021-06-11,124.6729507446289,125.69650268554688,126.34950256347656,124.91449737548828,126.24600219726562,25240000
2021-06-14,125.32310485839844,126.35199737548828,126.4114990234375,125.0469970703125,125.66950225830078,22550000
2021-06-15,125.00669860839844,126.03299713134766,126.86199951171875,125.64849853515625,126.52200317382812,22182000
2021-06-16,124.6729507446289,125.69650268554688,126.52349853515625,124.14994812011719,126.24749755859375,26316000
2021-06-17,125.34194946289062,126.37100219726562,127.19650268554688,125.51499938964844,125.52300262451172,25756000
2021-06-18,124.54499816894531,125.56749725341797,126.38899993896484,124.60299682617188,125.70549774169922,53306000
2021-06-21,125.42526245117188,126.45500183105469,127.03675079345703,125.13424682617188,125.73999786376953,26256000
2021-06-22,125.96531677246094,126.99949645996094,127.2699966430664,126.02649688720703,126.44999694824219,20984000
2021-06-23,125.43171691894531,126.46150207519531,127.7959976196289,126.25199890136719,126.55000305175781,19694000
2021-06-24,126.24552154541016,127.28199768066406,127.5354995727539,126.95999908447266,127.05349731445312,18934000
2021-06-25,125.96086883544922,126.99500274658203,127.50499725341797,126.44400024414062,126.95700073242188,33484000
2021-06-28,125.78680419921875,126.81950378417969,127.33699798583984,125.97380065917969,127.0,28110000
2021-06-29,124.99231719970703,126.01850128173828,127.0,125.43699645996094,126.77249908447266,20950000
2021-06-30,124.2955322265625,125.31600189208984,125.80000305175781,124.75749969482422,125.65354919433594,24006000
2021-07-01,125.33946990966797,126.36849975585938,126.4625015258789,124.84974670410156,124.84974670410156,17120000
2021-07-02,127.67081451416016,128.718994140625,128.84800720214844,126.76899719238281,126.8395004272461,21160000
2021-07-06,128.71426391601562,129.77099609375,129.88450622558594,128.40899658203125,129.44949340820312,21350000
2021-07-07,129.01828002929688,130.07749938964844,130.639892578125,129.75999450683594,130.34100341796875,16680000
2021-07-08,128.12509155273438,129.177001953125,130.03250122070312,128.0399932861328,128.25,19780000
2021-07-09,128.51937866210938,129.57449340820312,129.84950256347656,128.94349670410156,128.9445037841797,15106000
