shadow_date,version,shadow_rank,ticker,shadow_score,shadow_factor_count,shadow_factor_ids,official_decision_impact,shadow_only,F002,official_source,official_actionable_buy,official_worth_review_locked,official_match_flag,shadow_top30_flag,compare_bucket,official_status_bucket
2026-05-15,V18.3A,13,STX,1.0755215605448445,1,F002,NONE,YES,1.0755215605448445,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,14,IRDM,1.0605814248909473,1,F002,NONE,YES,1.0605814248909473,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,15,MU,0.9504356008242812,1,F002,NONE,YES,0.9504356008242812,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,16,COHR,0.8715761387309494,1,F002,NONE,YES,0.8715761387309494,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,17,ARM,0.843133141612515,1,F002,NONE,YES,0.843133141612515,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,True,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,18,ALAB,0.7736731988656976,1,F002,NONE,YES,0.7736731988656976,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,19,LITE,0.5993896429973935,1,F002,NONE,YES,0.5993896429973935,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,20,ON,0.5758906528531563,1,F002,NONE,YES,0.5758906528531563,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,21,DDOG,0.5546673927977059,1,F002,NONE,YES,0.5546673927977059,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,22,WDC,0.5204930850592441,1,F002,NONE,YES,0.5204930850592441,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,23,COHU,0.5032088261752661,1,F002,NONE,YES,0.5032088261752661,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,24,POWL,0.499734878115524,1,F002,NONE,YES,0.499734878115524,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,25,SANM,0.4918736539872209,1,F002,NONE,YES,0.4918736539872209,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,26,TQQQ,0.4117954844427774,1,F002,NONE,YES,0.4117954844427774,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,27,HPE,0.3959010681312443,1,F002,NONE,YES,0.3959010681312443,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,28,GLW,0.3665057477065667,1,F002,NONE,YES,0.3665057477065667,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,29,PANW,0.3285435797943072,1,F002,NONE,YES,0.3285435797943072,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,30,ICHR,0.3150558265182103,1,F002,NONE,YES,0.3150558265182103,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,31,FIX,0.2955238257944002,1,F002,NONE,YES,0.2955238257944002,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,32,VRT,0.2924993380529457,1,F002,NONE,YES,0.2924993380529457,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,33,AMKR,0.2880999535218473,1,F002,NONE,YES,0.2880999535218473,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,34,BTDR,0.2649286840676567,1,F002,NONE,YES,0.2649286840676567,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,35,KLIC,0.2180654281678552,1,F002,NONE,YES,0.2180654281678552,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,36,KEYS,0.2043662444395832,1,F002,NONE,YES,0.2043662444395832,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,37,NVT,0.2018925196275408,1,F002,NONE,YES,0.2018925196275408,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,38,PWR,0.193101887069927,1,F002,NONE,YES,0.193101887069927,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,39,CSCO,0.1561195411297861,1,F002,NONE,YES,0.1561195411297861,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,40,SOXX,0.1473075948301483,1,F002,NONE,YES,0.1473075948301483,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,41,FN,0.1342456797072213,1,F002,NONE,YES,0.1342456797072213,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,42,CIFR,0.0669919344921312,1,F002,NONE,YES,0.0669919344921312,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,43,CORZ,0.0613182249479983,1,F002,NONE,YES,0.0613182249479983,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,44,CRDO,0.0608051451804696,1,F002,NONE,YES,0.0608051451804696,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,45,QCOM,-0.0210608535937337,1,F002,NONE,YES,-0.0210608535937337,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,46,SMH,-0.0297423203626448,1,F002,NONE,YES,-0.0297423203626448,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,47,CRWD,-0.0451440403871693,1,F002,NONE,YES,-0.0451440403871693,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,48,IREN,-0.0608369953389893,1,F002,NONE,YES,-0.0608369953389893,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,49,TXN,-0.0627712842436134,1,F002,NONE,YES,-0.0627712842436134,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,50,MPWR,-0.1204886396198801,1,F002,NONE,YES,-0.1204886396198801,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,51,JBL,-0.122458015439025,1,F002,NONE,YES,-0.122458015439025,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,52,FORM,-0.1406373256288792,1,F002,NONE,YES,-0.1406373256288792,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,53,MOD,-0.1599968488229854,1,F002,NONE,YES,-0.1599968488229854,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,54,GEV,-0.1785474668768186,1,F002,NONE,YES,-0.1785474668768186,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,55,GOOGL,-0.2041443289094454,1,F002,NONE,YES,-0.2041443289094454,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,56,AVGO,-0.2079483782562283,1,F002,NONE,YES,-0.2079483782562283,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,57,CLS,-0.2343847733776294,1,F002,NONE,YES,-0.2343847733776294,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,58,AMZN,-0.2447030763966264,1,F002,NONE,YES,-0.2447030763966264,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,59,KLAC,-0.3025207650175224,1,F002,NONE,YES,-0.3025207650175224,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,60,XLK,-0.3098493887398284,1,F002,NONE,YES,-0.3098493887398284,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,61,IYW,-0.3368816345654913,1,F002,NONE,YES,-0.3368816345654913,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,62,ORCL,-0.3508988077961833,1,F002,NONE,YES,-0.3508988077961833,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,63,MKSI,-0.3559396511371374,1,F002,NONE,YES,-0.3559396511371374,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,64,NVDA,-0.3570636456102082,1,F002,NONE,YES,-0.3570636456102082,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,65,LRCX,-0.3718060292424768,1,F002,NONE,YES,-0.3718060292424768,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,66,NXPI,-0.3752479102034299,1,F002,NONE,YES,-0.3752479102034299,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,67,MCHP,-0.401972251124069,1,F002,NONE,YES,-0.401972251124069,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,68,GNRC,-0.4530491985524437,1,F002,NONE,YES,-0.4530491985524437,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,69,CRWV,-0.4845597718551181,1,F002,NONE,YES,-0.4845597718551181,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,70,AMAT,-0.4893182129144374,1,F002,NONE,YES,-0.4893182129144374,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,71,NTAP,-0.4997520250899879,1,F002,NONE,YES,-0.4997520250899879,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,72,QQQ,-0.4998765190722092,1,F002,NONE,YES,-0.4998765190722092,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,73,TSM,-0.5737443722184025,1,F002,NONE,YES,-0.5737443722184025,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,74,PSTG,-0.5783388313578478,1,F002,NONE,YES,-0.5783388313578478,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,75,TER,-0.6264595098723305,1,F002,NONE,YES,-0.6264595098723305,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,76,AAPL,-0.6340479711813016,1,F002,NONE,YES,-0.6340479711813016,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,77,SMCI,-0.6725568671071076,1,F002,NONE,YES,-0.6725568671071076,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,78,ETR,-0.6793864788170509,1,F002,NONE,YES,-0.6793864788170509,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,79,IGV,-0.6866952439116132,1,F002,NONE,YES,-0.6866952439116132,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,80,SPY,-0.7137768141071651,1,F002,NONE,YES,-0.7137768141071651,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,81,CAMT,-0.7257845003090558,1,F002,NONE,YES,-0.7257845003090558,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,82,ASML,-0.7402528882451482,1,F002,NONE,YES,-0.7402528882451482,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,83,ETN,-0.7446838661115069,1,F002,NONE,YES,-0.7446838661115069,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,84,TSLA,-0.7478841402515637,1,F002,NONE,YES,-0.7478841402515637,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,85,ANET,-0.788837671928117,1,F002,NONE,YES,-0.788837671928117,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,86,ENTG,-0.7947229257397442,1,F002,NONE,YES,-0.7947229257397442,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,87,NET,-0.8232804234247778,1,F002,NONE,YES,-0.8232804234247778,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,88,CARR,-0.8293044010723534,1,F002,NONE,YES,-0.8293044010723534,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,89,MSFT,-0.8604664108301417,1,F002,NONE,YES,-0.8604664108301417,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,90,PLTR,-0.9471578039098706,1,F002,NONE,YES,-0.9471578039098706,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,91,D,-0.9570900996118266,1,F002,NONE,YES,-0.9570900996118266,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,92,ACMR,-0.968849540057196,1,F002,NONE,YES,-0.968849540057196,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,93,META,-1.0037227222578469,1,F002,NONE,YES,-1.0037227222578469,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,94,CEG,-1.0589573918419486,1,F002,NONE,YES,-1.0589573918419486,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,95,HUBB,-1.0854310099516666,1,F002,NONE,YES,-1.0854310099516666,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,96,FLR,-1.145484522191994,1,F002,NONE,YES,-1.145484522191994,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,97,CRM,-1.1536606630322022,1,F002,NONE,YES,-1.1536606630322022,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,98,ZS,-1.1573873341890553,1,F002,NONE,YES,-1.1573873341890553,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,99,APH,-1.1943903101068765,1,F002,NONE,YES,-1.1943903101068765,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,100,SNOW,-1.2387651810313272,1,F002,NONE,YES,-1.2387651810313272,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,101,NOW,-1.2759043420164586,1,F002,NONE,YES,-1.2759043420164586,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,102,MDB,-1.2861897934654554,1,F002,NONE,YES,-1.2861897934654554,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,103,VST,-1.290059256214379,1,F002,NONE,YES,-1.290059256214379,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-15,V18.3A,104,ECL,-1.308555306270384,1,F002,NONE,YES,-1.308555306270384,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-15,V18.3A,105,ACM,-1.4801058180506472,1,F002,NONE,YES,-1.4801058180506472,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
