portfolio_id,ticker,source_rank,motif_id,composite_candidate_score,technical_timing_score,factor_pack_score,raw_weight,final_weight,weight_sum_check,readiness_status,official_decision_impact
FULL318_EQUAL_WEIGHT,TWLO,68,,41.763811,50.0,66.909528,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KLIC,69,,41.716,40.0,74.29,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HTZ,70,,40.914843,70.0,49.787108,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PUMP,71,,40.669884,50.0,64.174711,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,OLPX,72,,40.593772,60.0,56.484429,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LBRT,73,,40.458386,60.0,56.145964,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BITF,74,,40.384,50.0,63.46,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,APLD,75,,40.362536,40.0,70.906341,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,EWY,76,,40.1929,50.0,62.982249,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ETR,77,,40.152,64.0,52.38,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MCHP,78,,40.144,50.0,62.86,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LPLA,79,,39.968,64.0,51.92,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,U,80,,39.897302,70.0,47.243256,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ECL,81,,39.884,72.0,45.71,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AMD,82,,39.76,50.0,61.9,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SMTC,83,,39.742207,40.0,69.355517,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CHPT,84,,39.708,58.0,55.77,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BN,85,,39.616,50.0,61.54,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ACMR,86,,39.484,44.0,65.71,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,COHR,87,,39.428,40.0,68.57,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SEI,88,,39.144581,50.0,60.361452,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PWR,89,,39.0,50.0,60.0,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MPLX,90,,38.848,50.0,59.62,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KLAC,91,,38.732,58.0,53.33,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ETN,92,,38.628,64.0,48.57,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SATS,93,,38.622888,50.0,59.057221,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ASML,94,,38.62,50.0,59.05,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HUM,95,,38.48347,40.0,66.208675,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RVMD,96,,38.438059,40.0,66.095148,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,APH,97,,38.36,72.0,41.9,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,XYZ,98,,38.326374,60.0,50.815936,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,IREN,99,,38.24,50.0,58.1,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WYFI,100,,38.017887,50.0,57.544718,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WULF,101,,38.015944,50.0,57.539861,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,VST,102,,37.98,72.0,40.95,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,QCOM,103,,37.856,50.0,57.14,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,QSR,104,,37.694858,70.0,41.737146,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,XENE,105,,37.636994,60.0,49.092485,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MRVL,106,,37.476,50.0,56.19,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TWST,107,,37.448987,60.0,48.622467,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GSG,108,,37.13243,50.0,55.331074,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DELL,109,,37.096,50.0,55.24,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,EQIX,110,,36.986178,60.0,47.465445,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NFLX,111,,36.892,64.0,44.23,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ARGT,112,,36.54,50.0,53.85,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RIOT,113,,36.503542,40.0,61.258856,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ROKU,114,,36.42039,50.0,53.550975,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ACM,115,,36.4,68.0,40.0,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,UNH,116,,36.332522,50.0,53.331304,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CRCL,117,,36.306363,50.0,53.265907,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MCK,118,,36.124,64.0,42.31,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,VIST,119,,36.042571,50.0,52.606428,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CEG,120,,36.02,68.0,39.05,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,JCI,121,,36.019782,70.0,37.549456,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DBVT,122,,35.851684,70.0,37.12921,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,XPO,123,,35.726432,60.0,44.316081,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BLSH,124,,35.676937,70.0,36.692342,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WLK,125,,35.644882,70.0,36.612205,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SOLS,126,,35.46783,50.0,51.169574,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NVT,127,,35.38,50.0,50.95,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SANM,128,,35.38,50.0,50.95,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,EWZ,129,,35.290541,70.0,35.726352,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,IBIT,130,,35.270648,60.0,43.17662,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,XLK,131,,35.248,54.0,47.62,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AAL,132,,35.0,50.0,50.0,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GOOG,133,,34.850946,50.0,49.627364,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TQQQ,134,,34.808,50.0,49.52,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PTON,135,,34.719287,60.0,41.798217,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BKNG,136,,34.676,72.0,32.69,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PCT,137,,34.600968,40.0,56.502421,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ANET,138,,34.552,72.0,32.38,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,UPST,139,,34.519048,70.0,33.797619,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CVNA,140,,34.321612,70.0,33.304029,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,APO,141,,34.232,50.0,48.08,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BYND,142,,33.941802,70.0,32.354505,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KKR,143,,33.926012,70.0,32.31503,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NRG,144,,33.908,72.0,30.77,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RNG,145,,33.77411,50.0,46.935276,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,JD,146,,33.672735,50.0,46.681837,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PTGX,147,,33.581955,50.0,46.454887,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,USFD,148,,33.54238,70.0,31.355949,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SFIX,149,,33.536378,70.0,31.340945,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BABA,150,,33.46,50.0,46.15,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WAB,151,,33.445361,60.0,38.613403,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CNM,152,,33.305342,70.0,30.763356,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CRS,153,,33.247019,50.0,45.617547,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TSM,154,,32.904,50.0,44.76,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SNPS,155,,32.881778,50.0,44.704445,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,VMC,156,,32.809491,70.0,29.523727,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PYPL,157,,32.785338,70.0,29.463345,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SHW,158,,32.689895,70.0,29.224737,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TSLA,159,,32.524,50.0,43.81,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RDDT,160,,32.457146,70.0,28.642866,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HIVE,161,,32.427821,30.0,58.569552,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TEVA,162,,32.389117,50.0,43.472792,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SFM,163,,32.322369,50.0,43.305923,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WWD,164,,32.304956,60.0,35.762391,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CRH,165,,32.289218,70.0,28.223045,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,UBER,166,,32.166154,60.0,35.415384,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PINS,167,,32.146805,60.0,35.367012,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GNRC,168,,32.144,50.0,42.86,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,EEM,169,,32.093962,50.0,42.734905,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FIGR,170,,32.038065,60.0,35.095162,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,JBS,171,,31.998565,70.0,27.496412,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,VEEV,172,,31.947966,70.0,27.369914,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FLS,173,,31.882517,70.0,27.206292,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ET,174,,31.83667,50.0,42.091675,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,COGT,175,,31.722303,70.0,26.805757,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,IWM,176,,31.455809,50.0,41.139523,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LHX,177,,31.418816,60.0,33.547041,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LIN,178,,31.350254,50.0,40.875635,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GRAB,179,,31.31437,70.0,25.785924,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PCOR,180,,31.292054,70.0,25.730134,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KVYO,181,,31.273721,70.0,25.684303,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,QS,182,,31.180681,50.0,40.451703,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ADBE,183,,31.152,50.0,40.38,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FLR,184,,31.008,64.0,29.52,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CHYM,185,,30.93596,70.0,24.839899,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CIFR,186,,30.668,40.0,46.67,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PI,187,,30.652828,50.0,39.13207,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CPNG,188,,30.585258,70.0,23.963145,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NVAX,189,,30.43812,50.0,38.595301,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CAI,190,,30.424312,70.0,23.56078,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MA,191,,30.384,50.0,38.46,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TTD,192,,30.316083,70.0,23.290208,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FWONK,193,,30.151076,50.0,37.877691,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,YPF,194,,30.133517,40.0,45.333793,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PDD,195,,30.086842,60.0,30.217106,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ABR,196,,30.06,72.0,21.15,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PFGC,197,,30.020483,50.0,37.551207,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ZG,198,,30.005827,70.0,22.514567,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,IYW,199,,29.856,50.0,37.14,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FLUT,200,,29.847202,70.0,22.118006,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RSP,201,,29.841267,50.0,37.103167,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KRC,202,,29.806166,50.0,37.015416,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,Z,203,,29.761568,70.0,21.903921,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FCNCA,204,,29.737042,50.0,36.842606,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HLT,205,,29.719989,50.0,36.799972,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KNX,206,,29.692455,40.0,44.231138,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ADSK,207,,29.616,50.0,36.54,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AMC,208,,29.608772,50.0,36.521931,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BTDR,209,,29.532,54.0,33.33,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,V,210,,29.501591,50.0,36.253978,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TIGR,211,,29.475559,70.0,21.188898,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,EQT,212,,29.436562,50.0,36.091404,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,XLF,213,,29.281688,50.0,35.704221,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DIS,214,,29.247469,50.0,35.618672,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SCCO,215,,29.16213,50.0,35.405326,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KWEB,216,,29.134565,60.0,27.836413,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MSFT,217,,29.096,50.0,35.24,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,INSM,218,,28.991239,70.0,19.978097,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CART,219,,28.848,50.0,34.62,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TTWO,220,,28.820733,40.0,42.051832,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,QQQ,221,,28.716,50.0,34.29,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SCHW,222,,28.545088,50.0,33.862721,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SHOP,223,,28.523376,60.0,26.308441,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CRM,224,,28.448,58.0,27.62,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HPE,225,,28.44,44.0,38.1,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GT,226,,28.349778,70.0,18.374445,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GS,227,,28.30354,40.0,40.75885,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PONY,228,,28.195808,70.0,17.989521,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TLN,229,,28.18193,50.0,32.954825,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NTRA,230,,28.168,58.0,26.92,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DASH,231,,28.069533,50.0,32.673833,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RTX,232,,28.051253,50.0,32.628132,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,COF,233,,28.029476,50.0,32.57369,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,META,234,,27.96,64.0,21.9,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TEAM,235,,27.925391,50.0,32.313478,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MNTN,236,,27.728584,60.0,24.321461,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PM,237,,27.646466,40.0,39.116164,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,FN,238,,27.572,50.0,31.43,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WVE,239,,27.544222,70.0,16.360556,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DAL,240,,27.45742,40.0,38.643549,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,JHX,241,,27.423512,50.0,31.05878,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RKT,242,,27.347766,60.0,23.369415,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ENPH,243,,27.330192,30.0,45.82548,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WHR,244,,27.321762,70.0,15.804406,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LINE,245,,27.288744,40.0,38.221861,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ON,246,,27.192,50.0,30.48,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,UAL,247,,27.184506,50.0,30.461266,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PLTR,248,,26.924,58.0,23.81,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PSIX,249,,26.917594,70.0,14.793986,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ISRG,250,,26.833055,50.0,29.582638,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,INFY,251,,26.80017,50.0,29.500425,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DUOL,252,,26.741522,50.0,29.353806,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PATH,253,,26.690265,50.0,29.225662,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HOOD,254,,26.689519,50.0,29.223797,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AFRM,255,,26.54,50.0,28.85,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,IGV,256,,26.476,40.0,36.19,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PSTG,257,,26.428,50.0,28.57,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LCID,258,,26.087442,70.0,12.718605,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PGNY,259,,26.025378,40.0,35.063445,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DAKT,260,,25.682138,50.0,26.705345,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AVGO,261,,25.668,50.0,26.67,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WDAY,262,,25.641569,50.0,26.603923,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SPY,263,,25.284,50.0,25.71,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SE,264,,25.111539,50.0,25.278848,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DB,265,,25.084522,40.0,32.711306,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GEHC,266,,25.004001,50.0,25.010002,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CMG,267,,25.0,50.0,25.0,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,HUBS,268,,24.965966,50.0,24.914915,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,OKTA,269,,24.77958,30.0,39.44895,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RERE,270,,24.683748,40.0,31.709369,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,RH,271,,24.578681,50.0,23.946703,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DOCU,272,,24.382979,40.0,30.957447,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GEMI,273,,24.036701,50.0,22.591753,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MELI,274,,23.648,66.0,9.62,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CPAY,275,,23.609393,30.0,36.523483,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NUVB,276,,23.552,58.0,15.38,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,KLAR,277,,23.495852,40.0,28.73963,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ORCL,278,,23.38,50.0,20.95,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,WING,279,,22.868124,60.0,12.170311,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,D,280,,22.7,49.0,20.0,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,APP,281,,22.692,50.0,19.23,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,OPCH,282,,22.641466,50.0,19.103666,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AMZN,283,,22.62,50.0,19.05,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,STG,284,,22.577206,50.0,18.943015,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CSGP,285,,22.098806,50.0,17.747014,0.0031446541,0.0031446541,1.0,READY,NONE
