Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVAX,NVAX,NVAX,NVAX,NVAX,NVAX
Date,,,,,,
1995-12-05,80.0,80.0,85.0,67.5,67.5,3595
1995-12-06,85.0,85.0,87.5,82.5,82.5,340
1995-12-07,90.0,90.0,90.0,77.5,87.5,750
1995-12-08,82.5,82.5,92.5,82.5,92.5,295
1995-12-11,87.5,87.5,87.5,85.0,85.0,75
1995-12-12,95.0,95.0,100.0,90.0,90.0,325
1995-12-13,77.5,77.5,92.5,75.0,92.5,3475
1995-12-14,75.0,75.0,78.75,71.25,76.25,1195
1995-12-15,67.5,67.5,77.5,62.5,77.5,1180
1995-12-18,67.5,67.5,68.75,60.0,67.5,1250
1995-12-19,66.25,66.25,70.0,65.0,70.0,2395
1995-12-20,72.5,72.5,80.0,65.0,65.0,4030
1995-12-21,82.5,82.5,85.0,70.0,70.0,4205
1995-12-22,73.75,73.75,80.0,72.5,80.0,1720
1995-12-26,70.0,70.0,75.0,67.5,72.5,2840
1995-12-27,70.0,70.0,73.75,68.75,72.5,2040
1995-12-28,72.5,72.5,72.5,67.5,70.0,1480
1995-12-29,75.0,75.0,75.0,67.5,70.0,6020
1996-01-02,80.0,80.0,80.0,72.5,72.5,3825
1996-01-03,80.0,80.0,81.25,78.75,80.0,4085
1996-01-04,77.5,77.5,81.25,77.5,80.0,3220
1996-01-05,77.5,77.5,77.5,75.0,77.5,565
1996-01-08,75.0,75.0,75.0,75.0,75.0,155
1996-01-09,77.5,77.5,80.0,73.75,75.0,1105
1996-01-10,70.0,70.0,75.0,70.0,72.5,1150
1996-01-11,70.0,70.0,72.5,68.75,72.5,1590
1996-01-12,68.75,68.75,70.0,67.5,70.0,630
1996-01-15,71.25,71.25,72.5,68.75,71.25,1840
1996-01-16,70.0,70.0,71.25,67.5,71.25,910
1996-01-17,70.0,70.0,70.0,65.0,68.75,1870
1996-01-18,71.25,71.25,72.5,68.75,70.0,3140
1996-01-19,71.25,71.25,73.75,70.0,71.25,1750
1996-01-22,72.5,72.5,75.0,70.0,71.25,950
1996-01-23,73.75,73.75,75.0,68.75,72.5,1430
1996-01-24,80.0,80.0,80.0,72.5,75.0,1495
1996-01-25,85.0,85.0,85.0,75.0,78.75,5090
1996-01-26,95.0,95.0,97.5,83.75,85.0,5745
1996-01-29,96.25,96.25,101.25,92.5,96.25,3085
1996-01-30,96.25,96.25,97.5,93.75,96.25,670
1996-01-31,95.0,95.0,97.5,92.5,96.25,610
1996-02-01,91.25,91.25,96.25,91.25,96.25,955
1996-02-02,91.25,91.25,92.5,87.5,90.0,1270
1996-02-05,90.0,90.0,91.25,86.25,91.25,555
1996-02-06,95.0,95.0,95.0,91.25,91.25,1290
1996-02-07,100.0,100.0,100.0,90.0,93.75,3270
1996-02-08,98.75,98.75,103.75,97.5,100.0,3405
1996-02-09,98.75,98.75,98.75,96.25,96.25,1065
1996-02-12,97.5,97.5,101.25,96.25,98.75,3835
1996-02-13,102.5,102.5,103.75,96.25,96.25,3185
1996-02-14,105.0,105.0,108.75,102.5,102.5,5260
1996-02-15,108.75,108.75,110.0,103.75,105.0,3165
1996-02-16,121.25,121.25,125.0,108.75,108.75,3305
1996-02-20,122.5,122.5,132.5,120.0,123.75,5455
1996-02-21,128.75,128.75,131.25,120.0,121.25,4925
1996-02-22,123.75,123.75,130.0,123.75,127.5,3760
1996-02-23,120.0,120.0,123.75,120.0,122.5,2740
1996-02-26,122.5,122.5,125.0,121.25,121.25,3400
1996-02-27,117.5,117.5,122.5,116.25,122.5,2255
1996-02-28,116.25,116.25,118.75,115.0,117.5,1400
1996-02-29,117.5,117.5,118.75,113.75,118.75,2895
1996-03-01,115.0,115.0,117.5,111.25,117.5,985
1996-03-04,112.5,112.5,116.25,112.5,116.25,855
1996-03-05,115.0,115.0,115.0,112.5,112.5,820
1996-03-06,112.5,112.5,113.75,112.5,113.75,795
1996-03-07,113.75,113.75,115.0,112.5,112.5,1015
1996-03-08,107.5,107.5,112.5,105.0,111.25,1590
1996-03-11,113.75,113.75,113.75,107.5,107.5,985
1996-03-12,110.0,110.0,113.75,110.0,113.75,265
1996-03-13,111.25,111.25,113.75,108.75,113.75,1295
1996-03-14,107.5,107.5,111.25,107.5,110.0,1300
1996-03-15,105.0,105.0,107.5,105.0,106.25,220
1996-03-18,107.5,107.5,110.0,102.5,105.0,630
1996-03-19,115.0,115.0,115.0,107.5,107.5,1555
1996-03-20,116.25,116.25,116.25,115.0,116.25,1365
1996-03-21,120.0,120.0,126.25,117.5,117.5,4710
1996-03-22,118.75,118.75,121.25,118.75,120.0,1120
1996-03-25,117.5,117.5,121.25,117.5,118.75,665
1996-03-26,116.25,116.25,117.5,115.0,117.5,635
1996-03-27,117.5,117.5,118.75,116.25,117.5,605
1996-03-28,121.25,121.25,121.25,117.5,117.5,2060
1996-03-29,122.5,122.5,122.5,117.5,120.0,1470
1996-04-01,113.75,113.75,122.5,112.5,120.0,1545
1996-04-02,118.75,118.75,120.0,110.0,112.5,995
1996-04-03,116.25,116.25,117.5,116.25,117.5,535
1996-04-04,120.0,120.0,121.25,115.0,115.0,1095
1996-04-08,115.0,115.0,120.0,115.0,117.5,470
1996-04-09,113.75,113.75,116.25,112.5,115.0,330
1996-04-10,112.5,112.5,118.75,112.5,115.0,1405
1996-04-11,111.25,111.25,115.0,110.0,115.0,570
1996-04-12,110.0,110.0,111.25,107.5,110.0,835
1996-04-15,107.5,107.5,110.0,105.0,110.0,810
1996-04-16,111.25,111.25,112.5,107.5,110.0,755
1996-04-17,111.25,111.25,111.25,108.75,108.75,415
1996-04-18,111.25,111.25,111.25,108.75,111.25,770
1996-04-19,118.75,118.75,118.75,107.5,110.0,1960
1996-04-22,120.0,120.0,121.25,115.0,120.0,2915
1996-04-23,120.0,120.0,121.25,115.0,120.0,1500
1996-04-24,121.25,121.25,121.25,118.75,120.0,575
1996-04-25,117.5,117.5,121.25,117.5,120.0,960
1996-04-26,117.5,117.5,120.0,116.25,118.75,715
1996-04-29,120.0,120.0,122.5,115.0,115.0,2565
1996-04-30,117.5,117.5,122.5,117.5,120.0,1615
1996-05-01,120.0,120.0,121.25,115.0,117.5,1745
1996-05-02,127.5,127.5,132.5,117.5,117.5,5350
1996-05-03,127.5,127.5,130.0,125.0,130.0,1860
1996-05-06,126.25,126.25,133.75,122.5,122.5,3345
1996-05-07,137.5,137.5,138.75,123.75,123.75,9850
1996-05-08,150.0,150.0,150.0,135.0,136.25,11495
1996-05-09,143.75,143.75,150.0,140.0,150.0,3560
1996-05-10,142.5,142.5,147.5,137.5,143.75,2320
1996-05-13,140.0,140.0,142.5,137.5,141.25,990
1996-05-14,133.75,133.75,141.25,130.0,138.75,3530
1996-05-15,133.75,133.75,137.5,132.5,135.0,2165
1996-05-16,140.0,140.0,140.0,132.5,135.0,1360
1996-05-17,142.5,142.5,142.5,138.75,140.0,1520
1996-05-20,146.25,146.25,152.5,137.5,137.5,4725
1996-05-21,142.5,142.5,150.0,140.0,146.25,4015
1996-05-22,140.0,140.0,145.0,137.5,142.5,1410
1996-05-23,137.5,137.5,142.5,132.5,142.5,1360
1996-05-24,145.0,145.0,151.25,138.75,138.75,5615
1996-05-28,160.0,160.0,162.5,150.0,150.0,6725
1996-05-29,155.0,155.0,157.5,150.0,155.0,1460
1996-05-30,152.5,152.5,157.5,147.5,157.5,1255
1996-05-31,157.5,157.5,163.75,155.0,155.0,5300
1996-06-03,162.5,162.5,165.0,155.0,156.25,940
1996-06-04,160.0,160.0,165.0,158.75,162.5,2530
1996-06-05,160.0,160.0,160.0,155.0,160.0,1055
1996-06-06,161.25,161.25,163.75,157.5,157.5,1410
1996-06-07,160.0,160.0,160.0,155.0,155.0,1210
1996-06-10,162.5,162.5,162.5,156.25,157.5,920
1996-06-11,160.0,160.0,162.5,155.0,160.0,580
1996-06-12,145.0,145.0,157.5,145.0,157.5,1340
1996-06-13,150.0,150.0,152.5,146.25,150.0,1655
