source_id,relative_path,candidate_role,exists,selected,modified_time,parse_status,notes
V18_22C_READ_FIRST,outputs/v18/ops/V18_22C_READ_FIRST.txt,current,TRUE,TRUE,2026-05-21T00:59:51,TEXT_READ;KEYS=68,Selected first existing current/stable candidate.
V18_22C_READ_FIRST,outputs/v18/ops/V18_22C_STABLE_READ_FIRST.txt,fallback,TRUE,FALSE,2026-05-21T00:13:05,TEXT_READ;KEYS=71,Available fallback candidate.
V18_22C_READ_FIRST,archive/stable/V18_22C_stable_research_packet_writer_20260521_001304/outputs/v18/ops/V18_22C_READ_FIRST.txt,fallback,TRUE,FALSE,2026-05-20T23:49:53,TEXT_READ;KEYS=68,Available fallback candidate.
V18_22C_REPORT,outputs/v18/ops/V18_22C_CURRENT_RESEARCH_PACKET_WRITER_REPORT.md,current,TRUE,TRUE,2026-05-21T00:59:51,TEXT_READ;KEYS=4,Selected first existing current/stable candidate.
V18_22C_REPORT,outputs/v18/ops/V18_22C_CURRENT_STABLE_SNAPSHOT_REPORT.md,fallback,TRUE,FALSE,2026-05-21T00:13:05,TEXT_READ;KEYS=5,Available fallback candidate.
V18_22C_EXECUTIVE_BRIEF,outputs/v18/research_packets/V18_22C_CURRENT_EXECUTIVE_RESEARCH_BRIEF.md,current,TRUE,TRUE,2026-05-21T00:59:51,TEXT_READ;KEYS=6,Selected first existing current/stable candidate.
V18_22C_DETAILED_PACKET,outputs/v18/research_packets/V18_22C_CURRENT_DETAILED_RESEARCH_PACKET.md,current,TRUE,TRUE,2026-05-21T00:59:51,TEXT_READ;KEYS=6,Selected first existing current/stable candidate.
V18_22C_BLOCKED_GATE_EXPLANATION,outputs/v18/research_packets/V18_22C_CURRENT_BLOCKED_GATE_EXPLANATION.md,current,TRUE,TRUE,2026-05-21T00:59:51,TEXT_READ;KEYS=5,Selected first existing current/stable candidate.
V18_22C_NEXT_ACTION_CHECKLIST,outputs/v18/research_packets/V18_22C_CURRENT_NEXT_ACTION_CHECKLIST.csv,current,TRUE,TRUE,2026-05-21T00:59:51,CSV_ROWS=6;FIELDS=12,Selected first existing current/stable candidate.
V18_22C_DO_NOT_DO_YET_CHECKLIST,outputs/v18/research_packets/V18_22C_CURRENT_DO_NOT_DO_YET_CHECKLIST.csv,current,TRUE,TRUE,2026-05-21T00:59:51,CSV_ROWS=10;FIELDS=7,Selected first existing current/stable candidate.
V18_22C_SOURCE_AUDIT,outputs/v18/research_packets/V18_22C_CURRENT_RESEARCH_PACKET_SOURCE_AUDIT.csv,current,TRUE,TRUE,2026-05-21T00:59:51,CSV_ROWS=16;FIELDS=8,Selected first existing current/stable candidate.
V18_22C_VALIDATION,outputs/v18/research_packets/V18_22C_CURRENT_RESEARCH_PACKET_VALIDATION.csv,current,TRUE,TRUE,2026-05-21T00:59:51,CSV_ROWS=28;FIELDS=4,Selected first existing current/stable candidate.
V18_22B_READ_FIRST,outputs/v18/ops/V18_22B_READ_FIRST.txt,current,TRUE,TRUE,2026-05-21T00:59:50,TEXT_READ;KEYS=66,Selected first existing current/stable candidate.
V18_22B_READ_FIRST,outputs/v18/ops/V18_22B_STABLE_READ_FIRST.txt,fallback,TRUE,FALSE,2026-05-20T23:39:25,TEXT_READ;KEYS=68,Available fallback candidate.
V18_22B_GATE_SUMMARY,outputs/v18/research_command_center/V18_22B_CURRENT_DAILY_RESEARCH_GATE_SUMMARY.csv,current,TRUE,TRUE,2026-05-21T00:59:50,CSV_ROWS=8;FIELDS=6,Selected first existing current/stable candidate.
V18_22A_READ_FIRST,outputs/v18/ops/V18_22A_READ_FIRST.txt,current,TRUE,TRUE,2026-05-21T00:59:50,TEXT_READ;KEYS=53,Selected first existing current/stable candidate.
V18_22A_READ_FIRST,outputs/v18/ops/V18_22A_STABLE_READ_FIRST.txt,fallback,TRUE,FALSE,2026-05-20T23:20:54,TEXT_READ;KEYS=56,Available fallback candidate.
