category,status,relative_source_path,relative_snapshot_path,source_path,snapshot_path,size_bytes,modified_time,sha256,error
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_TIER_SUMMARY.csv,outputs/v18/tier_migration/V18_24A_CURRENT_TIER_SUMMARY.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_TIER_SUMMARY.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_TIER_SUMMARY.csv,394,2026-05-21T15:24:42,dcf29df5cbac82aaab8bfbfdc632058b86aa91f00d304ff6c8c0328cb69416c2,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_SOURCE_AUDIT.csv,outputs/v18/tier_migration/V18_24A_CURRENT_SOURCE_AUDIT.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_SOURCE_AUDIT.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_SOURCE_AUDIT.csv,1588,2026-05-21T15:24:42,c748a08833d4d594dc781dd88f4defccce6a0b34ec8b290784ccd2b8e104a51e,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_VALIDATION.csv,outputs/v18/tier_migration/V18_24A_CURRENT_VALIDATION.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_VALIDATION.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_VALIDATION.csv,2269,2026-05-21T15:24:43,7bd74361f7f3ad99e431165d36f89eaf5c80ceeed5759f131f22d2b44534746e,
critical,COPIED,outputs/v18/ops/V18_24A_READ_FIRST.txt,outputs/v18/ops/V18_24A_READ_FIRST.txt,D:\us-tech-quant\outputs\v18\ops\V18_24A_READ_FIRST.txt,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_24A_READ_FIRST.txt,3108,2026-05-21T15:24:43,f07b9b62766a8ed327a83fec15a843038c1b67b3d61cfbc7f570de11a16adb9b,
critical,COPIED,outputs/v18/ops/V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT_REPORT.md,outputs/v18/ops/V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT_REPORT.md,D:\us-tech-quant\outputs\v18\ops\V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT_REPORT.md,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT_REPORT.md,1579,2026-05-21T15:24:43,4dfe83fca097ec7d873309a918453a11a39f453ca3571314e18a164ca9c970bb,
critical,COPIED,scripts/v18/v18_24B_tier_migration_operator_homepage.py,scripts/v18/v18_24B_tier_migration_operator_homepage.py,D:\us-tech-quant\scripts\v18\v18_24B_tier_migration_operator_homepage.py,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\scripts\v18\v18_24B_tier_migration_operator_homepage.py,25619,2026-05-21T15:31:43,090127ffef4a7cb71f963d605889f1dc7613dd15e562ede4c2c64a1296b53a48,
critical,COPIED,scripts/v18/run_v18_24B_tier_migration_operator_homepage.ps1,scripts/v18/run_v18_24B_tier_migration_operator_homepage.ps1,D:\us-tech-quant\scripts\v18\run_v18_24B_tier_migration_operator_homepage.ps1,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\scripts\v18\run_v18_24B_tier_migration_operator_homepage.ps1,2073,2026-05-21T15:32:04,b6673658bd4c465863c622315aa66ad468fa3fe5eed8e2a0ecebad2b2012e083,
critical,COPIED,outputs/v18/operator_homepage/V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE.md,outputs/v18/operator_homepage/V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE.md,D:\us-tech-quant\outputs\v18\operator_homepage\V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE.md,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\operator_homepage\V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE.md,4769,2026-05-21T15:32:21,ca7f381c86c75f96a085d67a5a07e119ddcea58f8468cfece649dd95d5492266,
critical,COPIED,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_TIER_SUMMARY.csv,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_TIER_SUMMARY.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_TIER_SUMMARY.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_TIER_SUMMARY.csv,906,2026-05-21T15:32:21,f7d9e0291ce946396224f923c10f7dfb3a59181c73373b74e92744c8cb0dd562,
critical,COPIED,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_MOVEMENT_HIGHLIGHTS.csv,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_MOVEMENT_HIGHLIGHTS.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_MOVEMENT_HIGHLIGHTS.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_MOVEMENT_HIGHLIGHTS.csv,295,2026-05-21T15:32:21,1a5aa41bf553e0becac6249805332beb1fc3046c0a46efd014a6cac1fd75a52c,
critical,COPIED,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_TOP_TIER_CANDIDATES.csv,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_TOP_TIER_CANDIDATES.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_TOP_TIER_CANDIDATES.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_TOP_TIER_CANDIDATES.csv,4739,2026-05-21T15:32:21,e5406cdd9f2e26f97e62a9eb1f2d00305fa93b46fa8a5774321261465465ce75,
critical,COPIED,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_DATA_NOT_READY_SUMMARY.csv,outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_DATA_NOT_READY_SUMMARY.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_DATA_NOT_READY_SUMMARY.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24B_CURRENT_OPERATOR_DATA_NOT_READY_SUMMARY.csv,9597,2026-05-21T15:32:21,98b1d680a8a6d5a91ba81e64be406ed6ef2100b1c716f306e0fa1e08254d0a59,
critical,COPIED,outputs/v18/tier_migration/V18_24B_CURRENT_SOURCE_AUDIT.csv,outputs/v18/tier_migration/V18_24B_CURRENT_SOURCE_AUDIT.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24B_CURRENT_SOURCE_AUDIT.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24B_CURRENT_SOURCE_AUDIT.csv,1458,2026-05-21T15:32:21,50543c71b28a8f0ac8cba67e0219ee8a7fb6f9946afae017c4784be09924860b,
critical,COPIED,outputs/v18/tier_migration/V18_24B_CURRENT_VALIDATION.csv,outputs/v18/tier_migration/V18_24B_CURRENT_VALIDATION.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24B_CURRENT_VALIDATION.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24B_CURRENT_VALIDATION.csv,2348,2026-05-21T15:32:21,b49b491cf2b45927f35e14a083f04b6a74a5950e2b6d913d5144e9c98b764434,
critical,COPIED,outputs/v18/ops/V18_24B_READ_FIRST.txt,outputs/v18/ops/V18_24B_READ_FIRST.txt,D:\us-tech-quant\outputs\v18\ops\V18_24B_READ_FIRST.txt,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_24B_READ_FIRST.txt,2662,2026-05-21T15:32:21,c38213c5808f76bb5b422f52b19fbcbd13002c237320e7d04253f3819585976e,
critical,COPIED,outputs/v18/ops/V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE_REPORT.md,outputs/v18/ops/V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE_REPORT.md,D:\us-tech-quant\outputs\v18\ops\V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE_REPORT.md,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_24B_CURRENT_TIER_MIGRATION_OPERATOR_HOMEPAGE_REPORT.md,4769,2026-05-21T15:32:21,ca7f381c86c75f96a085d67a5a07e119ddcea58f8468cfece649dd95d5492266,
context,COPIED,outputs/v18/tier_migration/history/V18_24A_SCORE_TIER_SNAPSHOT_20260521_152442.csv,outputs/v18/tier_migration/history/V18_24A_SCORE_TIER_SNAPSHOT_20260521_152442.csv,D:\us-tech-quant\outputs\v18\tier_migration\history\V18_24A_SCORE_TIER_SNAPSHOT_20260521_152442.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\history\V18_24A_SCORE_TIER_SNAPSHOT_20260521_152442.csv,45663,2026-05-21T15:24:42,6b78225d964ca4204dcc434d2386c97dfd55feaca9d7133ac918533bce8e9ff8,
context,COPIED,outputs/v18/tier_migration/history/V18_24A_TIER_MOVEMENT_REPORT_20260521_152442.csv,outputs/v18/tier_migration/history/V18_24A_TIER_MOVEMENT_REPORT_20260521_152442.csv,D:\us-tech-quant\outputs\v18\tier_migration\history\V18_24A_TIER_MOVEMENT_REPORT_20260521_152442.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\history\V18_24A_TIER_MOVEMENT_REPORT_20260521_152442.csv,33535,2026-05-21T15:24:42,51f3d8233169549cf04b919a0f2fee06479fdd8ad717d1e9af84e96a57f37f34,
context,COPIED,outputs/v18/ops/V18_23C_R3_READ_FIRST.txt,outputs/v18/ops/V18_23C_R3_READ_FIRST.txt,D:\us-tech-quant\outputs\v18\ops\V18_23C_R3_READ_FIRST.txt,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_23C_R3_READ_FIRST.txt,2790,2026-05-21T15:15:59,14931aff18778349162140ff0e10de6d2e60fd9b81b0d0e21129059806ac5a34,
context,COPIED,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_5DAY_COVERAGE_AUDIT.csv,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_5DAY_COVERAGE_AUDIT.csv,D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23C_R3_CURRENT_5DAY_COVERAGE_AUDIT.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\rolling_coverage\V18_23C_R3_CURRENT_5DAY_COVERAGE_AUDIT.csv,464,2026-05-21T15:15:59,fd5e2482c2cf1dbdd027e7c1d3a9e7a2e1070356895bdb077f14c2d514db2d5b,
context,COPIED,outputs/v18/ops/V18_23A_STABLE_READ_FIRST.txt,outputs/v18/ops/V18_23A_STABLE_READ_FIRST.txt,D:\us-tech-quant\outputs\v18\ops\V18_23A_STABLE_READ_FIRST.txt,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_23A_STABLE_READ_FIRST.txt,2889,2026-05-21T14:02:13,2dbf66887db1351c4d977746ca3e0f9ffe201e5e06400b4e18e82003ab8876e9,
context,COPIED,outputs/v18/ops/V18_22D_STABLE_READ_FIRST.txt,outputs/v18/ops/V18_22D_STABLE_READ_FIRST.txt,D:\us-tech-quant\outputs\v18\ops\V18_22D_STABLE_READ_FIRST.txt,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\ops\V18_22D_STABLE_READ_FIRST.txt,2182,2026-05-21T13:40:45,6e33def58a057b417c27a304614c8c1df51533bde5191bff8d958299be3ce7fe,
