category,status,relative_source_path,relative_snapshot_path,source_path,snapshot_path,size_bytes,modified_time,sha256,error
critical,COPIED,scripts/v18/v18_24A_dynamic_score_tier_migration_audit.py,scripts/v18/v18_24A_dynamic_score_tier_migration_audit.py,D:\us-tech-quant\scripts\v18\v18_24A_dynamic_score_tier_migration_audit.py,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\scripts\v18\v18_24A_dynamic_score_tier_migration_audit.py,33514,2026-05-21T15:24:07,363ba4525506d6746770402c093313ef4703536a92c96cb7455f13c24f618cfe,
critical,COPIED,scripts/v18/run_v18_24A_dynamic_score_tier_migration_audit.ps1,scripts/v18/run_v18_24A_dynamic_score_tier_migration_audit.ps1,D:\us-tech-quant\scripts\v18\run_v18_24A_dynamic_score_tier_migration_audit.ps1,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\scripts\v18\run_v18_24A_dynamic_score_tier_migration_audit.ps1,1938,2026-05-21T15:24:26,072b7e550b429465bab777aff2262c02f33d8bb81afd0d67bf9fd7379adc3d4e,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT.md,outputs/v18/tier_migration/V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT.md,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT.md,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_DYNAMIC_SCORE_TIER_MIGRATION_AUDIT.md,1579,2026-05-21T15:24:43,4dfe83fca097ec7d873309a918453a11a39f453ca3571314e18a164ca9c970bb,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_SCORE_TIER_SNAPSHOT.csv,outputs/v18/tier_migration/V18_24A_CURRENT_SCORE_TIER_SNAPSHOT.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_SCORE_TIER_SNAPSHOT.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_SCORE_TIER_SNAPSHOT.csv,45663,2026-05-21T15:24:42,6b78225d964ca4204dcc434d2386c97dfd55feaca9d7133ac918533bce8e9ff8,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_TIER_MOVEMENT_REPORT.csv,outputs/v18/tier_migration/V18_24A_CURRENT_TIER_MOVEMENT_REPORT.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_TIER_MOVEMENT_REPORT.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_TIER_MOVEMENT_REPORT.csv,33535,2026-05-21T15:24:42,51f3d8233169549cf04b919a0f2fee06479fdd8ad717d1e9af84e96a57f37f34,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_UPGRADES.csv,outputs/v18/tier_migration/V18_24A_CURRENT_UPGRADES.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_UPGRADES.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_UPGRADES.csv,184,2026-05-21T15:24:42,74451902d63f5c4bf366f04187cbad59805f8ae550036db97b82a57b3126b663,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_DOWNGRADES.csv,outputs/v18/tier_migration/V18_24A_CURRENT_DOWNGRADES.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_DOWNGRADES.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_DOWNGRADES.csv,184,2026-05-21T15:24:42,74451902d63f5c4bf366f04187cbad59805f8ae550036db97b82a57b3126b663,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_LARGE_SCORE_MOVES.csv,outputs/v18/tier_migration/V18_24A_CURRENT_LARGE_SCORE_MOVES.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_LARGE_SCORE_MOVES.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_LARGE_SCORE_MOVES.csv,184,2026-05-21T15:24:42,74451902d63f5c4bf366f04187cbad59805f8ae550036db97b82a57b3126b663,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_NEWLY_SCORE_READY.csv,outputs/v18/tier_migration/V18_24A_CURRENT_NEWLY_SCORE_READY.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_NEWLY_SCORE_READY.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_NEWLY_SCORE_READY.csv,184,2026-05-21T15:24:42,74451902d63f5c4bf366f04187cbad59805f8ae550036db97b82a57b3126b663,
critical,COPIED,outputs/v18/tier_migration/V18_24A_CURRENT_DATA_NOT_READY_OR_BLOCKED.csv,outputs/v18/tier_migration/V18_24A_CURRENT_DATA_NOT_READY_OR_BLOCKED.csv,D:\us-tech-quant\outputs\v18\tier_migration\V18_24A_CURRENT_DATA_NOT_READY_OR_BLOCKED.csv,D:\us-tech-quant\archive\stable\V18_24B_stable_tier_migration_operator_homepage_20260521_154431\outputs\v18\tier_migration\V18_24A_CURRENT_DATA_NOT_READY_OR_BLOCKED.csv,29363,2026-05-21T15:24:42,b032c3e089886268d92642443951850542ac78776a4c274f856cee2c803628f9,
