snapshot_date,snapshot_timestamp,ticker,rank,tracking_tier,event_risk_level,days_to_earnings,underlying_price,options_snapshot_available,options_contract_count,good_liquidity_count,ok_liquidity_count,thin_liquidity_count,unusable_liquidity_count,liquidity_risk_score,liquidity_risk_level,atm_iv_near,atm_iv_mid,atm_iv_far,iv_level_score,iv_level_label,expected_move_pct_near,expected_move_pct_mid,expected_move_pct_far,expected_move_score,expected_move_level,put_call_iv_skew_score,put_call_volume_ratio,put_call_open_interest_ratio,skew_risk_score,skew_risk_level,earnings_options_risk_score,earnings_options_risk_level,overall_options_risk_score,overall_options_risk_level,buy_aggressiveness_reference,sell_review_reference,options_risk_reason,data_quality,notes
2026-05-28,2026-05-28T14:38:44+09:00,KEYS,1,TIER_2_IMPORTANT,LOW_PASS,58,347.6500,TRUE,18,0,12,6,0,35.00,MEDIUM,UNKNOWN,0.5060,0.4839,35.00,MEDIUM,UNKNOWN,0.0912,0.1358,60.00,HIGH,-0.0217,66.9570,0.7852,15.00,LOW,25.00,LOW,37.50,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=HIGH;IV=MEDIUM;SKEW=LOW;LIQUIDITY=MEDIUM;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,VRT,2,TIER_2_IMPORTANT,LOW_PASS,44,319.7800,TRUE,24,11,6,7,0,10.00,LOW,0.6853,0.6507,0.6493,60.00,HIGH,0.0858,0.1702,0.1933,85.00,EXTREME,-0.0193,0.7043,2.5207,15.00,LOW,25.00,LOW,47.50,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=EXTREME;IV=HIGH;SKEW=LOW;LIQUIDITY=LOW;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,FIX,3,TIER_2_IMPORTANT,LOW_PASS,40,1867.0900,TRUE,12,0,7,5,0,35.00,MEDIUM,UNKNOWN,0.6595,0.6326,60.00,HIGH,UNKNOWN,0.1288,0.1879,85.00,EXTREME,-0.0435,2.4583,1.4330,15.00,LOW,25.00,LOW,51.25,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=HIGH;SKEW=LOW;LIQUIDITY=MEDIUM;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,LITE,4,TIER_2_IMPORTANT,LOW_PASS,54,902.3100,TRUE,24,3,13,8,0,35.00,MEDIUM,1.0484,0.9385,0.9280,80.00,EXTREME,0.1311,0.2434,0.2750,85.00,EXTREME,-0.0487,0.7821,0.5676,15.00,LOW,25.00,LOW,56.25,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=EXTREME;SKEW=LOW;LIQUIDITY=MEDIUM;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,NVDA,5,TIER_2_IMPORTANT,UNKNOWN_REVIEW,UNKNOWN,212.6000,TRUE,24,24,0,0,0,10.00,LOW,0.3850,0.3831,0.3826,35.00,MEDIUM,0.0476,0.0952,0.1143,60.00,HIGH,-0.0098,0.3864,1.7900,15.00,LOW,UNKNOWN,UNKNOWN,34.72,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=HIGH;IV=MEDIUM;SKEW=LOW;LIQUIDITY=LOW;EARNINGS_OPTIONS=UNKNOWN,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,GEV,6,TIER_2_IMPORTANT,LOW_PASS,44,1031.8900,TRUE,24,2,12,10,0,35.00,MEDIUM,0.5189,0.5109,0.5161,60.00,HIGH,0.0638,0.1103,0.1510,60.00,HIGH,-0.0209,1.0993,1.5321,15.00,LOW,25.00,LOW,43.75,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=HIGH;IV=HIGH;SKEW=LOW;LIQUIDITY=MEDIUM;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,AMKR,7,TIER_2_IMPORTANT,LOW_PASS,42,72.1900,TRUE,15,13,2,0,0,10.00,LOW,UNKNOWN,0.8650,0.8364,80.00,EXTREME,UNKNOWN,0.1683,0.2459,85.00,EXTREME,-0.0211,0.3282,1.3982,15.00,LOW,25.00,LOW,52.50,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=EXTREME;SKEW=LOW;LIQUIDITY=LOW;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,GOOGL,7,TIER_2_IMPORTANT,LOW_PASS,39,388.8300,TRUE,24,15,6,3,0,10.00,LOW,0.3007,0.3162,0.3131,35.00,MEDIUM,0.0367,0.0752,0.0925,35.00,MEDIUM,-0.0118,0.6060,0.6616,15.00,LOW,15.00,LOW,25.25,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=MEDIUM;IV=MEDIUM;SKEW=LOW;LIQUIDITY=LOW;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,ENTG,8,TIER_2_IMPORTANT,LOW_PASS,45,140.0000,TRUE,18,0,6,12,0,60.00,HIGH,UNKNOWN,0.7084,0.6578,60.00,HIGH,UNKNOWN,0.1386,0.1957,85.00,EXTREME,-0.0186,2.9683,1.2964,15.00,LOW,35.00,MEDIUM,56.00,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=HIGH;SKEW=LOW;LIQUIDITY=HIGH;EARNINGS_OPTIONS=MEDIUM,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,D,9,TIER_2_IMPORTANT,LOW_PASS,45,67.2000,TRUE,18,0,3,14,1,60.00,HIGH,UNKNOWN,0.2761,0.2637,15.00,LOW,UNKNOWN,0.0435,0.0677,35.00,MEDIUM,0.0635,5.5095,0.4083,35.00,MEDIUM,25.00,LOW,32.75,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=MEDIUM;IV=LOW;SKEW=MEDIUM;LIQUIDITY=HIGH;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,MCHP,12,TIER_3_OCCASIONAL,LOW_PASS,50,96.8500,TRUE,22,6,7,9,0,35.00,MEDIUM,0.5972,0.5310,0.5302,60.00,HIGH,0.0749,0.0847,0.1585,60.00,HIGH,-0.0198,0.2361,0.3967,15.00,LOW,25.00,LOW,43.75,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=HIGH;IV=HIGH;SKEW=LOW;LIQUIDITY=MEDIUM;EARNINGS_OPTIONS=LOW,PARTIAL,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,ICHR,13,TIER_3_OCCASIONAL,LOW_PASS,48,73.7400,TRUE,17,0,2,15,0,60.00,HIGH,UNKNOWN,0.8717,0.8377,80.00,EXTREME,UNKNOWN,0.1695,0.2936,85.00,EXTREME,0.0181,0.5907,0.1570,15.00,LOW,35.00,MEDIUM,61.00,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=EXTREME;SKEW=LOW;LIQUIDITY=HIGH;EARNINGS_OPTIONS=MEDIUM,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,CRWV,14,TIER_3_OCCASIONAL,UNKNOWN_REVIEW,UNKNOWN,104.2700,TRUE,24,16,4,4,0,10.00,LOW,0.9184,0.8659,0.8575,80.00,EXTREME,0.1148,0.2160,0.2556,85.00,EXTREME,-0.0114,0.5326,0.8163,15.00,LOW,UNKNOWN,UNKNOWN,55.56,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=EXTREME;SKEW=LOW;LIQUIDITY=LOW;EARNINGS_OPTIONS=UNKNOWN,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,ETR,14,TIER_3_OCCASIONAL,LOW_PASS,45,111.5100,TRUE,17,0,5,9,3,60.00,HIGH,UNKNOWN,0.2591,0.2548,15.00,LOW,UNKNOWN,0.0453,0.0684,35.00,MEDIUM,0.0231,0.6314,0.2680,15.00,LOW,25.00,LOW,28.75,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=MEDIUM;IV=LOW;SKEW=LOW;LIQUIDITY=HIGH;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,COHU,15,TIER_3_OCCASIONAL,LOW_PASS,45,54.9400,TRUE,10,1,2,7,0,60.00,HIGH,UNKNOWN,0.7858,0.7729,60.00,HIGH,UNKNOWN,0.1538,0.1847,85.00,EXTREME,0.0158,0.1124,0.0339,15.00,LOW,35.00,MEDIUM,56.00,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=HIGH;SKEW=LOW;LIQUIDITY=HIGH;EARNINGS_OPTIONS=MEDIUM,PARTIAL,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,HUBB,16,TIER_3_OCCASIONAL,LOW_PASS,43,484.2500,TRUE,17,0,1,16,0,60.00,HIGH,UNKNOWN,0.4126,0.3922,35.00,MEDIUM,UNKNOWN,0.0712,0.0972,60.00,HIGH,0.0224,1.2754,2.2526,15.00,LOW,35.00,MEDIUM,42.25,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=HIGH;IV=MEDIUM;SKEW=LOW;LIQUIDITY=HIGH;EARNINGS_OPTIONS=MEDIUM,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,FN,17,TIER_3_OCCASIONAL,LOW_PASS,57,686.9000,TRUE,12,0,11,1,0,10.00,LOW,UNKNOWN,0.8352,0.8005,80.00,EXTREME,UNKNOWN,0.1637,0.2368,85.00,EXTREME,-0.0508,0.4242,0.6690,15.00,LOW,25.00,LOW,52.50,HIGH,NO_CHASE_REFERENCE,REVIEW_HOLDING_RISK,EXPECTED_MOVE=EXTREME;IV=EXTREME;SKEW=LOW;LIQUIDITY=LOW;EARNINGS_OPTIONS=LOW,COMPLETE,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
2026-05-28,2026-05-28T14:38:44+09:00,CARR,18,TIER_3_OCCASIONAL,LOW_PASS,43,64.5100,TRUE,19,1,5,12,1,60.00,HIGH,0.4646,0.4526,0.4194,35.00,MEDIUM,0.0357,0.1402,0.1093,60.00,HIGH,-0.0008,1.8961,0.2411,15.00,LOW,35.00,MEDIUM,42.25,MEDIUM,SMALL_SIZE_ONLY_REFERENCE,REVIEW_POSITION_SIZE,EXPECTED_MOVE=HIGH;IV=MEDIUM;SKEW=LOW;LIQUIDITY=HIGH;EARNINGS_OPTIONS=MEDIUM,PARTIAL,"Read-only options risk reference; no options trade recommendation, no order instruction, no ranking/weight/permission/trading changes."
