snapshot_date,snapshot_timestamp,ticker,rank,tracking_tier,event_risk_level,days_to_earnings,underlying_price,provider,provider_status,expiration_date,days_to_expiration,option_type,strike,moneyness_target,actual_moneyness_pct,bid,ask,mid,last_price,volume,open_interest,implied_volatility,contract_symbol,currency,in_the_money,bid_ask_spread,bid_ask_spread_pct,liquidity_status,selected_contract_reason,raw_expiration_count,raw_chain_call_count,raw_chain_put_count,fetch_error,notes
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-07-17,48,CALL,340.0,DTE_45_75_ATM,0.0049,20.4,22.9,21.6500,22.1,6.0,19.0,0.47913118530273435,KEYS260717C00340000,USD,False,2.5000,0.1155,THIN,nearest available strike for target moneyness; data-quality only,6,27,30,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-07-17,48,CALL,360.0,DTE_45_75_OTM_5PCT,0.0640,12.0,15.0,13.5000,13.15,2.0,158.0,0.47711704528808596,KEYS260717C00360000,USD,False,3.0000,0.2222,OK,nearest available strike for target moneyness; data-quality only,6,27,30,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-07-17,48,CALL,370.0,DTE_45_75_OTM_10PCT,0.0936,9.1,11.9,10.5000,12.1,1.0,127.0,0.47519445709228514,KEYS260717C00370000,USD,False,2.8000,0.2667,THIN,nearest available strike for target moneyness; data-quality only,6,27,30,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-07-17,48,PUT,340.0,DTE_45_75_ATM,0.0049,20.2,22.5,21.3500,21.0,22.0,62.0,0.43732252136230465,KEYS260717P00340000,USD,True,2.3000,0.1077,OK,nearest available strike for target moneyness; data-quality only,6,27,30,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-07-17,48,PUT,320.0,DTE_45_75_OTM_5PCT,-0.0542,11.9,13.7,12.8000,14.8,1.0,101.0,0.45044494873046875,KEYS260717P00320000,USD,False,1.8000,0.1406,OK,nearest available strike for target moneyness; data-quality only,6,27,30,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-07-17,48,PUT,300.0,DTE_45_75_OTM_10PCT,-0.1133,6.3,7.9,7.1000,7.9,7.0,21.0,0.4715018670654296,KEYS260717P00300000,USD,False,1.6000,0.2254,OK,nearest available strike for target moneyness; data-quality only,6,27,30,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-09-18,111,CALL,340.0,DTE_76_120_ATM,0.0049,37.1,40.1,38.6000,35.0,1.0,9.0,0.5278672702026368,KEYS260918C00340000,USD,False,3.0000,0.0777,THIN,nearest available strike for target moneyness; data-quality only,6,36,36,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-09-18,111,CALL,360.0,DTE_76_120_OTM_5PCT,0.0640,28.6,31.5,30.0500,26.0,1.0,7.0,0.519688641052246,KEYS260918C00360000,USD,False,2.9000,0.0965,THIN,nearest available strike for target moneyness; data-quality only,6,36,36,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-09-18,111,CALL,370.0,DTE_76_120_OTM_10PCT,0.0936,24.5,27.9,26.2000,29.6,10.0,287.0,0.5138445832824707,KEYS260918C00370000,USD,False,3.4000,0.1298,OK,nearest available strike for target moneyness; data-quality only,6,36,36,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-09-18,111,PUT,340.0,DTE_76_120_ATM,0.0049,34.7,37.1,35.9000,33.2,1.0,1.0,0.48529567443847654,KEYS260918P00340000,USD,True,2.4000,0.0669,THIN,nearest available strike for target moneyness; data-quality only,6,36,36,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-09-18,111,PUT,330.0,DTE_76_120_OTM_5PCT,-0.0246,29.8,32.1,30.9500,27.18,1.0,22.0,0.49060567993164067,KEYS260918P00330000,USD,False,2.3000,0.0743,OK,nearest available strike for target moneyness; data-quality only,6,36,36,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,KEYS,1,TIER_1_CORE,LOW_PASS,57,338.3300,yfinance,OK,2026-09-18,111,PUT,300.0,DTE_76_120_OTM_10PCT,-0.1133,17.8,19.6,18.7000,15.9,10.0,33.0,0.5059558682250976,KEYS260918P00300000,USD,False,1.8000,0.0963,OK,nearest available strike for target moneyness; data-quality only,6,36,36,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-06-12,13,CALL,315.0,DTE_7_14_ATM,-0.0022,15.65,18.95,17.3000,15.72,5.0,77.0,0.6881134704589844,VRT260612C00315000,USD,True,3.3000,0.1908,OK,nearest available strike for target moneyness; data-quality only,14,50,45,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-06-12,13,CALL,330.0,DTE_7_14_OTM_5PCT,0.0453,9.45,11.75,10.6000,11.0,87.0,178.0,0.6660189648437502,VRT260612C00330000,USD,False,2.3000,0.2170,OK,nearest available strike for target moneyness; data-quality only,14,50,45,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-06-12,13,CALL,345.0,DTE_7_14_OTM_10PCT,0.0928,5.85,6.9,6.3750,5.8,21.0,72.0,0.6671175866699222,VRT260612C00345000,USD,False,1.0500,0.1647,OK,nearest available strike for target moneyness; data-quality only,14,50,45,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-06-12,13,PUT,315.0,DTE_7_14_ATM,-0.0022,14.5,17.4,15.9500,16.73,27.0,163.0,0.6621127539062501,VRT260612P00315000,USD,False,2.9000,0.1818,OK,nearest available strike for target moneyness; data-quality only,14,50,45,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-06-12,13,PUT,300.0,DTE_7_14_OTM_5PCT,-0.0498,8.75,9.75,9.2500,9.1,37.0,327.0,0.6610141320800782,VRT260612P00300000,USD,False,1.0000,0.1081,OK,nearest available strike for target moneyness; data-quality only,14,50,45,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-06-12,13,PUT,285.0,DTE_7_14_OTM_10PCT,-0.0973,4.4,5.45,4.9250,5.28,12.0,101.0,0.6717562121582032,VRT260612P00285000,USD,False,1.0500,0.2132,OK,nearest available strike for target moneyness; data-quality only,14,50,45,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-07-02,33,CALL,315.0,DTE_21_45_ATM,-0.0022,24.2,27.7,25.9500,24.21,12.0,22.0,0.667666897583008,VRT260702C00315000,USD,True,3.5000,0.1349,OK,nearest available strike for target moneyness; data-quality only,14,21,18,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
2026-05-30,2026-05-30T16:51:44+09:00,VRT,2,TIER_1_CORE,LOW_PASS,43,315.7100,yfinance,OK,2026-07-02,33,CALL,330.0,DTE_21_45_OTM_5PCT,0.0453,17.5,21.45,19.4750,18.0,6.0,30.0,0.6625399957275393,VRT260702C00330000,USD,False,3.9500,0.2028,OK,nearest available strike for target moneyness; data-quality only,14,21,18,NONE,Read-only options data snapshot; no options trade recommendation and no order instruction.
