asof_date,calendar_market_event_risk_coefficient,calendar_market_event_risk_level,calendar_active_market_event_count,hard_lock_overlay_detected,hard_lock_overlay_type,hard_lock_overlay_advisory_coefficient,final_advisory_market_event_risk_coefficient,final_advisory_market_event_risk_level,coefficient_semantics_status,official_decision_impact,notes
2026-05-20,1.000000,NORMAL,0,TRUE,OFFICIAL_NO_TRADE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,CALENDAR_AND_HARD_LOCK_OVERLAY_SEPARATED,NONE,Calendar coefficient is separate from advisory hard-lock overlay.
