ticker,yf_ticker,price_date,close,bb_mid_20,bb_upper_20_2,bb_lower_20_2,bb_percent_b,bb_bandwidth,bb_squeeze_flag,bb_status,rsi_14,rsi_status,kdj_k,kdj_d,kdj_j,kdj_status,volume_ratio_5_20,overheat_penalty,pullback_timing_bonus,breakout_confirmation_bonus,technical_timing_score,technical_signal,technical_warning_label,option_data_status,put_call_ratio,iv_rank_proxy,gamma_squeeze_status,gamma_squeeze_risk_label,official_decision_impact,vix_date,vix_close,vix_regime,signal_bb_squeeze,signal_watch_positive,signal_pullback_watch,signal_old_overheat,signal_breakout_continuation,signal_exhaustion_risk,signal_overheat_unclassified,technical_read_center_label
COHU,COHU,2026-05-15,47.14,47.1045,51.2766,42.9324,0.5043,0.1771,False,BB_MID,57.6894,RSI_NEUTRAL,47.8302,61.8731,19.7443,KDJ_NEUTRAL,0.7202,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
CORZ,CORZ,2026-05-15,24.21,21.831,25.1992,18.4628,0.8532,0.3086,False,BB_UPPER_HALF,65.5946,RSI_STRONG,77.6696,72.6671,87.6744,KDJ_NEUTRAL,0.7877,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
DELL,DELL,2026-05-15,241.99,224.169,259.1241,189.2139,0.7549,0.3119,False,BB_UPPER_HALF,62.9708,RSI_STRONG,66.7786,70.4206,59.4947,KDJ_NEUTRAL,1.135,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
FN,FN,2026-05-15,722.04,680.22,751.1807,609.2593,0.7947,0.2086,False,BB_UPPER_HALF,58.4148,RSI_NEUTRAL,68.1615,53.1426,98.1991,KDJ_NEUTRAL,1.0967,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
GNRC,GNRC,2026-05-15,263.68,248.288,296.0893,200.4867,0.661,0.385,False,BB_UPPER_HALF,63.8835,RSI_STRONG,68.3529,81.8977,41.2633,KDJ_NEUTRAL,0.7988,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
IGV,IGV,2026-05-15,91.78,87.682,92.8396,82.5244,0.8973,0.1176,False,BB_UPPER_HALF,64.1357,RSI_STRONG,77.0912,75.6441,79.9855,KDJ_GOLDEN_CROSS,0.9111,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
INTC,INTC,2026-05-15,108.77,97.5715,139.4624,55.6806,0.6337,0.8587,False,BB_UPPER_HALF,62.2538,RSI_STRONG,56.247,72.6153,23.5105,KDJ_NEUTRAL,0.917,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
JBL,JBL,2026-05-15,339.82,344.3385,367.2056,321.4714,0.4012,0.1328,True,BB_MID,53.481,RSI_NEUTRAL,42.4188,55.7485,15.7595,KDJ_NEUTRAL,0.8957,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,True,False,False,False,False,False,False,BB_SQUEEZE_ONLY
KLIC,KLIC,2026-05-15,102.04,91.8195,108.1622,75.4768,0.8127,0.356,False,BB_UPPER_HALF,69.2504,RSI_STRONG,78.8228,78.5122,79.444,KDJ_NEUTRAL,1.0931,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
LITE,LITE,2026-05-15,970.7,922.776,1065.1237,780.4283,0.6683,0.3085,False,BB_UPPER_HALF,55.5822,RSI_NEUTRAL,62.113,66.1763,53.9865,KDJ_NEUTRAL,1.1661,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
MCHP,MCHP,2026-05-15,93.85,92.6855,106.3628,79.0082,0.5426,0.2951,False,BB_MID,59.3421,RSI_NEUTRAL,32.0661,53.5057,-10.813,KDJ_NEUTRAL,1.0302,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
NOW,NOW,2026-05-15,95.07,91.9045,100.9624,82.8466,0.6747,0.1971,False,BB_UPPER_HALF,52.0387,RSI_NEUTRAL,55.4668,47.6105,71.1794,KDJ_GOLDEN_CROSS,0.8874,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
NVDA,NVDA,2026-05-15,225.32,210.301,232.4433,188.1587,0.8391,0.2106,False,BB_UPPER_HALF,64.6633,RSI_STRONG,82.8,78.4404,91.519,KDJ_NEUTRAL,1.0826,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
NXPI,NXPI,2026-05-15,291.5,272.903,335.7769,210.0291,0.6479,0.4608,False,BB_UPPER_HALF,64.3464,RSI_STRONG,49.9211,66.4495,16.8643,KDJ_NEUTRAL,0.8645,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
POWL,POWL,2026-05-15,292.65,278.6665,333.8867,223.4463,0.6266,0.3963,False,BB_UPPER_HALF,60.8717,RSI_STRONG,53.8993,66.5476,28.6027,KDJ_NEUTRAL,1.0047,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
PWR,PWR,2026-05-15,769.99,706.531,850.8124,562.2496,0.7199,0.4084,False,BB_UPPER_HALF,69.2948,RSI_STRONG,74.8734,81.4973,61.6256,KDJ_NEUTRAL,0.9568,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
QCOM,QCOM,2026-05-15,201.49,176.826,240.9549,112.6971,0.6923,0.7253,False,BB_UPPER_HALF,62.3287,RSI_STRONG,55.2197,66.2272,33.2048,KDJ_NEUTRAL,1.09,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SANM,SANM,2026-05-15,235.34,215.545,267.0362,164.0538,0.6922,0.4778,False,BB_UPPER_HALF,67.6575,RSI_STRONG,63.9586,72.8715,46.1329,KDJ_NEUTRAL,0.7373,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SMCI,SMCI,2026-05-15,31.04,29.997,35.8737,24.1203,0.5887,0.3918,False,BB_MID,53.6133,RSI_NEUTRAL,57.2583,64.8672,42.0404,KDJ_NEUTRAL,0.8297,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SNDK,SNDK,2026-05-15,1407.61,1217.489,1670.9013,764.0767,0.7097,0.7448,False,BB_UPPER_HALF,65.5029,RSI_STRONG,58.9355,73.38,30.0464,KDJ_NEUTRAL,0.9251,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
VECO,VECO,2026-05-15,58.64,53.652,64.7245,42.5795,0.7252,0.4128,False,BB_UPPER_HALF,66.2019,RSI_STRONG,64.7083,66.9751,60.1747,KDJ_NEUTRAL,0.8206,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
WDC,WDC,2026-05-15,482.02,441.4585,530.194,352.723,0.7286,0.402,False,BB_UPPER_HALF,66.4573,RSI_STRONG,64.186,75.3922,41.7735,KDJ_NEUTRAL,0.8964,0,0,0,50.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
BTDR,BTDR,2026-05-15,13.35,12.6525,14.8952,10.4098,0.6555,0.3545,False,BB_UPPER_HALF,55.9396,RSI_NEUTRAL,57.9553,60.2276,53.4107,KDJ_HIGH_DEAD_CROSS,1.252,10,0,4,44.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SMH,SMH,2026-05-15,556.34,521.8955,597.755,446.036,0.727,0.2907,False,BB_UPPER_HALF,66.1343,RSI_STRONG,82.8284,88.9189,70.6474,KDJ_HIGH_DEAD_CROSS,1.2684,10,0,4,44.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
ASML,ASML,2026-05-15,1501.8101,1478.443,1614.818,1342.068,0.5857,0.1845,False,BB_MID,52.3379,RSI_NEUTRAL,72.3357,77.0098,62.9874,KDJ_HIGH_DEAD_CROSS,1.058,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
AVGO,AVGO,2026-05-15,425.19,418.535,439.493,397.577,0.6588,0.1001,True,BB_UPPER_HALF,58.6371,RSI_NEUTRAL,62.7141,63.3774,61.3875,KDJ_HIGH_DEAD_CROSS,0.9492,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,True,False,False,False,False,False,False,BB_SQUEEZE_ONLY
BE,BE,2026-05-15,275.95,264.1665,322.0999,206.2331,0.6017,0.4386,False,BB_UPPER_HALF,58.7906,RSI_NEUTRAL,64.4181,68.6114,56.0316,KDJ_HIGH_DEAD_CROSS,0.8997,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
CIEN,CIEN,2026-05-15,554.46,534.629,604.666,464.592,0.6416,0.262,False,BB_UPPER_HALF,57.6163,RSI_NEUTRAL,71.1963,77.3544,58.8801,KDJ_HIGH_DEAD_CROSS,0.8759,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
FIX,FIX,2026-05-15,1992.74,1870.376,2137.1203,1603.6317,0.7294,0.2852,False,BB_UPPER_HALF,66.0022,RSI_STRONG,76.7443,84.5123,61.2083,KDJ_HIGH_DEAD_CROSS,0.8839,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
GOOGL,GOOGL,2026-05-15,396.78,372.892,425.151,320.633,0.7286,0.2803,False,BB_UPPER_HALF,70.2336,RSI_OVERHEAT,79.7972,84.3893,70.613,KDJ_NEUTRAL,0.9102,10,0,0,40.0,TECH_TIMING_NEUTRAL,RSI_OVERHEAT,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
ICHR,ICHR,2026-05-15,73.27,69.6577,77.8922,61.4233,0.7193,0.2364,True,BB_UPPER_HALF,61.4616,RSI_STRONG,81.675,81.4669,82.0913,KDJ_OVERHEAT,0.8168,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_OVERHEAT,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,True,False,False,False,False,False,False,BB_SQUEEZE_ONLY
IRDM,IRDM,2026-05-15,41.62,40.446,44.4845,36.4075,0.6454,0.1997,False,BB_UPPER_HALF,59.0346,RSI_NEUTRAL,71.8959,75.7413,64.2052,KDJ_HIGH_DEAD_CROSS,0.8839,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
KLAC,KLAC,2026-05-15,1804.3199,1812.6715,1930.1924,1695.1506,0.4645,0.1297,True,BB_MID,53.068,RSI_NEUTRAL,66.659,67.0411,65.895,KDJ_HIGH_DEAD_CROSS,0.9415,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,True,False,False,False,False,False,False,BB_SQUEEZE_ONLY
LRCX,LRCX,2026-05-15,284.72,273.208,308.4112,238.0048,0.6635,0.2577,False,BB_UPPER_HALF,57.1258,RSI_NEUTRAL,75.9466,80.3822,67.0752,KDJ_HIGH_DEAD_CROSS,0.9045,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
MKSI,MKSI,2026-05-15,303.17,291.0595,325.2202,256.8988,0.6773,0.2347,False,BB_UPPER_HALF,59.6587,RSI_NEUTRAL,67.7974,73.1195,57.1532,KDJ_HIGH_DEAD_CROSS,0.8659,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
MOD,MOD,2026-05-15,271.26,262.1595,294.2283,230.0907,0.6419,0.2447,False,BB_UPPER_HALF,55.9833,RSI_NEUTRAL,66.0139,75.7405,46.5605,KDJ_HIGH_DEAD_CROSS,1.1243,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
MRVL,MRVL,2026-05-15,176.89,164.5955,182.7457,146.4453,0.8387,0.2205,False,BB_UPPER_HALF,65.8718,RSI_STRONG,65.5569,68.8767,58.9172,KDJ_HIGH_DEAD_CROSS,1.0154,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
NVT,NVT,2026-05-15,169.01,155.917,186.8183,125.0157,0.7119,0.3964,False,BB_UPPER_HALF,67.3601,RSI_STRONG,74.6086,83.7413,56.3432,KDJ_HIGH_DEAD_CROSS,0.729,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
ON,ON,2026-05-15,113.11,101.2255,118.5097,83.9413,0.8438,0.3415,False,BB_UPPER_HALF,69.3261,RSI_STRONG,85.0142,86.2904,82.4619,KDJ_HIGH_DEAD_CROSS,0.9267,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
ORCL,ORCL,2026-05-15,192.95,182.049,204.5148,159.5832,0.7426,0.2468,False,BB_UPPER_HALF,62.5073,RSI_STRONG,72.4721,74.2918,68.8328,KDJ_HIGH_DEAD_CROSS,0.7174,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SNOW,SNOW,2026-05-15,157.47,147.249,159.4949,135.0032,0.9173,0.1663,False,BB_NEAR_UPPER,58.0471,RSI_NEUTRAL,78.5513,72.0857,91.4824,KDJ_NEUTRAL,0.8749,10,0,0,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_CHASE_RISK,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SOXL,SOXL,2026-05-15,164.18,140.6605,202.7701,78.5509,0.6893,0.8831,False,BB_UPPER_HALF,61.5438,RSI_STRONG,77.2862,85.2242,61.4104,KDJ_HIGH_DEAD_CROSS,0.9695,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SOXX,SOXX,2026-05-15,508.52,476.1915,552.453,399.93,0.712,0.3203,False,BB_UPPER_HALF,64.756,RSI_STRONG,81.5187,88.0592,68.4377,KDJ_HIGH_DEAD_CROSS,1.1531,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
SPY,SPY,2026-05-15,739.17,723.8045,751.0263,696.5827,0.7822,0.0752,False,BB_UPPER_HALF,67.9323,RSI_STRONG,83.6293,89.2298,72.4282,KDJ_HIGH_DEAD_CROSS,1.0292,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
STX,STX,2026-05-15,795.47,698.88,906.2648,491.4952,0.7329,0.5935,False,BB_UPPER_HALF,73.0783,RSI_OVERHEAT,72.4573,82.4292,52.5133,KDJ_NEUTRAL,0.7408,10,0,0,40.0,TECH_TIMING_NEUTRAL,RSI_OVERHEAT,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
TQQQ,TQQQ,2026-05-15,75.34,67.3245,81.8745,52.7745,0.7754,0.4322,False,BB_UPPER_HALF,69.945,RSI_STRONG,85.1418,90.624,74.1773,KDJ_HIGH_DEAD_CROSS,0.9649,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
TSLA,TSLA,2026-05-15,422.24,401.32,452.5819,350.0581,0.7041,0.2555,False,BB_UPPER_HALF,57.963,RSI_NEUTRAL,75.8947,81.1502,65.3836,KDJ_HIGH_DEAD_CROSS,1.0197,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
TSM,TSM,2026-05-15,404.35,397.84,426.0647,369.6153,0.6153,0.1419,False,BB_UPPER_HALF,56.2802,RSI_NEUTRAL,59.5869,61.657,55.4468,KDJ_HIGH_DEAD_CROSS,1.0659,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
VRT,VRT,2026-05-15,370.94,336.537,384.8046,288.2694,0.8564,0.2868,False,BB_UPPER_HALF,68.8696,RSI_STRONG,86.5836,86.4114,86.928,KDJ_OVERHEAT,0.9287,10,0,0,40.0,TECH_TIMING_NEUTRAL,KDJ_OVERHEAT,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
ZS,ZS,2026-05-15,161.05,142.5235,159.4581,125.5889,1.047,0.2376,False,BB_ABOVE_UPPER,65.5295,RSI_STRONG,86.5364,82.1535,95.3022,KDJ_OVERHEAT,1.305,20,0,9,39.0,TECH_TIMING_NEUTRAL,BB_UPPER_CHASE_RISK;KDJ_OVERHEAT,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,True,False,False,BREAKOUT_CONTINUATION
ALAB,ALAB,2026-05-15,232.68,203.495,232.3283,174.6617,1.0061,0.2834,False,BB_ABOVE_UPPER,70.0798,RSI_OVERHEAT,75.5975,65.7612,95.2702,KDJ_NEUTRAL,0.9387,20,0,5,35.0,TECH_TIMING_NEUTRAL,BB_UPPER_CHASE_RISK;RSI_OVERHEAT,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
HPE,HPE,2026-05-15,33.1,29.6965,33.3211,26.0719,0.9695,0.2441,False,BB_NEAR_UPPER,69.6809,RSI_STRONG,80.3482,81.4889,78.0669,KDJ_HIGH_DEAD_CROSS,1.324,20,0,4,34.0,TECH_TIMING_NEUTRAL,BB_UPPER_CHASE_RISK;KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
IYW,IYW,2026-05-15,238.8,225.019,248.1258,201.9122,0.7982,0.2054,False,BB_UPPER_HALF,73.0675,RSI_OVERHEAT,88.6014,92.0882,81.6278,KDJ_HIGH_DEAD_CROSS,0.8938,20,0,0,30.0,TECH_TIMING_NEUTRAL,RSI_OVERHEAT;KDJ_HIGH_DEAD_CROSS,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-18,18.59,VIX_CAUTION,False,False,False,False,False,False,False,NEUTRAL
