factor_date,version,ticker,factor_id,factor_name,factor_value,rank_metric,status,reason,official_decision_impact,source,factor_rank,factor_zscore
2026-05-15,V18.1B,ASML,F004,PULLBACK_REPAIR_20D,1.4952827165026252,1.4952827165026252,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,65,0.09843327643296905
2026-05-15,V18.1B,ASML,F005,DIST_TO_MA20,0.0739580177285688,-0.043958017728568805,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,24,0.7317682620385272
2026-05-15,V18.1B,AVGO,F001,REL_STRENGTH_20D,-0.02014990958065388,-0.02014990958065388,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,74,-0.4860054526488091
2026-05-15,V18.1B,AVGO,F002,REL_STRENGTH_60D,0.13175510029765625,0.13175510029765625,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,56,-0.20794837825622836
2026-05-15,V18.1B,AVGO,F003,VOL_ADJ_MOMENTUM_20D,3.942312229536007,3.942312229536007,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,69,-0.2675643192976056
2026-05-15,V18.1B,AVGO,F004,PULLBACK_REPAIR_20D,1.5,1.5,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,26,0.10627394209721526
2026-05-15,V18.1B,AVGO,F005,DIST_TO_MA20,0.05313068667154042,-0.023130686671540418,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,13,1.05971070398595
2026-05-15,V18.1B,BE,F001,REL_STRENGTH_20D,0.32055030592892453,0.32055030592892453,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,11,1.1050077520527979
2026-05-15,V18.1B,BE,F002,REL_STRENGTH_60D,0.7395477457800566,0.7395477457800566,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,11,1.138730244403968
2026-05-15,V18.1B,BE,F003,VOL_ADJ_MOMENTUM_20D,6.259653173194634,6.259653173194634,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,45,0.20311467352311083
2026-05-15,V18.1B,BE,F004,PULLBACK_REPAIR_20D,1.5,1.5,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,26,0.10627394209721526
2026-05-15,V18.1B,BE,F005,DIST_TO_MA20,0.16355144371914543,-0.13355144371914543,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,89,-0.6789495501158211
2026-05-15,V18.1B,BTDR,F001,REL_STRENGTH_20D,0.06375406953667095,0.06375406953667095,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,51,-0.09418785868864704
2026-05-15,V18.1B,BTDR,F002,REL_STRENGTH_60D,0.3451773644233278,0.3451773644233278,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,34,0.26492868406765674
2026-05-15,V18.1B,BTDR,F003,VOL_ADJ_MOMENTUM_20D,2.8134420806936866,2.8134420806936866,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,77,-0.4968510222907358
2026-05-15,V18.1B,BTDR,F004,PULLBACK_REPAIR_20D,2.4768211673756486,2.4768211673756486,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,3,1.7298626433939364
2026-05-15,V18.1B,BTDR,F005,DIST_TO_MA20,0.16790054518387798,-0.13790054518387798,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,90,-0.7474295176506054
2026-05-15,V18.1B,CAMT,F001,REL_STRENGTH_20D,-0.17516696823093136,-0.17516696823093136,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,94,-1.2099092720159594
2026-05-15,V18.1B,CAMT,F002,REL_STRENGTH_60D,-0.10195840881494211,-0.10195840881494211,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,81,-0.7257845003090558
2026-05-15,V18.1B,CAMT,F003,VOL_ADJ_MOMENTUM_20D,-0.9544329890242953,-0.9544329890242953,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,91,-1.2621504262227274
2026-05-15,V18.1B,CAMT,F004,PULLBACK_REPAIR_20D,-0.1740094713932283,-0.1740094713932283,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,103,-2.676121602135027
2026-05-15,V18.1B,CAMT,F005,DIST_TO_MA20,-0.0928773741222304,-0.1228773741222304,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,85,-0.510878065606154
2026-05-15,V18.1B,CARR,F001,REL_STRENGTH_20D,-0.0022975936151194976,-0.0022975936151194976,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,71,-0.40263811343774253
2026-05-15,V18.1B,CARR,F002,REL_STRENGTH_60D,-0.1486797521898835,-0.1486797521898835,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,88,-0.8293044010723534
2026-05-15,V18.1B,CARR,F003,VOL_ADJ_MOMENTUM_20D,4.502899945933861,4.502899945933861,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,62,-0.15370241112054245
2026-05-15,V18.1B,CARR,F004,PULLBACK_REPAIR_20D,1.4827688049682974,1.4827688049682974,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,72,0.07763372165801811
2026-05-15,V18.1B,CARR,F005,DIST_TO_MA20,0.04135692274021929,-0.011356922740219294,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,7,1.2450977266427472
2026-05-15,V18.1B,CEG,F001,REL_STRENGTH_20D,-0.20367542238657432,-0.20367542238657432,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,100,-1.3430389999775878
2026-05-15,V18.1B,CEG,F002,REL_STRENGTH_60D,-0.2523283855416715,-0.2523283855416715,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,94,-1.0589573918419486
2026-05-15,V18.1B,CEG,F003,VOL_ADJ_MOMENTUM_20D,-2.3579825367721376,-2.3579825367721376,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,98,-1.5472277210919647
2026-05-15,V18.1B,CEG,F004,PULLBACK_REPAIR_20D,0.8527790160685762,0.8527790160685762,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,95,-0.9694814897556453
2026-05-15,V18.1B,CEG,F005,DIST_TO_MA20,-0.08494035020825719,-0.11494035020825719,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,79,-0.38590348307244526
2026-05-15,V18.1B,CIEN,F001,REL_STRENGTH_20D,0.07083402984255138,0.07083402984255138,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,48,-0.061125624435078435
2026-05-15,V18.1B,CIEN,F002,REL_STRENGTH_60D,0.7127168864698596,0.7127168864698596,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,12,1.0792814423672679
2026-05-15,V18.1B,CIEN,F003,VOL_ADJ_MOMENTUM_20D,4.89373464394587,4.89373464394587,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,59,-0.0743193222733536
2026-05-15,V18.1B,CIEN,F004,PULLBACK_REPAIR_20D,1.5,1.5,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,26,0.10627394209721526
2026-05-15,V18.1B,CIEN,F005,DIST_TO_MA20,0.11139398095619746,-0.08139398095619746,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,52,0.14231005618840575
2026-05-15,V18.1B,CIFR,F001,REL_STRENGTH_20D,0.16162060222396946,0.16162060222396946,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,34,0.36283253259864834
