ticker,bucket,bucket_index,planned_today,last_scan_date,last_scan_status,days_since_last_scan,overdue_for_5day_window,source
MOD,bucket_2,2,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MOH,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MPLX,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MPW,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MPWR,bucket_1,1,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MRVL,bucket_2,2,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MSFT,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MTSI,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MTZ,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MU,bucket_1,1,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NAMS,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NET,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NFLX,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NI,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NOW,bucket_1,1,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NRG,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NTAP,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NTRA,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NU,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NUVB,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NVAX,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NVDA,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NVT,bucket_4,4,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NXPI,bucket_5,5,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
OC,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
OKTA,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
OLMA,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
OLPX,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ON,bucket_5,5,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
OPCH,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ORCL,bucket_2,2,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PANW,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PATH,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PCOR,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PCT,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PDD,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PFGC,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PGNY,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PI,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PINS,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PLTR,bucket_2,2,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PLUG,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PM,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PONY,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
POWL,bucket_1,1,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PSIX,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PSTG,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PTGX,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PTON,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PUMP,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PWR,bucket_2,2,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PYPL,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
QCOM,bucket_4,4,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
QQQ,bucket_5,5,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
QS,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
QSR,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RBLX,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RDDT,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RERE,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RH,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RIOT,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RKT,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RNG,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ROKU,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RSP,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RTX,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RVMD,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SANM,bucket_4,4,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SATS,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SCCO,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SCHW,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SE,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SEI,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SFIX,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SFM,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SHOP,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SHW,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SITM,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SMCI,bucket_5,5,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SMH,bucket_1,1,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SMTC,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SNDK,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SNOW,bucket_4,4,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SNPS,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SOLS,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SOXL,bucket_2,2,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SOXX,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SPOT,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SPY,bucket_5,5,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
STG,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
STM,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
STUB,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
STX,bucket_4,4,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TEAM,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TER,bucket_1,1,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TEVA,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TICKERS,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TIGR,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TLN,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TQQQ,bucket_1,1,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TSEM,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TSLA,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TSM,bucket_4,4,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TTD,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TTMI,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TTWO,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TWLO,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TWST,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TXN,bucket_5,5,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
U,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
UAL,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
UBER,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
UNH,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
UPST,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
USFD,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
V,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VECO,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VEEV,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VIAV,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VIST,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VMC,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VRT,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VST,bucket_4,4,FALSE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WAB,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WDAY,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WDC,bucket_2,2,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WHR,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WING,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WLK,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WOLF,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WULF,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WVE,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WWD,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WYFI,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
XENE,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
XLF,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
XLK,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
XPO,bucket_4,4,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
XYZ,bucket_5,5,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
YPF,bucket_1,1,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
Z,bucket_2,2,FALSE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ZG,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ZS,bucket_4,4,FALSE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
