rank,ticker,composite_candidate_score,ranking_source_policy,primary_score_source_files,audit_only_source_files,score_source_status,score_source_files,score_source_columns,latest_price_date,latest_close,technical_status,event_risk_status,overheat_status,pullback_status,execution_status,final_action,reason
0,RDDT,32.457146,PRIMARY_CURRENT_ONLY_R25F_PREVIEW,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score;factor_pack_rank;overheat_penalty;volatility_penalty,2026-05-22,141.48739624023438,TECH_TIMING_STAGED_REFRESH,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,,WAIT_PULLBACK_REVIEW_ONLY,R27J preview refreshed from current official factor pack and technical timing only; no external fetch.
0,TLN,28.181930,PRIMARY_CURRENT_ONLY_R25F_PREVIEW,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_score;technical_timing_score;factor_pack_rank;overheat_penalty;volatility_penalty,2026-05-22,366.2513122558594,TECH_TIMING_STAGED_REFRESH,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,,REVIEW_ONLY,R27J preview refreshed from current official factor pack and technical timing only; no external fetch.
