ticker,in_total_universe,in_current_full_candidates_before,in_current_top_candidates_before,in_latest_signal_freeze,calculation_attempted,price_data_attempted,price_data_available,price_data_source,latest_price_date,history_row_count,history_start_date,history_end_date,factor_calculation_attempted,factor_calculation_success,technical_calculation_attempted,technical_calculation_success,ranking_merge_attempted,ranking_merge_success,factor_score,technical_timing_score,recomputed_composite_score,recomputed_rank,rank_eligible,calculation_status,failure_bucket,failure_reason,evidence_sources,factor_source_true,technical_source_true,score_source_true,factor_recomputed_by_v18_35d,factor_reused_from_raw105,legacy_factor_pack_used,authoritative_row_ok,authoritative_row_block_reason,raw_universe_token_count,sanitized_universe_count,invalid_pseudo_ticker_count,invalid_pseudo_tickers,yfinance_failed_ticker_count,yfinance_failed_tickers,yfinance_failed_ticker_count_raw,price_unavailable_excluded_count,price_unavailable_excluded_tickers,current_price_refresh_blocking_failed_ticker_count
AAL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AAL.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.045219,50.0,29.018088,239,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AAL.csv,,,,,,,,,,,,,,,,,,
AAPL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AAPL.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41.743511,30.0,25.697404,289,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AAPL.csv,,,,,,,,,,,,,,,,,,
ABR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ABR.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23.632551,70.0,30.45302,207,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ABR.csv,,,,,,,,,,,,,,,,,,
ACLS,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ACLS.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.720347,50.0,48.488139,15,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ACLS.csv,,,,,,,,,,,,,,,,,,
ACM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ACM.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.614432,70.0,30.045773,218,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ACM.csv,,,,,,,,,,,,,,,,,,
ACMR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ACMR.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51.643586,50.0,35.657434,115,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ACMR.csv,,,,,,,,,,,,,,,,,,
ADBE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ADBE.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.752512,50.0,28.101005,258,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ADBE.csv,,,,,,,,,,,,,,,,,,
ADMA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ADMA.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.188358,70.0,25.875343,288,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ADMA.csv,,,,,,,,,,,,,,,,,,
ADSK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ADSK.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.446931,50.0,28.378772,250,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ADSK.csv,,,,,,,,,,,,,,,,,,
AEHR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AEHR.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.954867,50.0,48.581947,14,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AEHR.csv,,,,,,,,,,,,,,,,,,
AEIS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AEIS.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41.725758,70.0,37.690303,86,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AEIS.csv,,,,,,,,,,,,,,,,,,
AEVA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AEVA.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70.240356,40.0,40.096142,62,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AEVA.csv,,,,,,,,,,,,,,,,,,
AFRM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AFRM.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.922864,50.0,33.369146,150,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AFRM.csv,,,,,,,,,,,,,,,,,,
AGX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AGX.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,69.058797,60.0,45.623519,28,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AGX.csv,,,,,,,,,,,,,,,,,,
ALAB,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ALAB.csv,2026-05-15,541,2024-03-20,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,64.625706,40.0,37.850282,84,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ALAB.csv,,,,,,,,,,,,,,,,,,
ALM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ALM.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.63899,70.0,48.055596,18,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ALM.csv,,,,,,,,,,,,,,,,,,
AMAT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AMAT.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57.190665,50.0,37.876266,83,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AMAT.csv,,,,,,,,,,,,,,,,,,
AMC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AMC.csv,2026-05-21,3124,2013-12-18,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.521931,50.0,29.608772,228,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AMC.csv,,,,,,,,,,,,,,,,,,
AMD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AMD.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.810359,40.0,45.524144,29,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AMD.csv,,,,,,,,,,,,,,,,,,
AMKR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AMKR.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,77.777985,60.0,49.111194,11,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AMKR.csv,,,,,,,,,,,,,,,,,,
AMZN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AMZN.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51.55766,50.0,35.623064,117,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AMZN.csv,,,,,,,,,,,,,,,,,,
ANET,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ANET.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39.831289,70.0,36.932516,95,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ANET.csv,,,,,,,,,,,,,,,,,,
APG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/APG.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.077352,70.0,35.030941,123,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/APG.csv,,,,,,,,,,,,,,,,,,
APH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/APH.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29.714523,70.0,32.885809,159,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/APH.csv,,,,,,,,,,,,,,,,,,
APLD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/APLD.csv,2026-05-21,1030,2022-04-13,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70.906341,40.0,40.362536,59,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/APLD.csv,,,,,,,,,,,,,,,,,,
APO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/APO.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41.505532,50.0,31.602213,187,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/APO.csv,,,,,,,,,,,,,,,,,,
APP,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/APP.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37.743753,50.0,30.097501,216,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/APP.csv,,,,,,,,,,,,,,,,,,
ARGT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ARGT.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34.890218,50.0,28.956087,242,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ARGT.csv,,,,,,,,,,,,,,,,,,
ARM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ARM.csv,2026-05-15,670,2023-09-14,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,68.871345,50.0,42.548538,45,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ARM.csv,,,,,,,,,,,,,,,,,,
ASML,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ASML.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48.979956,50.0,34.591982,131,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ASML.csv,,,,,,,,,,,,,,,,,,
AVGO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AVGO.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49.777184,50.0,34.910874,125,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AVGO.csv,,,,,,,,,,,,,,,,,,
AXON,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/AXON.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28.947537,50.0,26.579015,283,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/AXON.csv,,,,,,,,,,,,,,,,,,
BABA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BABA.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29.749513,50.0,26.899805,277,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BABA.csv,,,,,,,,,,,,,,,,,,
BAC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BAC.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34.489631,60.0,31.795852,183,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BAC.csv,,,,,,,,,,,,,,,,,,
BALL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BALL.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.38513,70.0,34.354052,136,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BALL.csv,,,,,,,,,,,,,,,,,,
BE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BE.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80.405826,50.0,47.16233,21,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BE.csv,,,,,,,,,,,,,,,,,,
BIDU,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BIDU.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.567122,50.0,33.226849,155,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BIDU.csv,,,,,,,,,,,,,,,,,,
BITF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BITF.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70.523302,40.0,40.209321,60,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BITF.csv,,,,,,,,,,,,,,,,,,
BKNG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BKNG.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31.868913,70.0,33.747565,143,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BKNG.csv,,,,,,,,,,,,,,,,,,
BLSH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BLSH.csv,2026-05-22,196,2025-08-13,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.692342,70.0,35.676937,114,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BLSH.csv,,,,,,,,,,,,,,,,,,
BLTE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BLTE.csv,2026-05-20,1018,2022-04-29,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.044066,70.0,33.017626,157,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BLTE.csv,,,,,,,,,,,,,,,,,,
BN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BN.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.81658,50.0,29.326632,233,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BN.csv,,,,,,,,,,,,,,,,,,
BSX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BSX.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20.926663,50.0,23.370665,305,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BSX.csv,,,,,,,,,,,,,,,,,,
BTDR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BTDR.csv,2026-05-15,1206,2021-07-28,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,64.888856,50.0,40.955542,52,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BTDR.csv,,,,,,,,,,,,,,,,,,
BW,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BW.csv,2026-05-21,2750,2015-06-16,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.803,40.0,47.5212,19,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BW.csv,,,,,,,,,,,,,,,,,,
BYND,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/BYND.csv,2026-05-21,1774,2019-05-02,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.354505,70.0,33.941802,140,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/BYND.csv,,,,,,,,,,,,,,,,,,
CAI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CAI.csv,2026-05-22,234,2025-06-18,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23.56078,70.0,30.424312,209,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CAI.csv,,,,,,,,,,,,,,,,,,
CAMT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CAMT.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63.647934,60.0,43.459174,42,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CAMT.csv,,,,,,,,,,,,,,,,,,
