rank,ticker,composite_candidate_score,ranking_source_policy,primary_score_source_files,audit_only_source_files,score_source_status,score_source_files,score_source_columns,latest_price_date,latest_close,technical_status,event_risk_status,overheat_status,pullback_status,execution_status,final_action,reason
1,ACM,37.544190,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,72.46,TECH_TIMING_WATCH_POSITIVE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,,WAIT_PULLBACK_REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
2,CARR,35.810984,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,65.595,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
3,AMZN,33.336889,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,267.69,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,,WAIT_PULLBACK_REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
4,AVGO,27.380000,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,423.67,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
5,APH,19.698222,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,138.95,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
6,CAMT,18.111111,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,169.075,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
7,ANET,15.761333,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,154.615,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
8,CEG,15.570286,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,292.995,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_MID,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
9,ASML,15.315556,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,1600.0,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
10,AMKR,10.417397,PRIMARY_CURRENT_ONLY,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,OK_SCORE_SOURCE_FOUND,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,factor_pack_rank;factor_pack_score;overheat_penalty;technical_timing_score;volatility_penalty,2026-05-27,71.28,TECH_TIMING_NEUTRAL,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,,REVIEW_ONLY,"Read-only ranking from local source columns: factor_pack_rank, factor_pack_score, overheat_penalty, technical_timing_score, volatility_penalty."
