path,size_mb,original_confidence,upgraded_confidence,upgrade_status,reason,failed_checks,reference_count,referenced_by_sample,current_alias_related,stable_snapshot_related,manual_state_related,price_cache_related,dangerous_token_related,source_code_related,generated_output_related,would_be_eligible_for_v18_20E_apply
outputs/v18/ops/V18_3D_R2_upstream_R1_run.log,0.004,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step2_v18_3C_shadow_20260518_130454.log,0.003,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step2_v18_3C_shadow_20260518_131004.log,0.003,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step2_v18_3C_shadow_20260518_164440.log,0.003,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step2_v18_3C_shadow_20260518_212143.log,0.003,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step2_v18_3C_shadow_20260518_213521.log,0.003,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step2_v18_3C_shadow_20260519_105238.log,0.003,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step3_v18_3D_R2_factor_pack_20260518_130454.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step3_v18_3D_R2_factor_pack_20260518_131004.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step3_v18_3D_R2_factor_pack_20260518_164440.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step3_v18_3D_R2_factor_pack_20260518_212143.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step3_v18_3D_R2_factor_pack_20260518_213521.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step3_v18_3D_R2_factor_pack_20260519_105238.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4A_R1_daily_integrated_20260518_130453.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4A_R1_daily_integrated_20260518_131003.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4A_R1_daily_integrated_20260518_164440.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4A_R1_daily_integrated_20260518_212142.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
