status,run_id,generated_at,update_paper_trading_ledger,use_yfinance_for_paper_trading_prices,latest_signal_date,latest_freeze_count,current_full_candidate_count,current_top_candidate_count,paper_portfolio_count,paper_entry_count,top20_entry_count,top50_entry_count,top100_entry_count,full318_observation_count,entry_price_available_count,entry_price_missing_count,forward_1d_fillable_count,forward_3d_fillable_count,forward_5d_fillable_count,forward_10d_fillable_count,forward_20d_fillable_count,benchmark_available_count,benchmark_missing_count,paper_ledger_updated,backup_path,warning_count,fail_count,official_decision_impact,auto_trade,auto_sell,forbidden_modified
WARN_V18_36A_PAPER_TRADING_FORWARD_ATTRIBUTION_REVIEW_NEEDED,V18_36A_PAPER_TRADING_FORWARD_ATTRIBUTION_20260525_151936,2026-05-25T15:19:36,FALSE,FALSE,2026-05-25,318,318,20,4,488,20,50,100,318,488,0,0,0,0,0,0,2,0,FALSE,,7,0,NONE,DISABLED,DISABLED,FALSE
