run_id,status,generated_at,dry_run,expected_candidate_count,current_ranked_candidate_count,recommendation_row_count,theme_classification_row_count,latest_signal_date,latest_relevant_signal_date,latest_full_freeze_status,latest_freeze_ticker_count,latest_freeze_expected_count,latest_freeze_coverage_status,latest_freeze_missing_ticker_count,current_allowed_trade_candidate_count,current_allowed_trade_candidate_tickers,account_state_quality,template_manual_account_warning,forward_return_readiness,current_allowed_trade_candidates,context_extraction_confidence,context_extraction_warning_count,latest_freeze_missing_tickers,freeze_source_paths,allowed_trade_source_paths,auto_trade,auto_sell,official_decision_impact,forbidden_modified,missing_required_inputs,missing_optional_inputs,unknown_fields,generated_output_count,protected_state_modified,ledger_modified,broker_api_code_added
V18_32B_20260524_235421,OK_V18_32B_CODEX_CONTEXT_COMPRESSION_READY,2026-05-24T23:54:21,FALSE,252,252,252,252,2026-05-22,2026-05-22,FULL_FREEZE_COVERAGE date=2026-05-22 count=252 expected=252,252,252,FULL_MATCH,0,0,NONE,WARN_TEMPLATE_EMPTY_ACCOUNT,TRUE,NOT_READY_WAIT_FOR_FUTURE_PRICE_DATA,0,HIGH,0,NONE,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,outputs/v18/read_center/V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_REPORT.md;outputs/v18/read_center/V18_31D_ACCOUNT_AWARE_MANUAL_TRADE_PLAN_REPORT.md;outputs/v18/read_center/V18_CURRENT_ACCOUNT_AWARE_MANUAL_TRADE_PLAN.md,DISABLED,DISABLED,NONE,FALSE,,,,7,FALSE,FALSE,FALSE
