rank,ticker,column_name,ticker_value,pool_median,pool_percentile,driver_class,source_file,role_label,attribution_mode
11,MU,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
11,MU,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
11,MU,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
11,MU,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
11,MU,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,rank,12,159.5000,3.7736,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,composite_candidate_score,53.544,32.4906,96.5409,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,technical_status,TECH_TIMING_WATCH_POSITIVE,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
12,CAMT,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,rank,13,159.5000,4.0881,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,composite_candidate_score,53.476,32.4906,96.2264,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
13,SOXL,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,rank,14,159.5000,4.4025,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,composite_candidate_score,53.048,32.4906,95.9119,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,technical_status,TECH_TIMING_PULLBACK_WATCH,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
14,CLH,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,rank,15,159.5000,4.7170,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,composite_candidate_score,52.828,32.4906,95.5975,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
15,AMKR,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,rank,16,159.5000,5.0314,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,composite_candidate_score,52.504,32.4906,95.2830,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
16,KEYS,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,rank,17,159.5000,5.3459,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,composite_candidate_score,52.116,32.4906,94.9686,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
17,AEHR,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,rank,18,159.5000,5.6604,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,composite_candidate_score,51.800559,32.4906,94.6541,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,technical_status,TECH_TIMING_STAGED_REFRESH,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
18,VIAV,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,rank,19,159.5000,5.9748,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,composite_candidate_score,51.732,32.4906,94.3396,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
19,ICHR,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,rank,20,159.5000,6.2893,STRONG_NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,composite_candidate_score,51.684,32.4906,94.0252,STRONG_POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,technical_status,TECH_TIMING_NEUTRAL,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
20,COHU,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY
