status,patch_version,patch_fix_version,patch_name,run_id,generated_at,top_n_requested,top_n_effective,ranking_source_path,ranking_source_row_count,score_column,top_score,bottom_score_within_topn,topn_score_spread,close_gap_count,driver_matrix_row_count,provenance_row_count,report_path,current_report_path,write_current_requested,current_alias_written,current_read_first_written,current_read_first_path,official_decision_impact,auto_trade,auto_sell,ranking_logic_changed,factor_weights_changed,signal_freeze_ledger_modified,trading_execution_allowed
WARN_V18_43A_SUPPORTING_INPUTS_PARTIAL,V18.43A,V18.43B_CURRENT_READ_FIRST_GUARD,TOPN_RANKING_EXPLAINER_PACKET,V18_43A_TOPN_RANKING_EXPLAINER_20260527_170341,2026-05-27T17:03:41,20,20,D:\us-tech-quant\outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,318,composite_candidate_score,59.2000,51.6840,7.5160,10,200,12,outputs/v18/read_center/V18_43A_TOPN_RANKING_EXPLAINER_PACKET.md,outputs/v18/read_center/V18_CURRENT_TOPN_RANKING_EXPLAINER_PACKET.md,TRUE,TRUE,TRUE,outputs/v18/ops/V18_CURRENT_TOPN_RANKING_EXPLAINER_READ_FIRST.txt,NONE,DISABLED,DISABLED,FALSE,FALSE,FALSE,FALSE
