total_sources_scanned,existing_sources,missing_optional_sources,missing_expected_sources,ok_ready_count,expected_pending_count,data_provider_warn_count,report_stale_warn_count,account_template_warn_count,research_not_ready_count,review_needed_non_blocking_count,fail_blocking_count,unknown_review_count,overall_operator_status,daily_run_usable,forward_research_usable,trading_execution_allowed,next_recommended_step
283,283,0,0,52,3,129,23,10,1,19,35,11,FAIL_V18_38C_COMMAND_STATUS_NORMALIZATION_BLOCKED,FALSE,FALSE,FALSE,"Resolve blocking safety issues or missing current command-center outputs, then rerun V18.38C."
