status,run_id,generated_at,apply_safe_reference_patches,total_reference_count,full_set_expected_count,top_display_expected_count,legacy_alias_compatible_count,text_only_report_reference_count,unknown_script_reference_count,do_not_patch_count,patch_recommended_count,patch_applied_count,remaining_unknown_count,backup_path,warning_count,fail_count,fail_reason,official_decision_impact,auto_trade,auto_sell,forbidden_modified,current_alias_count,full_alias_count,top_alias_count
WARN_V18_35C_CANDIDATE_SOURCE_DEPENDENCY_REVIEW_NEEDED,V18_35C_20260525_135127,2026-05-25T13:51:27,FALSE,78,1,0,0,10,56,11,1,0,56,NONE,2,0,,NONE,DISABLED,DISABLED,FALSE,318,318,20
