path,category,size_bytes,last_write_time,reason,risk_level,recommended_action
scripts\v18\run_v18_4G_R1_final_daily_factor_audit_wrapper.ps1,KEEP_BUT_REVIEW,8941,2026-05-14 22:58:29,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4G_R2_stable_snapshot.ps1,KEEP_BUT_REVIEW,11980,2026-05-14 23:58:58,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4H_factor_rolling_backtest.ps1,KEEP_BUT_REVIEW,1271,2026-05-15 01:15:30,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4H_R1_factor_robustness_audit.ps1,KEEP_BUT_REVIEW,1265,2026-05-15 01:38:44,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4H_R1A_factor_robustness_interpretation_patch.ps1,KEEP_BUT_REVIEW,802,2026-05-15 01:52:37,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4I_backtest_forward_promotion_merge.ps1,KEEP_BUT_REVIEW,771,2026-05-15 01:57:30,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4I_R1_final_daily_promotion_merge_wrapper.ps1,KEEP_BUT_REVIEW,6774,2026-05-15 02:02:28,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4I_R2_stable_snapshot.ps1,KEEP_BUT_REVIEW,8753,2026-05-15 15:29:10,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4J_R1_final_daily_read_center_wrapper.ps1,KEEP_BUT_REVIEW,5260,2026-05-15 15:56:21,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4J_R2_stable_snapshot.ps1,KEEP_BUT_REVIEW,9134,2026-05-15 16:47:12,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_4J_read_center_cleanup.ps1,KEEP_BUT_REVIEW,10325,2026-05-15 15:46:49,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_5A_R1_runtime_decoupling_plan.ps1,KEEP_BUT_REVIEW,17408,2026-05-15 19:05:14,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_5A_R2_runtime_decoupling_classifier.ps1,KEEP_BUT_REVIEW,17508,2026-05-15 19:08:04,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1,KEEP_BUT_REVIEW,6087,2026-05-15 18:47:34,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_5B_delete_candidate_runtime_graph_audit.ps1,KEEP_BUT_REVIEW,13301,2026-05-15 19:15:25,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_5B_R1_validation_aware_delete_audit.ps1,KEEP_BUT_REVIEW,8713,2026-05-15 23:44:55,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_5C_archive_zero_runtime_candidates.ps1,KEEP_BUT_REVIEW,9954,2026-05-15 19:17:05,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_6B_R1_technical_timing_diagnostic_patch.ps1,KEEP_BUT_REVIEW,809,2026-05-16 00:54:01,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_6B_technical_timing_backtest.ps1,KEEP_BUT_REVIEW,890,2026-05-16 00:44:53,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_6C_technical_timing_forward_tracker.ps1,KEEP_BUT_REVIEW,1072,2026-05-16 01:00:36,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_6E_R2_stable_snapshot.ps1,KEEP_BUT_REVIEW,8898,2026-05-16 01:28:30,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_6F_official_daily_with_technical.ps1,KEEP_BUT_REVIEW,2100,2026-05-16 01:30:26,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_6F_R2_stable_snapshot.ps1,KEEP_BUT_REVIEW,9400,2026-05-16 02:52:56,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_7A_full_speed_profile.ps1,KEEP_BUT_REVIEW,7942,2026-05-16 14:40:11,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_7B_main_chain_audit_dedup_optimizer.ps1,KEEP_BUT_REVIEW,9937,2026-05-16 15:07:43,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_8E_R1_stable_snapshot.ps1,KEEP_BUT_REVIEW,12539,2026-05-16 19:16:09,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_8E_R2_stable_snapshot.ps1,KEEP_BUT_REVIEW,13468,2026-05-16 19:17:29,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_8E_R3_stable_snapshot.ps1,KEEP_BUT_REVIEW,13763,2026-05-16 19:18:38,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_cleanup_audit.ps1,KEEP_BUT_REVIEW,852,2026-05-17 22:37:53,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\run_v18_cleanup_quarantine.ps1,KEEP_BUT_REVIEW,1380,2026-05-17 22:53:31,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_10B_R3_stable_snapshot.py,KEEP_BUT_REVIEW,15746,2026-05-17 01:01:16,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_10C_R2_stable_snapshot.py,KEEP_BUT_REVIEW,16219,2026-05-17 01:21:57,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_10D_R1_stable_snapshot.py,KEEP_BUT_REVIEW,16536,2026-05-17 01:56:04,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_10D_R2_stable_snapshot.py,KEEP_BUT_REVIEW,17192,2026-05-17 02:05:46,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_11_calendar_vwap_rv_shadow_factors.py,KEEP_BUT_REVIEW,26414,2026-05-17 23:25:34,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_11E_shadow_factor_summary.py,KEEP_BUT_REVIEW,14495,2026-05-17 23:47:23,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_11F_R1_stable_snapshot.py,KEEP_BUT_REVIEW,18867,2026-05-18 00:03:59,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_3D_factor_pack_shadow_extension.py,KEEP_BUT_REVIEW,22525,2026-05-14 13:53:36,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_3D_R1_official_overlap_fix.py,KEEP_BUT_REVIEW,19569,2026-05-14 14:32:00,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_4A_factor_forward_outcome_tracker.py,KEEP_BUT_REVIEW,17634,2026-05-14 16:25:48,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_4B_factor_outcome_summary_promotion_rules.py,KEEP_BUT_REVIEW,11459,2026-05-14 16:43:23,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_4H_factor_rolling_backtest.py,KEEP_BUT_REVIEW,22395,2026-05-15 01:14:45,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_4H_R1_factor_robustness_audit.py,KEEP_BUT_REVIEW,15759,2026-05-15 01:38:20,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_4H_R1A_factor_robustness_interpretation_patch.py,KEEP_BUT_REVIEW,10502,2026-05-15 01:48:41,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_4I_backtest_forward_promotion_merge.py,KEEP_BUT_REVIEW,19996,2026-05-15 01:57:09,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_6B_R1_technical_timing_diagnostic_patch.py,KEEP_BUT_REVIEW,12165,2026-05-16 00:54:01,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_6B_technical_timing_backtest.py,KEEP_BUT_REVIEW,17090,2026-05-16 00:44:53,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_6C_technical_timing_forward_tracker.py,KEEP_BUT_REVIEW,15163,2026-05-16 01:00:36,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_cleanup_audit.py,KEEP_BUT_REVIEW,13783,2026-05-17 22:37:53,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
scripts\v18\v18_cleanup_quarantine.py,KEEP_BUT_REVIEW,20406,2026-05-17 22:54:09,Non-active V18 script; may be legacy or dependency.,Medium,DO_NOT_DELETE
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\configs\v16\universe\us_full_screened_generated.yaml,KEEP_BUT_REVIEW,814,2026-05-12 21:43:06,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\configs\v16\universe\us_full_second_stage_generated.yaml,KEEP_BUT_REVIEW,329,2026-05-12 21:43:06,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\health\V16_HEALTH_CHECK.json,KEEP_BUT_REVIEW,1024,2026-05-12 21:43:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\health\V16_HEALTH_CHECK.md,KEEP_BUT_REVIEW,5417,2026-05-12 21:43:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\read_center\V16_24_2B_CLASSIC_DAILY_BRIEF.md,KEEP_BUT_REVIEW,2438,2026-05-12 21:43:44,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\review\V16_FULL_CANDIDATE_REVIEW.md,KEEP_BUT_REVIEW,3550,2026-05-12 21:43:18,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\risk\V16_BEHAVIOR_GUARD.md,KEEP_BUT_REVIEW,2141,2026-05-12 21:43:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\risk\V16_EVENT_CONFIRMATION_WORKFLOW.md,KEEP_BUT_REVIEW,937,2026-05-12 21:44:22,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\risk\V16_EVENT_PRACTICALITY.md,KEEP_BUT_REVIEW,1917,2026-05-12 21:43:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\risk\V16_FULL_CANDIDATE_EVENT_WORKFLOW.md,KEEP_BUT_REVIEW,1624,2026-05-12 21:43:18,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\universe\V16_DAILY_FULL_UNIVERSE_GATE.md,KEEP_BUT_REVIEW,2642,2026-05-12 21:43:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\universe\V16_FULL_UNIVERSE_SCREENED.csv,KEEP_BUT_REVIEW,24533,2026-05-12 21:43:06,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\universe\V16_FULL_UNIVERSE_SELECTED_FOR_EXECUTION.csv,KEEP_BUT_REVIEW,15621,2026-05-12 21:43:06,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\universe\V16_SECOND_STAGE_REVIEW.md,KEEP_BUT_REVIEW,3625,2026-05-12 21:43:06,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v16\universe\V16_SECOND_STAGE_TOP_CANDIDATES.csv,KEEP_BUT_REVIEW,3881,2026-05-12 21:43:06,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\factor_effectiveness\V17_2D_OFFICIAL_DAILY_INTEGRATION_SUMMARY.md,KEEP_BUT_REVIEW,1815,2026-05-12 21:44:21,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\factor_effectiveness\V17_3_1B_FACTOR_PERFORMANCE_DASHBOARD.md,KEEP_BUT_REVIEW,3415,2026-05-12 21:44:22,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\factor_effectiveness\V17_4_OFFICIAL_DAILY_WITH_DASHBOARD_SUMMARY.md,KEEP_BUT_REVIEW,1828,2026-05-12 21:44:22,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_full_universe_chain_20260512_171239.log,KEEP_BUT_REVIEW,19712,2026-05-12 17:13:03,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_full_universe_chain_20260512_172324.log,KEEP_BUT_REVIEW,19712,2026-05-12 17:23:56,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_full_universe_chain_20260512_213939.log,KEEP_BUT_REVIEW,19708,2026-05-12 21:40:08,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_full_universe_chain_20260512_214244.log,KEEP_BUT_REVIEW,19708,2026-05-12 21:43:18,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\V17_6F_E_MANUAL_DAILY_STABLE_20260512_165707.txt,KEEP_BUT_REVIEW,1883,2026-05-12 16:58:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\V17_6F_E_MANUAL_DAILY_STABLE_20260512_171239.txt,KEEP_BUT_REVIEW,1830,2026-05-12 17:13:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\V17_6F_E_MANUAL_DAILY_STABLE_20260512_172324.txt,KEEP_BUT_REVIEW,1883,2026-05-12 17:24:50,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\V17_6F_E_MANUAL_DAILY_STABLE_20260512_213939.txt,KEEP_BUT_REVIEW,1883,2026-05-12 21:41:10,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\V17_6F_E_MANUAL_DAILY_STABLE_20260512_214244.txt,KEEP_BUT_REVIEW,1932,2026-05-12 21:44:22,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_official_daily_20260512_171239.log,KEEP_BUT_REVIEW,3534,2026-05-12 17:13:17,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_official_daily_20260512_172324.log,KEEP_BUT_REVIEW,18378,2026-05-12 17:24:50,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_official_daily_20260512_213939.log,KEEP_BUT_REVIEW,18332,2026-05-12 21:41:10,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_official_daily_20260512_214244.log,KEEP_BUT_REVIEW,18370,2026-05-12 21:44:22,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_price_audit_20260512_171239.log,KEEP_BUT_REVIEW,4412,2026-05-12 17:13:14,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_price_audit_20260512_172324.log,KEEP_BUT_REVIEW,4412,2026-05-12 17:24:08,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_price_audit_20260512_213939.log,KEEP_BUT_REVIEW,4412,2026-05-12 21:40:23,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\v17_6F_E_price_audit_20260512_214244.log,KEEP_BUT_REVIEW,4412,2026-05-12 21:43:34,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\manual_daily\V17_6F_E_READ_FIRST.txt,KEEP_BUT_REVIEW,95,2026-05-12 21:44:22,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\price\V17_6E_SCREENED_UNIVERSE_LATEST_PRICE_AUDIT.md,KEEP_BUT_REVIEW,1834,2026-05-12 21:43:33,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624\outputs\v17\price\v17_6E_screened_universe_latest_prices.csv,KEEP_BUT_REVIEW,7792,2026-05-12 21:43:33,Legacy stable snapshot; keep unless retention policy is approved.,Medium,KEEP
