total_sources_scanned,existing_sources,missing_optional_sources,missing_expected_sources,ok_ready_count,expected_pending_count,account_template_warn_count,research_not_ready_count,review_needed_non_blocking_count,unknown_review_count,current_critical_count,current_supporting_count,historical_legacy_count,unknown_legacy_count,current_fail_blocking_count,legacy_fail_count,current_data_provider_warn_count,legacy_data_provider_warn_count,current_report_stale_warn_count,legacy_report_stale_warn_count,legacy_warn_count,legacy_unknown_review_count,historical_issues_present,current_issues_present,overall_operator_status,daily_run_usable,forward_research_usable,trading_execution_allowed,next_recommended_step
293,293,0,0,7,5,21,1,5,5,13,10,232,38,0,7,2,128,5,107,0,5,TRUE,TRUE,WARN_V18_38C_R1_COMMAND_STATUS_NORMALIZATION_REVIEW_NEEDED,TRUE,TRUE,FALSE,Daily run is usable; review current warnings and keep legacy issues separated from today's blocking status.
