status,run_id,generated_at,apply_canonical_alias_repair,canonical_alias_repaired,current_ranked_candidates_count_before,current_ranked_candidates_count_after,full_candidate_count,top_candidate_count,latest_signal_freeze_count,latest_signal_date,full_matches_freeze,top_is_subset_of_full,backup_path,selected_full_source_path,selected_top_source_path,source_map_path,dependency_reference_count,ambiguous_dependency_count,warning_count,fail_count,fail_reason,official_decision_impact,auto_trade,auto_sell,forbidden_modified
WARN_V18_35B_CANDIDATE_SOURCE_NORMALIZATION_REVIEW_NEEDED,V18_35B_20260527_125904,2026-05-27T12:59:04,FALSE,FALSE,318,318,318,20,318,2026-05-25,TRUE,TRUE,NONE,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_CANDIDATE_SOURCE_MAP.csv,63,36,1,0,,NONE,DISABLED,DISABLED,FALSE
