status,signal_date,signal_date_source,total_portfolio_count,total_snapshot_rows,entry_price_available_count,entry_price_missing_count,apply_snapshot,ledger_path,backup_path,official_decision_impact,official_signal_freeze_ledger_modified,paper_trading_ledger_modified,forbidden_modified
OK,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,10,744,744,0,TRUE,D:\us-tech-quant\state\v18\shadow_portfolios\V18_SHADOW_PORTFOLIO_DAILY_SNAPSHOT_LEDGER.csv,D:\us-tech-quant\archive\v18\shadow_portfolio_snapshot_backups\V18_37C_20260525_184809,NONE,FALSE,FALSE,FALSE
