STATUS: OK_V18_20G_VERIFIED_LEGACY_ARCHIVE_READY
MODE: APPLY_ARCHIVE_ONLY
ROOT: D:\us-tech-quant
ARCHIVE_ROOT: D:\us-tech-quant\archive\legacy_cleanup\V18_20G_verified_legacy_archive_20260519_200428
ZIP_CREATED_COUNT: 3
ZIP_VERIFIED_COUNT: 3
PLANNED_ARCHIVE_COUNT: 374
PLANNED_ARCHIVE_MB: 2.565
ARCHIVED_FILE_COUNT: 374
ARCHIVED_FILE_MB: 2.565
ARCHIVE_ONLY_COUNT: 22
ARCHIVE_ONLY_MB: 0.112
ARCHIVE_THEN_DELETE_AFTER_VERIFICATION_COUNT: 352
ARCHIVE_THEN_DELETE_AFTER_VERIFICATION_MB: 2.453
PROTECTED_EXCLUSION_INCLUDED_COUNT: 0
CURRENT_ALIAS_INCLUDED_COUNT: 0
ORIGINAL_DELETED_COUNT: 0
DELETED_COUNT: 0
MOVED_COUNT: 0
VALIDATION_FAIL_COUNT: 0
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
OFFICIAL_DECISION_IMPACT: NONE
CURRENT_DAILY_MODIFIED: FALSE
STABLE_SNAPSHOT_MODIFIED: FALSE
MANUAL_STATE_MODIFIED: FALSE
PRICE_CACHE_MODIFIED: FALSE
READ_FIRST: outputs/v18/ops/V18_20G_READ_FIRST.txt
REPORT: outputs/v18/ops/V18_20G_CURRENT_VERIFIED_LEGACY_ARCHIVE_REPORT.md
AUDIT_CSV: outputs/v18/ops/V18_20G_CURRENT_VERIFIED_LEGACY_ARCHIVE_AUDIT.csv
MANIFEST_CSV: outputs/v18/ops/V18_20G_CURRENT_VERIFIED_LEGACY_ARCHIVE_MANIFEST.csv
