status,run_id,generated_at,apply_universe_invalid_ticker_prune,target_exclusion_count,found_in_active_universe_count,applied_exclusion_count,total_universe_count_before,total_universe_count_after,current_full_candidate_count,latest_freeze_count,targets_in_current_full_candidates_count,targets_in_latest_freeze_count,duplicate_ticker_count_after,backup_path,warning_count,fail_count,official_decision_impact,auto_trade,auto_sell,forbidden_modified
OK_V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_READY,V18_35G_20260525_141052,2026-05-25T14:10:52,TRUE,15,15,15,333,318,318,318,0,0,0,D:\us-tech-quant\archive\v18\universe_invalid_ticker_prune_backups\V18_35G_20260525_141052,0,0,NONE,DISABLED,DISABLED,FALSE
