path,size_mb,original_confidence,upgraded_confidence,upgrade_status,reason,failed_checks,reference_count,referenced_by_sample,current_alias_related,stable_snapshot_related,manual_state_related,price_cache_related,dangerous_token_related,source_code_related,generated_output_related,would_be_eligible_for_v18_20E_apply
data/v16/prices_full/FLR.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/HUBB.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/IYW.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/JBL.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MRVL.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MU.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/NVT.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ORCL.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/PSTG.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/TER.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/VECO.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/VRT.csv,0.182,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices/BE.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/AEHR.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ANET.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/BE.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CRM.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ETR.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ICHR.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/KEYS.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/KLIC.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MKSI.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/NTAP.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ON.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/PANW.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/TSM.csv,0.181,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/D.csv,0.180,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/FORM.csv,0.180,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/META.csv,0.180,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/PWR.csv,0.180,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/SANM.csv,0.180,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/STX.csv,0.180,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ACM.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CAMT.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CIEN.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CLS.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/GNRC.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MCHP.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MOD.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ZS.csv,0.179,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ACLS.csv,0.178,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/COHR.csv,0.178,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/FIX.csv,0.178,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/FN.csv,0.178,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CRWD.csv,0.177,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/KLAC.csv,0.177,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MPWR.csv,0.177,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices/LITE.csv,0.176,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ASML.csv,0.176,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/LITE.csv,0.176,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/MDB.csv,0.176,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/DDOG.csv,0.174,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/NET.csv,0.173,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CARR.csv,0.162,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/PLTR.csv,0.151,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CIFR.csv,0.148,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/SNOW.csv,0.146,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/BTDR.csv,0.124,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/IREN.csv,0.118,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CRDO.csv,0.114,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CEG.csv,0.112,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ARM.csv,0.069,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/CORZ.csv,0.062,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/ALAB.csv,0.055,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/v16/prices_full/GEV.csv,0.053,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/HPE.csv,0.047,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/AAPL.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/ACM.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/ACMR.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/AMAT.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/AMKR.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/AMZN.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/APH.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
data/prices/AVGO.csv,0.046,MEDIUM,MEDIUM,KEEP_MEDIUM,Price-data path remains conservative medium.,price_cache_related,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
