path,item_type,size_mb,reason,reference_count,referenced_by_sample,current_alias_related,stable_snapshot_related,manual_state_related,price_cache_related,source_code_related,generated_output_related
archive/stable_compressed/V18_14D_R1_stable_ranked_candidate_forward_price_filler_20260518_233007.zip,FILE,0.0386,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_14D_R1_stable_ranked_candidate_forward_price_filler_20260518_233032.zip,FILE,0.0385,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER.csv.before_v18_10A_R2_factor_capture_20260516_235953.bak,FILE,0.037,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_research/V18_11C_CURRENT_CALENDAR_VWAP_RV_SHADOW_FACTORS.csv,FILE,0.036,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_read_center/V18_6D_CURRENT_TECHNICAL_TIMING_DASHBOARD.csv,FILE,0.036,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260516_235953.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260517_014422.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260517_014958.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260517_020200.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260517_220436.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260518_130936.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv.before_v18_10A_R2_factor_capture_20260518_131419.bak,FILE,0.035,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/data/V18_16C_P3_LOCAL_PRICE_SOURCE_DISCOVERY.csv,FILE,0.0329,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_14B_R1_stable_current_daily_command_center_20260518_230007.zip,FILE,0.0322,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,FILE,0.030,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
scripts/v18/v18_20A_deep_legacy_cleanup_audit.py,FILE,0.0292,Always protected by policy or current-line status.,2,scripts/v18/v18_20A_deep_legacy_cleanup_audit.py | scripts/v18/run_v18_20A_deep_legacy_cleanup_audit.ps1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_13C_R1_stable_unified_daily_with_ranked_candidates_20260518_202801.zip,FILE,0.0288,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_14C_R1_stable_ranked_candidate_forward_tracker_20260518_231241.zip,FILE,0.0286,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_13B_R1_stable_ranked_candidate_read_center_source_dedup_20260518_182047.zip,FILE,0.0280,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_13D_R1_stable_daily_command_center_read_center_refresh_20260518_211135.zip,FILE,0.0276,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_15A_R1_stable_manual_position_trade_feedback_20260518_235126.zip,FILE,0.0264,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/factor_backtest/V18_4H_CURRENT_FACTOR_LATEST_SCORES.csv,FILE,0.025,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/stable_compressed/V18_14A_R1_stable_full_daily_mode_validation_parser_only_20260518_224716.zip,FILE,0.0233,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/factor_registry/V18_10A_CURRENT_FACTOR_COVERAGE_AUDIT.csv,FILE,0.023,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_read_center/V18_6D_CURRENT_TECHNICAL_TIMING_READ_CENTER.md,FILE,0.021,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_read_center/V18_CURRENT_TECHNICAL_TIMING_READ_CENTER.md,FILE,0.021,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/state/v18/universe/V18_MANUAL_UNIVERSE_ADDITIONS.csv,FILE,0.0198,Always protected by policy or current-line status.,0,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/scripts/v18/v18_19A_R1_stable_snapshot.py,FILE,0.0191,Always protected by policy or current-line status.,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
scripts/v18/v18_19A_R1_stable_snapshot.py,FILE,0.0191,Always protected by policy or current-line status.,3,scripts/v18/v18_19A_R1_stable_snapshot.py | scripts/v18/run_v18_19A_R1_stable_snapshot.ps1 | scripts/v18/v18_20A_deep_legacy_cleanup_audit.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_shadow/V18_3B_R2_SHADOW_OFFICIAL_COMPARE_CURRENT.csv,FILE,0.019,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_shadow/V18_3B_R2_SHADOW_OFFICIAL_COMPARE_CURRENT.csv,FILE,0.019,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/data/V18_16C_P1_SCOPED_YFINANCE_SMOKE_PRICE_AUDIT.csv,FILE,0.0188,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/data/V18_16C_P2_YFINANCE_CACHE_REPAIR_PRICE_AUDIT.csv,FILE,0.0188,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,FILE,0.0186,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/technical_timing_backtest_current_slim/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_DETAIL_LIGHTWEIGHT_SUMMARY.md,FILE,0.018,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_backtest_current_slim/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_DETAIL_LIGHTWEIGHT_SUMMARY.md,FILE,0.018,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/data/V18_16C_P3_LOCAL_CACHE_BOOTSTRAP_AUDIT.csv,FILE,0.0172,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,FILE,0.017,Current alias or active output should be preserved.,2,outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md | outputs/v18/read_center/V18_CURRENT_READ_FIRST.txt,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES_INPUT_AUDIT.csv,FILE,0.017,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,FILE,0.017,Current alias or active output should be preserved.,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/forward_outcome/V18_4A_CURRENT_FACTOR_SNAPSHOT.csv,FILE,0.017,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/stable_compressed/V18_12D_R1_stable_exit_signal_forward_validation_20260518_145213.zip,FILE,0.0163,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12D_R1_stable_exit_signal_forward_validation_20260518_145345.zip,FILE,0.0163,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12A_R1_stable_sell_timing_shadow_engine_20260518_140101.zip,FILE,0.0162,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/universe/V18_16E_CURRENT_PROMOTION_DEMOTION_AUDIT.csv,FILE,0.0156,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/universe/V18_CURRENT_PROMOTION_DEMOTION_AUDIT.csv,FILE,0.0156,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141656.zip,FILE,0.0155,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141759.zip,FILE,0.0155,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_160834.zip,FILE,0.0146,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_161047.zip,FILE,0.0146,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155221.zip,FILE,0.0142,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155450.zip,FILE,0.0142,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
scripts/v18/v18_14B_current_daily_command_center.py,FILE,0.0142,Referenced by 1 active source file(s).,1,scripts/v18/run_v18_current_daily_command_center.ps1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12C_R1_stable_position_lifecycle_review_20260518_143729.zip,FILE,0.0140,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12C_R1_stable_position_lifecycle_review_20260518_143825.zip,FILE,0.0140,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/sell_timing/V18_12B_CURRENT_TECHNICAL_LABEL_INPUT_AUDIT.csv,FILE,0.014,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_REPORT.md,FILE,0.014,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_backtest/V18_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC.md,FILE,0.014,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
scripts/v18/v18_14E_current_daily_with_forward_tracker.py,FILE,0.0131,Referenced by 1 active source file(s).,1,scripts/v18/run_v18_current_daily_command_center.ps1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/MANIFEST.csv,FILE,0.0130,Always protected by policy or current-line status.,3,scripts/v18/v18_20A_deep_legacy_cleanup_audit.py | outputs/v18/ops/V18_19A_R1_READ_FIRST.txt | outputs/v18/ops/V18_19A_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_13A_R1_stable_unified_daily_read_center_link_20260518_163906.zip,FILE,0.0128,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_13A_R1_stable_unified_daily_read_center_link_20260518_164003.zip,FILE,0.0128,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12H_R1_stable_sell_timing_read_center_link_20260518_162546.zip,FILE,0.0118,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12H_R1_stable_sell_timing_read_center_link_20260518_162758.zip,FILE,0.0118,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150304.zip,FILE,0.0117,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable_compressed/V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150522.zip,FILE,0.0117,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/sell_timing/V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION_INPUT_AUDIT.csv,FILE,0.011,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/data/V18_16C_CURRENT_SCAN_SCOPED_PRICE_UPDATE_AUDIT.csv,FILE,0.0107,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/data/V18_CURRENT_SCAN_SCOPED_PRICE_UPDATE_AUDIT.csv,FILE,0.0107,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/risk/V18_16C_CURRENT_SCAN_SCOPED_EVENT_UPDATE_AUDIT.csv,FILE,0.0105,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/risk/V18_CURRENT_SCAN_SCOPED_EVENT_UPDATE_AUDIT.csv,FILE,0.0105,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/ranking/V18_17A_CURRENT_RANKED_CANDIDATE_SCORE_EXPLANATION.csv,FILE,0.0104,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/ranking/V18_CURRENT_RANKED_CANDIDATE_SCORE_EXPLANATION.csv,FILE,0.0104,Referenced by 1 active source file(s).,1,scripts/v18/v18_19A_daily_readability_refactor.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/deprecated/v18_4C_event_price_merge_20260514_223322/scripts/run_v16_daily_auto_update_before_v17_4_dashboard_20260511_175841.ps1,FILE,0.010,Archived in V18.20G but not a generated-report original.,0,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
outputs/v17/raw105_decision/v17_8C_current_actionable_buy_candidates.csv,FILE,0.010,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_9B_CURRENT_FORWARD_RETURN_FILLER_AUDIT.csv,FILE,0.010,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8C_current_worth_review_but_locked.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_shadow/V18_3A_FACTOR_SHADOW_DAILY_CURRENT.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v17/raw105_decision/V17_8C_CURRENT_RAW105_DECISION_PANEL.md,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v17/raw105_decision/V17_8D_CURRENT_RAW105_DECISION_PANEL.md,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_registry/V18_10A_CURRENT_FACTOR_REGISTRY_REPORT.md,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_research/V18_11E_CURRENT_SHADOW_FACTOR_SUMMARY.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_shadow/V18_3A_FACTOR_SHADOW_DAILY_CURRENT.csv,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING_REPORT.md,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing/V18_CURRENT_TECHNICAL_TIMING.md,FILE,0.008,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
state/v18/provider_cache/yfinance/tz/cookies.db,FILE,0.0078,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
state/v18/provider_cache/yfinance/tz/tkr-tz.db,FILE,0.0078,Always protected by policy or current-line status.,0,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
scripts/v18/run_v18_4I_R1_final_daily_promotion_merge_wrapper.ps1,FILE,0.0065,Referenced by 1 active source file(s).,1,outputs/v18/read_center/V18_CURRENT_READ_FIRST.md,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/V17_8C_CURRENT_RAW105_DECISION_PANEL.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/V17_8D_CURRENT_RAW105_DECISION_PANEL.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_research/V18_10B_CURRENT_FACTOR_EFFECTIVENESS.csv,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/simulation/V18_9B_CURRENT_FORWARD_RETURN_FILLER.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_REPORT.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_backtest/V18_CURRENT_TECHNICAL_TIMING_BACKTEST.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_forward/V18_6C_CURRENT_TECHNICAL_TIMING_FORWARD_REPORT.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/technical_timing_forward/V18_CURRENT_TECHNICAL_TIMING_FORWARD.md,FILE,0.006,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/scripts/v18/run_v18_current_daily_command_center.ps1,FILE,0.0059,Always protected by policy or current-line status.,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
scripts/v18/run_v18_current_daily_command_center.ps1,FILE,0.0059,Always protected by policy or current-line status.,2,scripts/v18/v18_19A_R1_stable_snapshot.py | scripts/v18/v18_20A_deep_legacy_cleanup_audit.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
scripts/v18/run_v18_13D_daily_command_center.ps1,FILE,0.0056,Referenced by 1 active source file(s).,1,scripts/v18/run_v18_current_daily_command_center.ps1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
outputs/v18/simulation/V18_9A_CURRENT_SIM_CANDIDATE_TRACKER.md,FILE,0.005,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/read_center/V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES.md,FILE,0.0045,Referenced by 2 active source file(s).,2,outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md | outputs/v18/read_center/V18_CURRENT_READ_FIRST.txt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_lab/V18_1B_FACTOR_VALUES_CURRENT.md,FILE,0.004,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_audit/V18_4D_CURRENT_FACTOR_PACK_AUDIT.md,FILE,0.004,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_backtest/V18_4H_CURRENT_FACTOR_BACKTEST_SUMMARY.csv,FILE,0.004,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_lab/V18_1B_FACTOR_VALUES_CURRENT.md,FILE,0.004,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_research/V18_11E_CURRENT_SHADOW_FACTOR_SUMMARY.md,FILE,0.004,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/outputs/v18/read_center/V18_CURRENT_DAILY_BRIEF.md,FILE,0.0037,Always protected by policy or current-line status.,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
outputs/v18/read_center/V18_CURRENT_DAILY_BRIEF.md,FILE,0.0037,Always protected by policy or current-line status.,5,scripts/v18/v18_19A_daily_readability_refactor.py | scripts/v18/run_v18_19A_daily_readability_refactor.ps1 | scripts/v18/v18_19A_R1_stable_snapshot.py,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/scripts/v18/run_v18_19A_daily_readability_refactor.ps1,FILE,0.0033,Always protected by policy or current-line status.,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
scripts/v18/run_v18_19A_daily_readability_refactor.ps1,FILE,0.0033,Always protected by policy or current-line status.,3,scripts/v18/run_v18_current_daily_command_center.ps1 | scripts/v18/v18_19A_R1_stable_snapshot.py | scripts/v18/v18_20A_deep_legacy_cleanup_audit.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
archive/deprecated/v18_4C_event_price_merge_20260514_223322/scripts/run_v16_daily_auto_update_before_v17_2_factor_tracker_20260511_154526.ps1,FILE,0.003,Archived in V18.20G but not a generated-report original.,0,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md,FILE,0.0030,Always protected by policy or current-line status.,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
archive/stable/V18_19A_R1_stable_daily_readability_refactor_20260519_171556/outputs/v18/read_center/V18_CURRENT_READ_FIRST.md,FILE,0.0030,Always protected by policy or current-line status.,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
outputs/v17/raw105_decision/V17_8C_CURRENT_RAW105_DECISION_PANEL.txt,FILE,0.003,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v17/raw105_decision/V17_8D_CURRENT_RAW105_DECISION_PANEL.txt,FILE,0.003,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.md,FILE,0.003,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
outputs/v18/factor_backtest/V18_4H_R1A_CURRENT_FACTOR_ROBUSTNESS_INTERPRETATION.csv,FILE,0.003,Current alias or active output should be preserved.,0,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
