status,mode,run_id,generated_at,snapshot_path,copied_file_count,missing_optional_count,missing_critical_count,validation_fail_count,current_full_candidate_count,latest_signal_freeze_count,shadow_portfolio_ledger_exists,latest_shadow_portfolio_count,latest_shadow_snapshot_rows,entry_price_missing_count,auto_trade,auto_sell,official_decision_impact,factor_weights_modified,official_signal_freeze_ledger_modified,paper_trading_ledger_modified,shadow_portfolio_ledger_modified,forbidden_modified,official_signal_freeze_ledger_sha256,paper_trading_ledger_sha256,paper_portfolio_state_sha256,shadow_portfolio_ledger_sha256,manifest_path,validation_path,readme_path,restore_script_path
OK,SNAPSHOT_ONLY,V18_37D_20260525_184355,2026-05-25T18:43:55,D:/us-tech-quant/archive/stable/V18_37D_lean_inspired_research_stack_baseline_20260525_184355,44,0,0,0,318,318,TRUE,10,744,0,DISABLED,DISABLED,NONE,FALSE,FALSE,FALSE,FALSE,FALSE,e325a91ac175253f2a614a6c59efd3ed1934675706b82c5611e643cf5f4e3da4,ecb87f85a89055ea8f2ff42dcc69dc36e55623d838e2fe417f53840dcdf259f4,3ab2248b0cca12edfb11ec83e63272897e2dcab39d0bdb744e8bb252f0beb3ca,cacd2217764f6294faadb98e3bfd7feae514c38e56ba460c87b07495dee227bd,D:/us-tech-quant/archive/stable/V18_37D_lean_inspired_research_stack_baseline_20260525_184355/MANIFEST.csv,D:/us-tech-quant/archive/stable/V18_37D_lean_inspired_research_stack_baseline_20260525_184355/VALIDATION.csv,D:/us-tech-quant/archive/stable/V18_37D_lean_inspired_research_stack_baseline_20260525_184355/README_V18_37D_LEAN_INSPIRED_RESEARCH_STACK_BASELINE.md,D:/us-tech-quant/archive/stable/V18_37D_lean_inspired_research_stack_baseline_20260525_184355/RESTORE_V18_37D.ps1
