generated_at,status,authoritative_source,alias_path,alias_written,write_allowed,blocked_reason,source_row_count,source_price_date_min,source_price_date_max,raw105_fallback_used,legacy_source_used,top20_match
2026-05-30T21:38:25,PASS,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,TRUE,TRUE,NONE,317,2026-05-29,2026-05-29,FALSE,FALSE,TRUE
