generated_at,STATUS,PATCH_VERSION,PATCH_NAME,BUG_FIXED,TRUE_PROVENANCE_REPAIRED,RAW105_FACTOR_REUSE_REMOVED_OR_BLOCKED,PRIMARY_SCORE_SOURCE_LABEL_MASKING_FIXED,CURRENT_TOP20_ALIAS_WRITTEN,CURRENT_TOP20_WRITE_ALLOWED,CURRENT_TOP20_WRITE_BLOCKED_REASON,V18_50B_SOLE_TOP20_ALIAS_WRITER,V18_45A_DIRECT_CURRENT_WRITE_DISABLED,V18_50A_REVALIDATED_BEFORE_PACKET,HOMEPAGE_WRITE_REQUIRES_SOURCE_OK,SANITIZED_UNIVERSE_COUNT,RANKED_ELIGIBLE_COUNT,VALID_EXCLUSION_COUNT,UNAVAILABLE_OR_DELISTED_COUNT,PRICE_HISTORY_INSUFFICIENT_COUNT,DUPLICATE_TICKER_COUNT,RECONCILIATION_OK,RECONCILIATION_FORMULA,V18_35D_TOP20_MATCH_CURRENT_TOP20,DAILY_OPERATOR_ACTION_ENTRY_SOURCE_OK,HOMEPAGE_SOURCE_OK,FULL_UNIVERSE_PRICE_REFRESH_COMPLETE,TOP20_PRICE_REFRESH_COMPLETE,FULL_UNIVERSE_STALE_ROW_COUNT,TOP20_STALE_ROW_COUNT,OFFICIAL_RANKING_CHANGED,FACTOR_WEIGHTS_CHANGED,OFFICIAL_BUY_PERMISSION_CHANGED,OFFICIAL_SELL_PERMISSION_CHANGED,TRADING_EXECUTION_ALLOWED,AUTO_TRADE,AUTO_SELL,BROKER_API_USED,ORDER_EXECUTION_USED
2026-05-30T21:53:54,PASS,V18.50B-R1,TRUE_AUTHORITATIVE_SOURCE_AND_PROVENANCE_REPAIR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,TRUE,TRUE,TRUE,323,317,6,5,1,0,TRUE,317 + 6 == 323,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,DISABLED,DISABLED,FALSE,FALSE
