run_id,asof_date,status,mode,candidate_count,price_available_count,price_missing_count,kdj_calculable_count,kdj_not_calculable_count,macd_calculable_count,macd_not_calculable_count,kdj_golden_cross_count,kdj_dead_cross_count,macd_golden_cross_count,macd_dead_cross_count,kdj_overbought_count,kdj_oversold_count,kdj_j_extreme_high_count,kdj_j_extreme_low_count,positive_confirmation_count,risk_warning_count,official_decision_impact,auto_trade,auto_sell,ranking_formula_modified,factor_weights_modified,freeze_ledger_modified,broker_api_used,order_execution_used,forbidden_modified
V18_40A_20260527_131532,2026-05-27,OK_V18_40A_KDJ_MACD_SHADOW_LAYER_READY,SHADOW_ONLY_RESEARCH_ONLY_KDJ_MACD_OSCILLATOR_LAYER,318,318,0,317,1,317,1,41,34,11,8,57,53,15,27,114,149,NONE,DISABLED,DISABLED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
