run_id,status,generated_at,dry_run,patch32b_requested,patch32b_applied,expected_candidate_count,freeze_ticker_count,freeze_unique_ticker_count,freeze_missing_vs_current_count,freeze_extra_vs_current_count,freeze_coverage_status,latest_relevant_signal_date,latest_supported_signal_date,current_allowed_trade_candidate_count,current_allowed_trade_candidate_tickers,compact_expected_candidate_count,compact_latest_relevant_signal_date,compact_latest_full_freeze_status,compact_latest_freeze_ticker_count,compact_latest_freeze_expected_count,compact_latest_freeze_coverage_status,compact_current_allowed_trade_candidate_count,compact_current_allowed_trade_candidate_tickers,mismatch_count,warning_count,source_paths,missing_tickers,extra_tickers
V18_32C_20260524_235421,OK_V18_32C_CONTEXT_CONSISTENCY_AUDIT_READY,2026-05-24T23:54:21,FALSE,TRUE,TRUE,252,252,252,0,0,FULL_MATCH,2026-05-22,2026-05-22,0,NONE,252,2026-05-22,FULL_FREEZE_COVERAGE date=2026-05-22 count=252 expected=252,252,252,FULL_MATCH,0,NONE,0,0,outputs/v18/read_center/V18_CURRENT_DAILY_TRADE_READINESS.md;outputs/v18/read_center/V18_CURRENT_TRADING_DAY_SIGNAL_DATE_GUARD.md;outputs/v18/read_center/V18_CURRENT_MANUAL_ACCOUNT_STATE_GUIDE.md;outputs/v18/read_center/V18_CURRENT_ACCOUNT_AWARE_MANUAL_TRADE_PLAN.md;outputs/v18/read_center/V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_REPORT.md;outputs/v18/read_center/V18_31D_ACCOUNT_AWARE_MANUAL_TRADE_PLAN_REPORT.md;outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv;outputs/v18/recommendations/V18_CURRENT_RECOMMENDATION_TIERS.csv;outputs/v18/candidates/V18_CURRENT_CANDIDATE_THEME_CLASSIFICATION.csv;state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv;outputs/v18/execution/V18_CURRENT_ACCOUNT_AWARE_MANUAL_TRADE_PLAN.csv;outputs/v18/ops/V18_32B_READ_FIRST.txt;outputs/v18/ops/V18_PROJECT_CONTEXT_COMPACT.md,NONE,NONE
