run_id,status,generated_at,dry_run,candidate_count,recommendation_count,theme_count,freeze_coverage_status,freeze_count,allowed_trade_count,missing_chinese_name_count,context_consistency_status,auto_trade,auto_sell,official_decision_impact,forbidden_modified,notes
V18_33A_20260530_223802,OK_V18_33A_CHINESE_DAILY_HOMEPAGE_READY,2026-05-30T22:38:02,FALSE,252,252,318,FULL_MATCH,252,0,0,OK_V18_32C_CONTEXT_CONSISTENCY_AUDIT_READY,DISABLED,DISABLED,NONE,FALSE,Markdown-only Chinese homepage generated from current report sources.
