status,run_id,generated_at,update_paper_trading_forward_returns,use_yfinance_for_paper_forward_prices,latest_signal_date,paper_entry_count,portfolio_count,forward_1d_total_count,forward_1d_filled_count,forward_1d_pending_count,forward_3d_total_count,forward_3d_filled_count,forward_3d_pending_count,forward_5d_total_count,forward_5d_filled_count,forward_5d_pending_count,forward_10d_total_count,forward_10d_filled_count,forward_10d_pending_count,forward_20d_total_count,forward_20d_filled_count,forward_20d_pending_count,benchmark_spy_available,benchmark_qqq_available,paper_state_updated,backup_path,warning_count,fail_count,official_decision_impact,auto_trade,auto_sell,forbidden_modified
WARN_V18_36B_PAPER_FORWARD_RETURN_FILLER_REVIEW_NEEDED,V18_36B_PAPER_FORWARD_RETURN_FILLER_20260525_151941,2026-05-25T15:19:41,FALSE,FALSE,2026-05-25,488,4,488,0,488,488,0,488,488,0,488,488,0,488,488,0,488,TRUE,TRUE,FALSE,,6,0,NONE,DISABLED,DISABLED,FALSE
