run_id,status,mode,generated_at,broker_profile,commission_rate_pct,min_effective_trade_notional_usd,source_position_policy_rows,source_buyability_rows,output_rows,cost_ok_count,cost_ok_small_only_count,cost_review_required_count,cost_watch_only_count,cost_wait_pullback_count,blocked_by_cost_count,blocked_by_min_notional_count,blocked_by_position_policy_count,operator_blocked_count,data_quality_blocked_count,current_cost_ok_candidate_count,current_small_only_cost_ok_count,current_blocked_min_notional_count,review_first_no_current_trade_count,watch_only_no_current_trade_count,wait_pullback_no_current_trade_count,true_cost_review_required_count,operator_readability_patch_applied,r31c_r1_status,validation_fail_count,forbidden_modified,notes
V18_31C_20260524_182841,FAIL_V18_31C_MOOMOO_COST_SLIPPAGE_CONSTRAINT_FAILED,MOOMOO_COST_SLIPPAGE_CONSTRAINT_LAYER,2026-05-24T18:28:41,MOOMOO_JP_US_STOCK_BASIC,0.1320,50.00,252,252,252,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,TRUE,FAIL_V18_31C_R1_COST_PLAN_READABILITY_PATCH_FAILED,1,FALSE,Operator state blocked all rows.
